WARNING: using JuMP.getdual in module Main conflicts with an existing identifier.
  [nonlinear] <nonlin>: (((<_var22_> * <_var0_> * <_var32_>) - (<_var1_> * <_var3_>)) - 0.000000) == 0;
violation: left hand side is violated by 262.9263 (scaled: 262.9263)
all 1 solutions given by solution candidate storage are infeasible

presolving:
(round 1, fast)       0 del vars, 0 del conss, 0 add conss, 3385 chg bounds, 0 chg sides, 0 chg coeffs, 1 upgd conss, 0 impls, 0 clqs
(round 2, fast)       0 del vars, 0 del conss, 0 add conss, 5088 chg bounds, 0 chg sides, 0 chg coeffs, 1 upgd conss, 0 impls, 0 clqs
(round 3, fast)       0 del vars, 0 del conss, 9000 add conss, 5088 chg bounds, 0 chg sides, 0 chg coeffs, 1 upgd conss, 0 impls, 0 clqs
(round 4, fast)       0 del vars, 0 del conss, 9000 add conss, 6996 chg bounds, 0 chg sides, 0 chg coeffs, 9001 upgd conss, 0 impls, 0 clqs
(round 5, fast)       0 del vars, 0 del conss, 9000 add conss, 15857 chg bounds, 0 chg sides, 0 chg coeffs, 9001 upgd conss, 0 impls, 0 clqs
(round 6, fast)       0 del vars, 0 del conss, 9000 add conss, 22415 chg bounds, 0 chg sides, 0 chg coeffs, 9001 upgd conss, 0 impls, 0 clqs
(round 7, fast)       0 del vars, 0 del conss, 9000 add conss, 22457 chg bounds, 0 chg sides, 0 chg coeffs, 9850 upgd conss, 0 impls, 0 clqs
(round 8, fast)       0 del vars, 0 del conss, 9000 add conss, 25853 chg bounds, 0 chg sides, 0 chg coeffs, 9850 upgd conss, 0 impls, 0 clqs
(round 9, fast)       0 del vars, 0 del conss, 9000 add conss, 26253 chg bounds, 0 chg sides, 0 chg coeffs, 9850 upgd conss, 0 impls, 0 clqs
(round 10, fast)       0 del vars, 0 del conss, 10000 add conss, 26253 chg bounds, 0 chg sides, 0 chg coeffs, 9850 upgd conss, 0 impls, 0 clqs
(round 11, fast)       0 del vars, 0 del conss, 10000 add conss, 26253 chg bounds, 0 chg sides, 0 chg coeffs, 10850 upgd conss, 0 impls, 0 clqs
presolving (12 rounds: 12 fast, 1 medium, 1 exhaustive):
 0 deleted vars, 0 deleted constraints, 10000 added constraints, 26260 tightened bounds, 0 added holes, 0 changed sides, 0 changed coefficients
 0 implications, 0 cliques
presolved problem has 13706 variables (0 bin, 0 int, 0 impl, 13706 cont) and 12001 constraints
    849 constraints of type <abspower>
   9152 constraints of type <quadratic>
   2000 constraints of type <nonlinear>
Presolving Time: 2.52

******************************************************************************
This program contains Ipopt, a library for large-scale nonlinear optimization.
 Ipopt is released as open source code under the Eclipse Public License (EPL).
         For more information visit http://projects.coin-or.org/Ipopt
******************************************************************************


  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
      1 |     0 | 14567 |     - |  65M|-4.043579e-04 |      --      |    Inf 
      1 |     0 | 28999 |     - |  70M|-4.043579e-04 |      --      |    Inf 
      1 |     0 | 42596 |     - |  71M|-4.043579e-04 |      --      |    Inf 
      1 |     0 | 54878 |     - |  72M|-4.043579e-04 |      --      |    Inf 
      1 |     0 | 67890 |     - |  73M|-4.043579e-04 |      --      |    Inf 
      1 |     0 | 78749 |     - |  74M|-4.043579e-04 |      --      |    Inf 
      1 |     0 | 88857 |     - |  76M|-4.043579e-04 |      --      |    Inf 
      1 |     0 |977552 |     - |  76M|-4.043579e-04 |      --      |    Inf 
      1 |     0 |988747 |     - |  77M|-4.043579e-04 |      --      |    Inf 
      1 |     0 |996900 |     - |  77M|-4.043579e-04 |      --      |    Inf 
      1 |     0 |  1006k|     - |  78M|-4.043579e-04 |      --      |    Inf 
      1 |     0 |  1011k|     - |  78M|-4.043579e-04 |      --      |    Inf 
      1 |     0 |  1023k|     - |  63M|-4.043579e-04 |      --      |    Inf 
      1 |     0 |  1027k|     - |  63M|-4.043579e-04 |      --      |    Inf 
      1 |     0 |  1031k|     - |  64M|-4.043579e-04 |      --      |    Inf 
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
      1 |     0 |  1033k|     - |  64M|-4.043579e-04 |      --      |    Inf 
      1 |     0 |  1038k|     - |  65M|-4.043579e-04 |      --      |    Inf 
      1 |     0 |  1038k|     - |  66M|-4.043579e-04 |      --      |    Inf 
      1 |     0 |  1043k|     - |  60M|-4.043579e-04 |      --      |    Inf 
      1 |     0 |  1044k|     - |  61M|-4.043579e-04 |      --      |    Inf 
      1 |     0 |  1047k|     - |  61M|-4.043579e-04 |      --      |    Inf 
      1 |     0 |  1048k|     - |  62M|-4.043579e-04 |      --      |    Inf 
      1 |     0 |  1051k|     - |  62M|-4.043579e-04 |      --      |    Inf 
      1 |     0 |  1052k|     - |  63M|-4.043579e-04 |      --      |    Inf 
      1 |     0 |  1055k|     - |  60M|-4.043579e-04 |      --      |    Inf 
      1 |     0 |  1056k|     - |  60M|-4.043579e-04 |      --      |    Inf 
      1 |     0 |  1058k|     - |  61M|-4.043579e-04 |      --      |    Inf 
      1 |     0 |  1059k|     - |  61M|-4.043579e-04 |      --      |    Inf 
      1 |     0 |  1061k|     - |  62M|-4.043579e-04 |      --      |    Inf 
      1 |     0 |  1062k|     - |  62M|-4.043579e-04 |      --      |    Inf 
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
      1 |     0 |  1064k|     - |  60M|-4.043579e-04 |      --      |    Inf 
      1 |     0 |  1064k|     - |  60M|-4.043579e-04 |      --      |    Inf 
      1 |     0 |  1066k|     - |  61M|-4.043579e-04 |      --      |    Inf 
      1 |     0 |  1066k|     - |  61M|-4.043579e-04 |      --      |    Inf 
      1 |     0 |  1068k|     - |  61M|-4.043579e-04 |      --      |    Inf 
      1 |     0 |  1068k|     - |  61M|-4.043579e-04 |      --      |    Inf 
      1 |     0 |  1070k|     - |  60M|-4.043579e-04 |      --      |    Inf 
      1 |     0 |  1070k|     - |  60M|-4.043579e-04 |      --      |    Inf 
      1 |     0 |  1072k|     - |  60M|-4.043579e-04 |      --      |    Inf 
      1 |     0 |  1073k|     - |  61M|-4.043579e-04 |      --      |    Inf 
      1 |     0 |  1075k|     - |  61M|-4.043579e-04 |      --      |    Inf 
      1 |     0 |  1075k|     - |  61M|-4.043579e-04 |      --      |    Inf 
      1 |     0 |  1077k|     - |  60M|-4.043579e-04 |      --      |    Inf 
      1 |     0 |  1078k|     - |  60M|-4.043579e-04 |      --      |    Inf 
