,n65,n140,n162,n172,n69,n74,n75,n84,n89,n90,n92,n103,n108,n122,n133,n143,n148,n151,n152,n166,n168,n170,n184,n189,n200,n203,n145,n78,n81,n107,n111,n132,n157,n159,n161,n180,n171,n58,n60,n70,n76,n105,n115,n117,n118,n120,n124,n128,n129,n130,n256,n934,n821,n464,n676,n294,n952,n1207,n450,n463,n826,n1248,n1145,n1199,n398,n232,n732,n984,n278,n1251,n383,n1139,n1183,n1290,n272,n1027,n358,n436,n660,n730,n860,n742,n394,n617,n1240,n566,n982,n1101,n1022,n274,n868,n1226,n633,n1024,n998,n674,n486,n597,n1138,n412,
n65,0.0,74906.17791142735,74906.16519347826,74906.15898620995,74914.93368713808,74914.94357618134,74914.92055574422,74914.93196179668,74914.93266655305,74914.93568466228,74914.94091003897,74914.94830148107,74914.9579772944,74914.94361934705,74914.93204651268,74914.93193180696,74914.93234911106,74914.93337558051,74914.9349637193,74914.93713363995,74914.93983944747,74914.94309073847,74914.94690830634,74914.9513054874,74914.95629228884,74914.88266102175,74919.54235281143,74924.1591922065,74924.15884768243,74924.15866314255,74924.15862057189,74924.15879399331,74924.15892690295,74924.15932530732,74924.15985611903,74924.16084289718,74928.56611788513,74932.54371748702,74932.54480316238,74932.54659055415,74932.5474369423,74932.54961020638,74932.55061159066,74932.55318212628,74932.5543641071,74932.5573405706,74932.55873564408,74932.56225904936,74932.56372120252,74932.56750426804,75030.27478499076,75023.37810939459,75016.28779250615,75014.18757042181,75013.16322372398,75012.95157844029,75012.3248800304,75007.34669418185,75004.7451085616,75003.63393047605,75000.59484046766,74994.70784298754,74989.29325242533,74983.37549036703,74983.1328204675,74981.4715006306,74980.34700454617,74974.25017703789,74966.93594373028,74966.32950904717,74963.04200221394,74961.42708499706,74948.03556601475,74947.64540250078,74947.14210874219,74942.25285123212,74940.14205514439,74935.6911246671,74932.89506528147,74930.2745961093,74927.12743670221,74926.25343035067,74923.79103843814,74923.46156719163,74918.01528767654,74914.33744093066,74912.03284546276,74906.77112639764,74905.91463132607,74905.83468727102,74902.2251131448,74901.49795212198,74897.42277212764,74885.98769155118,74885.6835227473,74884.01840689374,74882.37486359643,74880.87146989263,74880.32896870612,74877.01758105487,
n140,74906.1443634865,0.0,74906.1484195085,74906.14221223952,74914.916593819,74914.92648286036,74914.90346247818,74914.9148684779,74914.91557323406,74914.91859134282,74914.92381671855,74914.93120815922,74914.94088397075,74914.92652601522,74914.91495319387,74914.9148384882,74914.91525579215,74914.91628226143,74914.91787039995,74914.92004032017,74914.92274612717,74914.92599741752,74914.92981498472,74914.93421216495,74914.93919896551,74914.86556779896,74919.52508069262,74924.1417306391,74924.14138611515,74924.14120157534,74924.14115900466,74924.14133242604,74924.14146533562,74924.14186373995,74924.14239455156,74924.14338132953,74928.54845598302,74932.52584415389,74932.52692982901,74932.52871722044,74932.52956360836,74932.53173687198,74932.532738256,74932.5353087912,74932.53649077164,74932.53946723467,74932.54086230771,74932.54438571232,74932.5458478651,74932.54963092992,75030.2535290964,75023.35537933759,75016.18388037053,75014.08441684759,75013.17616262737,75012.99982544666,75012.37271297714,75007.39330551686,75004.79422777833,75003.68352305611,75000.6441074573,74994.7799239923,74989.36469843777,74983.4452726175,74983.20385829214,74981.54292553317,74980.41811274039,74974.32151898099,74967.00568483685,74966.40057556104,74963.10901254264,74961.49520201323,74948.10328178898,74947.7216770602,74947.22441498592,74942.33570984854,74940.12085129338,74935.66862145983,74932.87342510802,74930.25502033421,74927.19270701577,74926.31050816925,74923.84922492574,74923.51976782463,74918.07169773996,74914.38393898495,74912.093520151,74906.83355068063,74905.97561557255,74905.89652346518,74902.27592186611,74901.55771505805,74897.48592096953,74886.05858585007,74885.7566350668,74884.09435439965,74882.45622065893,74880.9559568698,74880.42089447116,74877.08779923216,
n162,74906.15708143289,74906.17385540405,0.0,74906.15493018704,74914.92955667457,74914.93944571732,74914.91642529322,74914.92783133323,74914.92853608956,74914.93155419867,74914.93677957509,74914.94417101682,74914.95384682967,74914.9394888805,74914.92791604922,74914.92780134353,74914.92821864759,74914.92924511699,74914.9308332557,74914.93300317624,74914.93570898363,74914.93896027449,74914.94277784211,74914.94717502294,74914.95216182419,74914.87853058112,74919.53818058052,74924.1549756725,74924.15463114844,74924.15444660859,74924.15440403791,74924.15457745935,74924.15471036891,74924.15510877332,74924.15563958505,74924.15662636317,74928.56185446563,74932.53940456231,74932.54049023768,74932.54227762933,74932.54312401741,74932.54529728135,74932.54629866558,74932.54886920101,74932.55005118178,74932.55302764513,74932.55442271856,74932.55794612362,74932.55940827675,74932.56319134208,75030.2697025084,75023.37245713371,75016.1658890463,75014.07761939529,75013.1692645359,75012.95805319077,75012.33113258146,75007.35235582663,75004.763000381,75003.65190118933,75000.61261856178,74994.72594279145,74989.31117651872,74983.3923621791,74983.15041117946,74981.48929979652,74980.36447142487,74974.2677435701,74966.95901293251,74966.35319471719,74963.06562095921,74961.45025552435,74948.05856363486,74947.66685207981,74947.16604142934,74942.27701430392,74940.13708973756,74935.6846872378,74932.88957683105,74930.27009262708,74927.14844184398,74926.2710273444,74923.80891573586,74923.47933575728,74918.03255453553,74914.34883095627,74912.05118734311,74906.79030791705,74905.9353947441,74905.85591528185,74902.23941611715,74901.51554222842,74897.44572027124,74886.01170672858,74885.71001728359,74884.04429761377,74882.40422925803,74880.89812674979,74880.3581884762,74877.03940959267,
n172,74906.16328870016,74906.18006267057,74906.1673447226,0.0,74914.935988955,74914.9458779974,74914.92285754568,74914.93426361382,74914.93496837009,74914.93798647907,74914.94321185531,74914.95060329673,74914.96027910926,74914.94592116673,74914.93434832981,74914.93423362407,74914.93465092813,74914.9356773975,74914.93726553611,74914.93943545659,74914.94214126385,74914.94539255458,74914.94921012211,74914.9536073028,74914.95859410385,74914.88496281444,74919.54473313926,74924.16165195031,74924.16130742629,74924.16112288642,74924.16108031575,74924.16125373713,74924.16138664677,74924.16178505111,74924.1623158628,74924.16330264085,74928.56865792786,74932.54633866019,74932.54742433548,74932.54921172702,74932.55005811511,74932.55223137901,74932.55323276325,74932.55580329856,74932.55698527939,74932.5599617426,74932.56135681602,74932.56488022092,74932.56634237402,74932.57012543915,75030.27829220041,75023.47374133556,75016.27536720576,75014.18622135863,75013.17674539896,75012.91365745364,75012.31409878863,75007.28889474829,75004.69722533444,75003.53866596585,75000.55904047907,74994.79962475541,74989.25323188418,74983.38824437669,74983.10384244313,74981.44235177076,74980.3393314553,74974.23843480773,74966.92753376649,74966.32864002004,74963.0470416201,74961.43325740739,74948.04167706863,74947.65238187695,74947.14814664982,74942.25809880387,74940.14547560873,74935.69505857196,74932.89891233374,74930.27814646235,74927.1302332882,74926.25765663302,74923.7945993242,74923.46514717251,74918.01895574424,74914.34508489491,74912.03666569696,74906.77466148966,74905.91860578227,74905.83860334333,74902.23325153548,74901.50567196458,74897.42501842426,74885.99158119247,74885.68525229994,74884.0220198132,74882.37638237815,74880.87520146911,74880.33211605286,74877.02292983585,
n69,74898.7142070872,74898.73068816825,74898.71819510334,74898.71220902128,0.0,74906.17084732544,74906.14547551767,74906.15944458291,74906.16013599996,74906.16309864931,74906.16822943854,74906.17548763848,74906.18498864566,74906.17147891603,74906.15952809589,74906.15941512388,74906.15982483617,74906.16083228694,74906.16239127774,74906.16452183739,74906.16717858204,74906.17037118188,74906.1741197118,74906.17843738731,74906.18333375476,74906.10630941381,74910.40498177409,74914.94290480866,74914.94256698345,74914.94238585987,74914.94234401073,74914.94251370858,74914.94264480447,74914.94303559983,74914.9435563269,74914.94452258492,74919.60455774175,74924.21112277369,74924.21218729524,74924.21393449693,74924.21476842971,74924.21689438415,74924.2178804567,74924.22039493173,74924.2215587603,74924.2244704198,74924.22584342166,74924.2292903376,74924.23072808744,74924.23443011471,74976.25035043176,74963.96180538021,74956.13362672263,74954.50981630698,74953.89502148551,74953.72628431722,74953.32424956659,74950.68611208996,74949.67013025675,74949.2359546395,74948.26925829913,74946.69611446238,74945.7779520629,74945.15907485681,74945.17906930945,74945.059241046,74945.01997223665,74944.89278575973,74945.0849234161,74945.0794964204,74945.41407688514,74945.29009847784,74945.07749701804,74945.08677192293,74945.02177911148,74944.88909229249,74944.8737501113,74945.13173586817,74944.98618861195,74945.08742558835,74943.79615293021,74945.10487846569,74945.32843290184,74945.3820757746,74945.52029198164,74945.60175552142,74945.82857110653,74946.11095060459,74946.11657306341,74946.06190573344,74946.26759821073,74946.36475702246,74946.63150381112,74946.89163621778,74946.96517076789,74946.62165009475,74946.29254713492,74946.09487595102,74945.98520032769,74946.34509424961,
n74,74898.70466049193,74898.72114157125,74898.70864850766,74898.70266242523,74906.15142758664,0.0,74906.13576567835,74906.1497347142,74906.15042613116,74906.15338878016,74906.15851956882,74906.165777768,74906.17527877413,74906.16176904009,74906.14981822718,74906.14970525517,74906.1501149674,74906.15112241809,74906.15268140873,74906.15481196812,74906.15746871248,74906.16066131194,74906.16440984148,74906.16872751647,74906.17362388341,74906.09659959876,74910.39517973007,74914.9330046364,74914.93266681128,74914.9324856877,74914.93244383857,74914.93261353637,74914.9327446323,74914.9331354276,74914.93365615462,74914.93462241253,74919.59455338435,74924.20100809525,74924.20207261665,74924.20381981815,74924.20465375086,74924.20677970507,74924.20776577736,74924.2102802521,74924.21144408049,74924.21435573975,74924.21572874131,74924.21917565694,74924.2206134065,74924.22431543337,74976.2385607984,74963.98278487915,74956.1556922884,74954.53171355977,74953.91896015604,74953.74425204052,74953.35761893944,74950.71874612206,74949.7028020356,74949.26939480662,74948.30257243164,74946.73014983338,74945.81154947417,74945.19185348306,74945.20939106535,74945.0897982528,74945.05029698469,74944.93207978825,74945.12344643938,74945.11867240634,74945.45123150245,74945.32762670942,74945.11473993813,74945.1226141942,74945.06037948932,74944.92786104679,74944.8621314153,74945.11948895725,74944.97423451512,74945.07669152803,74943.83441579668,74945.13088186758,74945.35362544974,74945.40728193632,74945.54565319406,74945.62494560273,74945.85579473159,74946.13821218409,74946.1436195168,74946.09242848537,74946.29515013946,74946.39592926866,74946.6655481419,74946.92765775815,74946.99743007719,74946.65982463208,74946.3348096136,74946.1348903112,74946.02728469526,74946.37813676306,
n75,74898.73256451657,74898.74904564768,74898.73655254456,74898.73056643626,74906.17679921517,74906.18650911468,0.0,74906.17510633754,74906.17579775662,74906.17876041515,74906.18389121986,74906.19114944164,74906.20065047759,74906.18714065864,74906.17518985075,74906.1750768784,74906.17548659189,74906.17649404566,74906.17805304135,74906.1801836075,74906.18284036018,74906.18603296958,74906.18978151084,74906.19409919939,74906.19899558171,74906.12197139658,74910.41929390444,74914.95588899226,74914.95555116606,74914.95537004195,74914.95532819271,74914.95549789105,74914.95562898731,74914.95601978389,74914.9565405125,74914.95750677359,74919.61623554936,74924.22151588161,74924.22258040633,74924.22432761369,74924.22516154857,74924.22728750987,74924.22827358493,74924.23078806803,74924.23195189971,74924.23486356846,74924.23623657395,74924.23968350097,74924.24112125477,74924.24482329376,74976.24817972805,74963.93169257203,74956.26228565321,74954.483018459,74953.68451846973,74953.82673027912,74953.35735579923,74950.76266356275,74949.65500724426,74949.32720749786,74948.33469045006,74946.80343755874,74946.01003604193,74945.31494554112,74945.31059880597,74945.25592555242,74945.15463788994,74945.03945100721,74945.19205718748,74945.20826932357,74945.36053875381,74945.2099144589,74945.00690099409,74945.11116107983,74945.00678667838,74944.8122043423,74944.87205043754,74945.13064818799,74944.9850701027,74945.08548723735,74943.77709756457,74945.10022314753,74945.32164413015,74945.37532066778,74945.51300202448,74945.60018371491,74945.82156128522,74946.10381796455,74946.11022095192,74946.05545176148,74946.2689067871,74946.36561931258,74946.61860564777,74946.88436684436,74946.95900341145,74946.61366271696,74946.27796147401,74946.0865054575,74945.97718535243,74946.33780808566,
n84,74898.71586998252,74898.732351064,74898.71985799879,74898.71387191689,74906.16283032803,74906.17254019817,74906.14716838514,0.0,74906.16182887249,74906.16479152191,74906.16992231125,74906.17718051137,74906.18668151871,74906.17317178988,74906.16122096847,74906.16110799642,74906.16151770874,74906.16252515953,74906.16408415034,74906.16621471,74906.1688714547,74906.1720640546,74906.17581258462,74906.18013026023,74906.18502662779,74906.10800227716,74910.40669140134,74914.94463215413,74914.94429432889,74914.94411320527,74914.9440713561,74914.94424105398,74914.94437214988,74914.94476294528,74914.9452836723,74914.94624993044,74919.60630377391,74924.21288845816,74924.21395297973,74924.2157001814,74924.2165341143,74924.21866006877,74924.21964614133,74924.22216061638,74924.223324445,74924.22623610459,74924.22760910643,74924.23105602244,74924.23249377233,74924.23619579966,74976.25238899612,74963.96504565579,74956.13614316216,74954.51244629303,74953.8966609792,74953.72440861394,74953.32236011056,74950.68475713505,74949.66740561498,74949.23303774792,74948.26642245194,74946.69301848848,74945.77496380932,74945.15688284815,74945.17305256696,74945.0530193566,74945.01395392949,74944.88672837445,74945.07940704246,74945.07356262696,74945.40679755544,74945.28380995475,74945.07160419587,74945.08162146267,74945.01509018465,74944.88237140936,74944.87579545619,74945.13421972787,74944.98870638487,74945.08942045004,74943.78228695731,74945.0997247836,74945.32156887595,74945.37520244715,74945.51315495172,74945.59769480581,74945.82117512381,74946.10352665267,74946.10947531444,74946.0548012683,74946.2646350744,74946.36105147374,74946.62100387065,74946.88325752903,74946.95801849774,74946.6126319036,74946.27992057064,74946.08539410644,74945.97531327057,74946.33796470582,
n89,74898.71519092086,74898.73167200206,74898.71917893706,74898.71319285498,74906.16213891101,74906.17184878107,74906.14647697019,74906.16044603847,0.0,74906.16410010484,74906.16923089411,74906.17648909418,74906.18599010147,74906.1724803723,74906.1605295514,74906.16041657934,74906.1608262917,74906.16183374246,74906.16339273327,74906.16552329298,74906.16818003764,74906.17137263749,74906.1751211675,74906.1794388431,74906.18433521058,74906.10731086384,74910.4059930956,74914.94392657578,74914.94358875055,74914.94340762698,74914.94336577786,74914.94353547572,74914.94366657156,74914.944057367,74914.94457809404,74914.94554435206,74919.60559053924,74924.21216718688,74924.21323170843,74924.21497891011,74924.21581284293,74924.21793879742,74924.21892486996,74924.22143934495,74924.22260317365,74924.22551483313,74924.226887835,74924.23033475094,74924.23177250086,74924.23547452819,74976.2515600931,74963.96311151024,74956.13492953093,74954.51098329094,74953.89619818366,74953.72324362231,74953.32120038169,74950.68324892971,74949.66721134857,74949.23470092633,74948.26801658528,74946.69479749356,74945.77666641577,74945.15797605705,74945.1746134255,74945.05470966322,74945.01550821184,74944.88830324826,74945.08062812973,74945.07506539844,74945.40946740811,74945.2857051703,74945.07338814042,74945.08280496599,74945.01724760543,74944.88455294458,74944.87492378117,74945.1330659211,74944.98758413317,74945.08862130834,74943.79178160046,74945.10255892455,74945.32466615333,74945.37830320002,74945.51646322997,74945.5988116173,74945.82451345984,74946.10688895718,74946.11257580758,74946.05791521567,74946.26481191415,74946.36155226883,74946.62650973594,74946.88697952619,74946.9610555411,74946.61669223673,74946.28647227812,74946.0896811546,74945.97975287175,74946.34099824533,
n90,74898.71227878217,74898.7287598629,74898.71626679828,74898.71028071608,74906.15917626167,74906.16888613146,74906.14351433003,74906.1574833892,74906.15817480623,0.0,74906.16626824459,74906.17352644443,74906.18302745144,74906.16951772085,74906.15756690217,74906.15745393017,74906.1578636425,74906.15887109318,74906.16043008394,74906.16256064356,74906.16521738813,74906.16840998786,74906.17215851773,74906.17647619318,74906.18137256053,74906.10434823122,74910.40300192063,74914.94090501904,74914.94056719383,74914.94038607024,74914.9403442211,74914.94051391898,74914.94064501484,74914.94103581017,74914.94155653722,74914.94252279525,74919.60253670406,74924.20907914212,74924.21014366359,74924.21189086525,74924.21272479802,74924.21485075244,74924.21583682497,74924.21835129986,74924.21951512844,74924.22242678792,74924.22379978967,74924.22724670559,74924.22868445532,74924.23238648256,74976.247940045,74963.97006018808,74956.14245647707,74954.51838154424,74953.90457318656,74953.73081475559,74953.3287841803,74950.69046419716,74949.67454667455,74949.24049831343,74948.27858947146,74946.70566052935,74945.7873869631,74945.1681933608,74945.18525351661,74945.06547987461,74945.0261445477,74944.89895828553,74945.09092063173,74945.08565143062,74945.42015468505,74945.29606019023,74945.08362309377,74945.09225277323,74945.0278936154,74944.8952620539,74944.87134252666,74945.12919135492,74944.98359593062,74945.08535189508,74943.80605771217,74945.1110633474,74945.333298841,74945.38693736878,74945.52524921749,74945.60587293639,74945.83381421192,74946.11620934063,74946.1217235084,74946.06711397597,74946.27169655364,74946.36951770197,74946.63785507852,74946.8978044046,74946.97067556565,74946.62824833793,74946.30035065097,74946.10179016898,74945.9923468738,74946.35066754432,
