,date,secchi_m,chla,TP,Perception
0,1986-06-07,3.6,,,
1,1986-06-14,2.7,,,
2,1986-06-22,3.0,,,
3,1986-06-28,3.4,,,
4,1986-07-06,3.6,,,
5,1986-07-14,4.7,,,
6,1986-07-19,4.9,,,
7,1986-07-27,5.3,,,
8,1986-08-16,4.4,,,
9,1986-08-23,4.7,,,
10,1986-08-30,5.1,,,
11,1986-09-06,4.4,,,
12,1986-09-13,4.6,,,
13,1986-09-27,3.7,,,
14,1986-10-04,3.7,,,
15,1986-10-18,3.2,,,
16,1986-11-02,2.7,,,
17,1987-04-12,4.0,,,
18,1987-04-18,4.0,,,
19,1987-04-26,3.3,,,
20,1987-05-03,4.0,,,
21,1987-05-09,4.4,,,
22,1987-05-17,3.6,,,
23,1987-05-24,3.3,,,
24,1987-05-31,4.7,,,
25,1987-06-06,4.8,,,
26,1987-06-14,4.4,,,
27,1987-06-28,4.5,,,
28,1987-07-04,4.9,,,
29,1987-07-12,5.3,,,
30,1987-07-25,3.6,,,
31,1987-08-02,4.2,,,
32,1987-08-09,5.1,,,
33,1987-08-16,5.1,,,
34,1987-08-23,4.2,,,
35,1987-08-29,3.9,,,
36,1987-09-05,3.5,,,
37,1987-09-26,3.3,,,3.0
38,1987-10-04,3.2,,,
39,1987-10-11,3.6,,,3.0
40,1987-10-18,4.3,,,4.0
41,1988-04-30,4.1,,,2.0
42,1988-05-06,1.4,,,3.0
43,1988-05-21,4.2,,,2.0
44,1988-05-28,4.3,,,2.0
45,1988-06-04,4.7,,,1.0
46,1988-06-12,4.5,,,1.0
47,1988-06-19,4.6,,,1.0
48,1988-06-25,4.7,,,1.0
49,1988-07-02,4.6,,,2.0
50,1988-07-17,4.0,,,1.0
51,1988-07-23,5.2,,,1.0
52,1988-07-31,5.1,,,1.0
53,1988-08-14,5.6,,,1.0
54,1988-08-21,5.9,,,1.0
55,1988-08-28,5.1,,,1.0
56,1988-09-17,4.0,,,1.0
57,1988-09-24,3.9,,,1.0
58,1988-10-22,4.3,,,1.0
59,1989-05-29,4.6,,,2.0
60,1989-06-04,4.3,,,1.0
61,1989-06-10,4.1,,,1.0
62,1989-06-18,3.6,,,2.0
63,1989-07-01,3.6,,,2.0
64,1989-07-15,4.2,,,2.0
65,1989-07-23,4.6,,,2.0
66,1989-08-05,4.5,,,1.0
67,1989-08-12,4.7,,,2.0
68,1989-08-27,5.0,,,1.0
69,1989-09-02,5.2,,,1.0
70,1989-09-16,5.9,,,2.0
71,1989-09-30,5.6,,,1.0
72,1989-10-16,5.0,,,1.0
73,1989-10-21,3.9,,,1.0
74,1990-04-22,4.3,,,3.0
75,1990-05-05,4.7,,,2.0
76,1990-05-13,4.4,,,2.0
77,1990-05-20,4.6,,,2.0
78,1990-05-27,5.5,,,1.0
