,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,
n53,-0.03284593016430904,0.0849910555067068,0.0849910555067068,0.0,0.03704351224286001,0.04830043791765279,0.11015796382111098,801.1452118081287,-0.03084593016430904,0.30809565779755255,0.1496123490269421,1.3293418277383011,1.0110837050560932,1.0914533582496324,101.07190970385155,101.2680732893334,101.21125629382279,0.19527915439386703,0.10798584785559195,0.04348008538872564,
n54,-0.04385175269242592,0.08243675033498962,0.08243675033498962,0.0,0.1539002707495556,0.16515719642434837,0.1188314939549188,801.0910716367117,-0.04185175269242592,0.29128125341703076,0.18675772004819902,1.2577549121871696,0.9090626969426654,0.9936375803746662,101.06098540240738,101.30595927181245,101.22584036211731,0.1760283681597217,0.1520633022498716,0.02920181068385133,
n55,-0.03165692600176471,-0.03165692600176471,-0.03165692600176471,0.0,0.1065831780806469,0.11784010375543966,0.15300447447947654,801.1668131272844,-0.029656926001764707,0.14699950386077504,0.15835380272561134,1.2754807498984215,0.9256392020587553,1.0299681471419642,101.02874603990631,101.27371990931138,101.23154159005492,0.21968169876711277,0.25542630387138077,0.004488955419347657,
n56,0.09174685050710243,-0.07562800240443253,-0.07562800240443253,0.0,0.16789900141931174,0.1848965124475344,0.21106490735954372,801.139386190095,-0.07362800240443253,0.06410973599984147,-0.07362800240443253,1.2893827235027866,0.8570627344633998,0.9861390755281518,101.04524660560956,101.15790522572284,101.18343672128283,0.05092266011860022,0.05590339444323206,0.11791979178459364,
n57,0.07981819360078982,-0.059526388818192576,-0.059526388818192576,0.0,0.11194103858945151,0.12893854961767418,0.15510694452968354,801.2349078893898,-0.057526388818192574,-0.057526388818192574,-0.057526388818192574,1.3031939164616722,0.8693663056600904,1.0096586932969172,101.0886255661339,101.2686620579569,101.1445912300551,0.052593996789669584,0.15176921473222454,0.12467928964434376,
n58,0.20987193798743384,-0.04550652512118694,-0.04550652512118694,0.0,0.06630581249657153,0.08330332352479419,0.10947171843680353,801.1507638288012,-0.04350652512118694,0.04750652512118694,0.04750652512118694,1.2805247066992567,0.8764447116032579,1.0167370992400844,100.96829498760829,101.17633319383744,101.15166963599827,0.020021433023069385,0.10613398863934456,0.07904406355146376,
n59,0.054763489779917754,-0.1030493296913809,-0.1030493296913809,0.0,0.09287755796315603,0.10987506899137867,0.22174196083692077,801.1917977649796,-0.1010493296913809,0.03429879909994399,0.01696586526259361,1.2415116393767731,0.8495909563674837,0.9898833440043103,101.05308689077003,101.2103168006074,101.12663666890792,0.08931168198124953,0.1162753386855429,0.021335692465468126,
n60,0.01601472567722155,-0.09492880616337941,-0.09492880616337941,0.0,0.10593391780031647,0.12293142882853914,0.14909982374054842,801.216483242263,-0.09292880616337941,0.18821499915526746,0.15107225136085806,1.3299591746695745,0.9032083563529854,1.0723720733357363,101.05267756728476,101.22739640561021,101.11282059837794,0.018787387429211766,0.04836236307544167,0.08578451909520524,
n61,0.0716871649716109,-0.06067917457770377,-0.06067917457770377,0.0,0.09979198365597022,0.11678949468419289,0.14295788959620218,801.1867912746394,-0.03725636686899006,0.13254255986087812,0.09539981206646869,1.3002672070459,0.873516388729311,1.0426801057120618,101.02298559966108,101.19770443798653,101.14184653214734,0.049945848936908815,0.07952082458313872,0.11694298060290229,
n62,0.20213515328351003,-0.03692241976945911,-0.03692241976945911,0.0,0.11486471950640487,0.13186223053462753,0.15803062544663682,801.1776319500284,-0.03492241976945911,0.15868636170834968,0.12154361391394025,1.3142105680312184,0.849740832812423,1.0189045497951736,101.03692896064638,101.24849600981246,101.09938484683882,0.027718189135300164,0.05729316478153007,0.09471532080129363,
n63,-0.06594104308649229,-0.06594104308649229,-0.06594104308649229,0.0,0.03289142863494626,0.04988893966316893,0.0989861617820949,801.1910660610101,-0.06394104308649229,-0.050469488282313305,-0.023804068127590103,1.2094248891101762,0.9028359031691484,1.0658551037363657,101.01129435599434,101.20708711209565,101.12340698039617,0.029325552653039766,0.15229232144135038,0.07950141191078372,
n64,0.023150419315646792,-0.13776773224844652,-0.13776773224844652,0.0,0.11030644070313164,0.1273039517313543,0.17640117385028029,801.2404211275161,-0.13576773224844652,0.010843684540558604,-0.011457547968973206,1.244319456812429,0.7237077469367696,0.9042134354350595,100.9352764144326,101.08816891032161,101.00448877862213,0.12297225817719037,0.080207238686261,0.08382461612513858,
n65,0.04548423470319482,-0.11543391686089849,-0.11543391686089849,0.0,0.13264025609067967,0.14963776711890237,0.19873498923782834,801.1560983477223,-0.11343391686089849,-0.11343391686089849,-0.11343391686089849,1.2562308250191212,0.8080305267305798,0.9885362152288697,101.01553154890692,101.17249169011542,101.08881155841594,0.09630473133081532,0.10254105407380903,0.10615843151268661,
n66,0.0880625306136639,-0.12151039556474967,-0.12151039556474967,0.0,0.16363331475624082,0.08647437696319671,0.08944275336073074,801.2146128899121,-0.11951039556474967,0.008172520363997404,-0.013142126096034629,1.2528656880198181,0.8931719558666984,1.0656922384439635,101.08346340504615,101.18882417797609,101.09665602464389,0.10343562579191798,0.1118221649167925,0.11071198660329941,
n67,0.10033641586925804,-0.11147396952704483,-0.11147396952704483,0.0,-0.001291778171714053,0.03419799716652383,0.037166373564057886,801.1158243994765,-0.10947396952704483,0.018798417557396987,-0.0025162289026350593,1.247600428632346,0.8984372152541704,1.0709574978314356,100.96080624948291,101.10420837092308,101.01204021759088,0.09356326444040783,0.10194980356528235,0.10083962525178927,
n68,0.037257875966255904,-0.11622634402114417,-0.11622634402114417,0.0,0.12345857762404623,0.06062555576234091,0.05476648672559964,801.1626868312478,-0.11422634402114416,0.024499307234083723,0.008614190497114663,1.2389921897793665,0.8090763490367653,0.9376501367077726,101.02379990015784,101.12642258633916,101.07641628905118,0.0735452291915505,-0.010185095659004398,-0.01129527397249748,
n69,-0.027376874711648853,-0.061414581019393684,-0.061414581019393684,0.0,0.14237728185390985,0.06521834406086573,0.06818672045839974,801.2259494407933,-0.05941458101939368,0.028237041786954895,0.01818174160074853,1.2911379466045447,0.8374530777349487,1.0686333662708565,101.05800714187157,101.1761298501525,101.08396169682031,0.08217959288958698,0.09056613201446151,0.0894559537009684,
n70,-0.030740442300468518,-0.0828676832069475,-0.0828676832069475,0.0,0.07559124924520128,0.012475957377511393,0.015444333775045421,801.241983045821,-0.0808676832069475,0.09642190273527447,-0.011881267826297913,1.2681821470845254,0.8746308796531987,1.0565643485770666,101.07404074689933,101.16009624512475,101.06792809179255,0.09331365976576576,0.10170019889064029,0.0849454239091708,
n71,0.09390361909939211,-0.0794224937304104,-0.0794224937304104,0.0,0.0314580394610339,0.048455550489256566,0.12400410785842647,801.265520757706,-0.0774224937304104,0.06815637887594307,0.039877564734787346,1.3094645713340556,0.7904103755010636,1.0192984790748356,101.05261886596314,101.15966091668285,101.06749276335066,0.09033593776102622,0.20769023963934857,0.21432153789723313,
n72,0.2059509147488297,-0.06132006934271826,-0.06132006934271826,0.0,0.14451969653588836,0.17529524323876144,0.193568948954232,801.2356424549353,-0.05932006934271826,-0.05932006934271826,0.05358925436616141,1.2656587378497741,0.8089549635981256,1.0729394146126991,101.03413147882952,101.16916540635978,101.07699725302759,0.12805720883271604,0.15327258685298978,0.15572595986054177,
n73,0.19396946404459484,-0.07289479513188554,-0.07289479513188554,0.0,0.05279384036353671,0.08356938706640979,0.1018430927818803,801.1455564383899,-0.07089479513188554,0.07044828976747321,0.04967496101331191,1.2099332388514181,0.8312224472191854,0.9993613161166124,101.02295323743466,101.13235961431003,101.09294328805844,0.10376655248544384,0.2162505465597786,0.25955419175141314,
n74,0.12741288284027485,-0.09183635231651299,-0.09183635231651299,0.0,0.027360532502264556,0.04435804353048725,0.1728915652370232,801.239447447104,-0.08983635231651299,0.03637026215240402,-0.08983635231651299,1.233306739944169,0.8327791636094988,0.9686303002863896,101.0463267385274,101.14540230895277,101.07417974087546,0.13893702961354318,0.1104633513017346,0.15376699649336914,
n75,0.13873325714346926,-0.10424231070861797,-0.10424231070861797,0.0,0.038684417263024795,0.05568192829124746,0.10477915041017341,801.1693659463425,-0.10224231070861797,-0.002696037365647788,-0.10071122659627665,1.261712805155342,0.8697177052443792,1.0422379878216443,101.00097306953027,101.16536992735377,101.07320177402157,0.09915121081373082,0.15304839201324139,0.11398117769355678,
n76,0.09684418838503941,-0.08016133241228132,-0.08016133241228132,0.0,-0.003204651495405053,0.013792859532817614,0.06289008165174359,801.16567639424,-0.07816133241228132,0.020388615051423545,-0.07816133241228132,1.308484961175534,0.88642960396473,1.0281804499461593,101.01417353887861,101.21813734964597,101.13445721794649,0.12476232969812734,0.12122074418783865,0.1395922965779533,
