Hour,Wind01,Wind02,Wind03,Wind04,Wind05,Wind06,Wind07,Wind08,Wind09,Wind10,Wind11,Wind12,Wind13,Wind14,Wind15,Wind16,Wind17
44.0,3.949961215,10.23704889,7.01793532,3.734414376,0.728476099,5.233445756,5.596433297,11.87792508,10.94515522,11.12457087,5.232979252,40.87701647,14.82228531,240.6055377,29.15249699,108.6040404,3.515518553
45.0,4.004832657,10.33885596,7.01793458,3.734445433,0.740563514,5.258678386,5.680551004,12.07723343,11.12343013,11.30766072,5.321532329,40.81528745,14.65410845,240.6172247,29.22853506,108.5553483,3.489912034
46.0,4.071537405,10.44019308,7.017934221,3.734453859,0.750968783,5.27670184,5.774882391,12.2508698,11.27758386,11.46601616,5.406544441,40.74738399,14.44865759,240.5761613,29.29639002,108.5236431,3.526605706
47.0,4.144843079,10.54533276,7.017934209,3.734441365,0.758977576,5.289367397,5.873091474,12.3871068,11.39722504,11.58890103,5.484975244,40.66894272,14.22338541,240.4604534,29.34850021,108.5199218,3.641739462
48.0,4.217925961,10.66046289,7.017934382,3.734415961,0.763817031,5.298892765,5.967309694,12.47310153,11.47097157,11.66458255,5.553727305,40.57077223,13.99876449,240.2478291,29.37863076,108.5537304,3.850750812
49.0,4.28396233,10.79177133,7.01793458,3.734385655,0.764714285,5.307495649,6.049668494,12.4960111,11.4874413,11.68132797,5.609703191,40.44368108,13.79526737,239.9160167,29.3805468,108.6346152,4.169077269
50.0,4.337394653,10.94406182,7.017934676,3.734357098,0.761083266,5.317042642,6.113798744,12.44605764,11.43798565,11.63021862,5.650483141,40.28078827,13.62969852,239.4486156,29.34946044,108.7697208,4.607765223
51.0,4.377730146,11.11660139,7.01793468,3.734331501,0.753085061,5.32799588,6.159329034,12.32572344,11.32489013,11.51359224,5.676358078,40.08445443,13.50418996,238.8527106,29.28637169,108.9565864,5.160296584
52.0,4.40574221,11.30727294,7.017934633,3.734308715,0.741067547,5.340466384,6.187387384,12.14055581,11.15317378,11.33660068,5.688296597,39.85935063,13.41720564,238.1412574,29.19372752,109.1903496,5.815762139
53.0,4.42220425,11.51395935,7.01793458,3.734288592,0.725378603,5.354565177,6.199101812,11.89610208,10.92785563,11.10439576,5.687267293,39.61014793,13.36720946,237.3272119,29.07397493,109.4661481,6.563252678
54.0,4.427889667,11.7345435,7.017934554,3.734270984,0.706366105,5.370403284,6.195600337,11.59790957,10.65395473,10.82212933,5.674238759,39.34151739,13.35266538,236.4235301,28.92956089,109.7791195,7.391858995
55.0,4.423571861,11.96690828,7.017934553,3.734255742,0.684377932,5.388091744,6.17801097,11.2515256,10.33649013,10.49495324,5.650179584,39.05813011,13.37203736,235.4431676,28.76293238,110.1244015,8.290671911
56.0,4.410024234,12.20893657,7.017934566,3.734242718,0.659761962,5.407741601,6.147461721,10.8624975,9.980480865,10.12801932,5.616058356,38.76465721,13.42378941,234.3990804,28.57653637,110.4971318,9.248782254
57.0,4.388020186,12.45851127,7.01793458,3.734231763,0.632866071,5.429463896,6.1050806,10.4363726,9.590945988,9.72647943,5.572843664,38.46576982,13.50638551,233.3042242,28.37281983,110.8924482,10.25528085
58.0,4.358333118,12.71351526,7.017934587,3.73422273,0.604038138,5.453369672,6.051995618,9.978698218,9.172904543,9.295485405,5.521504095,38.16613904,13.61828965,232.1715547,28.15422974,111.3054883,11.29925853
59.0,4.321736429,12.97183142,7.017934587,3.734215469,0.573626041,5.479569968,5.989334785,9.495021682,8.731375575,8.84018909,5.463008239,37.87043598,13.7579658,231.0140279,27.92321307,111.7313898,12.3698061
60.0,4.279003523,13.23134265,7.017934584,3.734209832,0.541977657,5.50817582,5.918226116,8.990890316,8.27137813,8.365742329,5.398324684,37.58333173,13.92387794,229.8445994,27.68221679,112.1652905,13.45601438
61.0,4.230907798,13.48993183,7.01793458,3.734205672,0.509440865,5.539298265,5.839797621,8.471851443,7.797931251,7.877296964,5.328422021,37.30949739,14.11449003,228.6762251,27.43368789,112.6023279,14.5469742
62.0,4.178222656,13.74548184,7.017934578,3.734202839,0.476363542,5.573048341,5.755177313,7.943452388,7.316053984,7.380004838,5.254268839,37.05360407,14.32826606,227.5218608,27.18007333,113.0376399,15.63177636
63.0,4.121721499,13.99587558,7.017934578,3.734201186,0.443093565,5.609537087,5.665493205,7.411240476,6.830765375,6.879017797,5.176833728,36.82032287,14.56366999,226.3944624,26.92382009,113.466364,16.69951169
64.0,4.062177727,14.23899592,7.017934579,3.734200563,0.409978814,5.648875542,5.571873309,6.880763035,6.34708447,6.379487684,5.097085278,36.61432489,14.81916581,225.3069855,26.66737514,113.8836381,17.73927101
65.0,4.000364741,14.47272576,7.01793458,3.734200822,0.377367164,5.691174745,5.475445637,6.357567389,5.870030317,5.886566344,5.01599208,36.44028125,15.0932175,224.272386,26.41318545,114.2845997,18.74014514
66.0,3.937055943,14.69494798,7.01793458,3.734201815,0.345606495,5.736545735,5.377338201,5.847200864,5.40462196,5.405405622,4.934522724,36.30286305,15.38428903,223.3036197,26.16369799,114.6643866,19.6912249
67.0,3.873024732,14.90354547,7.017934581,3.734203394,0.315044683,5.785099549,5.278679011,5.355210781,4.955878441,4.941157356,4.853645794,36.20674139,15.69084438,222.4136425,25.92135976,115.0181365,20.5816011
68.0,3.80904451,15.09640111,7.01793458,3.73420541,0.286029606,5.836947224,5.180596078,4.887144458,4.5288188,4.498973387,4.774329877,36.15658736,16.01134753,221.6154102,25.68861772,115.3409871,21.40036456
69.0,3.745888675,15.27139778,7.01793458,3.734207715,0.258909143,5.892199796,5.08421741,4.448549215,4.128462077,4.084005554,4.697543558,36.15707207,16.34426243,220.9218786,25.46791888,115.6280759,22.1366061
70.0,3.684330629,15.42641837,7.01793458,3.73421016,0.23403117,5.950968304,4.99067102,4.044972376,3.759827317,3.701405699,4.624255424,36.21286662,16.68805307,220.3460036,25.2617102,115.8745407,22.77941653
71.0,3.625143774,15.55934578,7.01793458,3.734212598,0.211743567,6.013363791,4.901084925,3.68196128,3.427933578,3.356325677,4.555434078,36.32864212,17.04118344,219.9007408,25.07243864,116.0755193,23.31788668
72.0,3.569101515,15.6680629,7.01793458,3.734214879,0.192394211,6.079497301,4.816587147,3.365063273,3.137799925,3.05391735,4.492048126,36.5090697,17.40211752,219.5990458,24.9025511,116.2261495,23.74110738
73.0,3.516977256,15.75045263,7.01793458,3.734216855,0.17633098,6.14947988,4.738305704,3.099825698,2.894445421,2.799332577,4.435066172,36.75882047,17.76931931,219.4538742,24.75449454,116.3215689,24.03816948
74.0,3.469672117,15.80515357,7.01793458,3.73421841,0.163784152,6.223200723,4.667607099,2.890019706,2.701410231,2.596186296,4.385365599,37.07893616,18.14020284,219.4708701,24.62981108,116.3603794,24.20344855
75.0,3.428598086,15.83382712,7.01793458,3.734219557,0.154513598,6.299661628,4.606811761,2.732311673,2.556318931,2.441945762,4.343458899,37.4559409,18.50798238,219.6264323,24.52642369,116.3550387,24.25245917
76.0,3.395294867,15.83889035,7.01793458,3.734220339,0.14816159,6.377642545,4.558478601,2.621591782,2.455317197,2.332541309,4.30976734,37.87272942,18.86482222,219.8896481,24.44135053,116.3214685,24.20600063
77.0,3.371302164,15.82276036,7.01793458,3.7342208,0.144370396,6.455923423,4.525166528,2.552750215,2.394550707,2.263903269,4.284712191,38.31219644,19.20288668,220.229605,24.37160977,116.2755905,24.08487227
78.0,3.357653728,15.78710044,7.01793458,3.734220992,0.142781864,6.532814233,4.508525259,2.520461061,2.36996119,2.231652394,4.268323856,38.75621364,19.51366976,220.617668,24.31470453,116.2314015,23.90892897
79.0,3.353359498,15.73055865,7.01793458,3.734220997,0.143036147,6.604745036,4.506567727,2.518534031,2.376674587,2.230171103,4.259069286,39.18256049,19.78598426,221.0343135,24.27007774,116.1951984,23.69424793
80.0,3.35692346,15.65102928,7.01793458,3.734220903,0.144772972,6.667675915,4.516397673,2.540562744,2.409612893,2.253532236,4.25502457,39.5679934,20.00797266,221.4622955,24.23765725,116.1713534,23.45596193
81.0,3.366849601,15.54640659,7.01793458,3.7342208,0.147632067,6.71756695,4.535118834,2.580140817,2.4636981,2.295808631,4.254265793,39.88926878,20.16777745,221.8843681,24.21737095,116.1642385,23.20920376
82.0,3.381575799,15.41636848,7.01793458,3.734220757,0.151332881,6.751571845,4.559881592,2.632269711,2.534568348,2.352210355,4.255176229,40.13005206,20.25870775,222.287551,24.20957011,116.1760961,22.96617181
83.0,3.399275506,15.26772732,7.01793458,3.734220762,0.15591374,6.771618785,4.588022895,2.697582259,2.620726358,2.422496392,4.257367889,40.30164477,20.29473923,222.6759258,24.21629963,116.2006503,22.72732696
84.0,3.418056064,15.1090791,7.01793458,3.734220787,0.161492692,6.780829571,4.616926332,2.778119137,2.721390996,2.507562957,4.26075997,40.42225743,20.29501418,223.05784,24.24002783,116.2294956,22.4901957
85.0,3.436024817,14.94901981,7.01793458,3.7342208,0.168187781,6.78232601,4.643975493,2.87592102,2.835781127,2.608306262,4.265271669,40.51010059,20.27867492,223.4416409,24.28322302,116.2542263,22.25230453
86.0,3.451852213,14.79650937,7.01793458,3.734220782,0.176038661,6.779710999,4.667348337,2.991649748,2.962383956,2.724592011,4.270903583,40.58495083,20.26471739,223.8294493,24.34707206,116.2680403,22.00985405
87.0,3.466461115,14.66196333,7.01793458,3.734220754,0.184771411,6.778511818,4.688400299,3.120451813,3.096760037,2.852163861,4.277981917,40.6728489,20.2715522,224.1984807,24.42763599,116.2705482,21.75374136
88.0,3.481337487,14.55616118,7.01793458,3.734220749,0.194033714,6.78473684,4.709281186,3.256094873,3.233738261,2.985734961,4.286914276,40.80140158,20.3174436,224.5197238,24.5196944,116.2629643,21.47353766
89.0,3.497967298,14.4898824,7.01793458,3.7342208,0.203473255,6.804394439,4.732140804,3.392346584,3.368147521,3.120018457,4.298108264,40.99821567,20.42065584,224.7641677,24.61802689,116.2465026,21.15881415
90.0,3.517799665,14.47074753,7.01793458,3.734220917,0.212791932,6.841852679,4.759133186,3.524195493,3.496054743,3.250698559,4.312321673,41.28370346,20.59199343,224.9099451,24.71903617,116.2207463,20.80028666
91.0,3.542136319,14.49374139,7.01793458,3.734221023,0.221908497,6.894918385,4.792429279,3.651513706,3.618478987,3.377343725,4.33171304,41.64949925,20.81242185,224.9637645,24.82561747,116.1787551,20.39324945
92.0,3.572242142,14.55068987,7.01793458,3.734221017,0.230795912,6.95975807,4.834204259,3.775394221,3.737677352,3.500493476,4.358791084,42.08004287,21.05544685,224.939478,24.94228917,116.111958,19.93414142
93.0,3.609382017,14.63341884,7.01793458,3.7342208,0.239427143,7.032538249,4.886633301,3.896930036,3.855906931,3.620687333,4.396064528,42.55977411,21.29457418,224.850938,25.07356962,116.0117838,19.41940144
94.0,3.654151918,14.73270163,7.017934579,3.73422035,0.247811187,7.109622506,4.950637162,4.017482177,3.975179033,3.738759657,4.444822303,43.07535818,21.50912593,224.7101035,25.22182943,115.8712686,18.84904524
95.0,3.704472191,14.8351013,7.017934579,3.734219956,0.256101176,7.188162709,5.022118926,4.13948379,4.096521809,3.856724167,4.501474176,43.62236185,21.70168962,224.5213607,25.38084819,115.6898775,18.23739589
96.0,3.757594273,14.92612838,7.017934579,3.734219984,0.264486274,7.265507794,5.095727257,4.265636053,4.220717624,3.976889422,4.561210123,44.19857725,21.88066914,224.2872025,25.5422577,115.4686829,17.60235327
97.0,3.810769601,14.99129335,7.01793458,3.7342208,0.273155647,7.339006699,5.166110822,4.398640141,4.348548841,4.101563981,4.619220123,44.80179655,22.05446837,224.0101218,25.6976898,115.2087571,16.96181727
98.0,3.861410496,15.01977643,7.017934582,3.734222483,0.282212064,7.406192214,5.228581581,4.539502767,4.479818116,4.231778826,4.671067539,45.42671654,22.22963664,223.6896543,25.83787323,114.9037444,16.33000834
99.0,3.907572814,15.01543656,7.017934584,3.734223954,0.291412709,7.465332538,5.281104682,4.682452784,4.610409269,4.363454625,4.713809284,46.0556526,22.40530507,223.313507,25.94992441,114.5175763,15.70642911
100.0,3.947473295,14.98580241,7.017934584,3.734223849,0.300428373,7.514879724,5.322308565,4.820024582,4.735226414,4.49123447,4.744875663,46.66782475,22.57875024,222.8664298,26.02005672,114.0067565,15.08690274
101.0,3.979328679,14.93840262,7.01793458,3.7342208,0.308929843,7.553285824,5.350821673,4.94475255,4.849173663,4.609761451,4.761696975,47.24245302,22.7472487,222.3331723,26.03448349,113.3277884,14.46725242
102.0,4.002099692,14.88132998,7.017934572,3.734214519,0.316684954,7.579724741,5.366568984,5.05157498,4.949050894,4.715541688,4.763679514,47.76228178,22.90695457,221.6985334,25.98298152,112.4482922,13.84566008
103.0,4.017723012,14.82493382,7.017934565,3.734209027,0.323849718,7.596257782,5.374661615,5.145045778,5.039241044,4.812533414,4.758133538,48.22415279,23.04953211,220.9475079,25.86958128,111.3803541,13.22974275
104.0,4.028879301,14.78012763,7.017934566,3.734209421,0.330677192,7.605668106,5.381507222,5.232122753,5.126022815,4.906557893,4.754345294,48.62843215,23.16552312,220.0651392,25.7018767,110.1471772,12.62947622
105.0,4.038249224,14.75782488,7.01793458,3.7342208,0.337420433,7.61073887,5.393513457,5.319763713,5.215674912,5.003436387,4.761601031,48.97548596,23.2454694,219.0364712,25.48746169,108.7719644,12.0548363
106.0,4.048058696,14.76503133,7.01793461,3.734246789,0.34432391,7.614278574,5.415478363,5.413890017,5.313294804,5.108057463,4.78681971,49.27091787,23.28447938,217.8595682,25.23677346,107.2788542,11.51388674
107.0,4.058714637,14.79312186,7.017934635,3.734285123,0.351597738,7.619197074,5.445761536,5.516277224,5.419255038,5.221578905,4.827451148,49.54128161,23.29592803,216.5845777,24.97162242,105.6957275,11.00704319
108.0,4.070169221,14.82956365,7.017934634,3.734332062,0.359443444,7.62842957,5.481112961,5.627664443,5.532746928,5.344225798,4.878577876,49.81836849,23.29775695,215.2746679,24.71666229,104.0514009,10.53280926
109.0,4.08237462,14.86182388,7.01793458,3.734383868,0.368062556,7.644911259,5.518282622,5.748790785,5.652961788,5.476223231,4.935282424,50.13396977,23.30790773,213.993007,24.49654677,102.374691,10.08968855
110.0,4.095334873,14.87932911,7.01793447,3.734436696,0.377612601,7.671152137,5.554682626,5.880401459,5.77944975,5.617795805,4.993211363,50.51440606,23.34167765,212.7859682,24.33170007,100.6863727,9.672685927
111.0,4.109261483,14.87934348,7.017934373,3.73448627,0.388075109,7.707961393,5.590373566,6.023266082,5.913196219,5.769166184,5.050267425,50.96411523,23.40378668,211.6327446,24.22562833,98.97505471,9.26281128
112.0,4.124417821,14.86109056,7.01793438,3.734528209,0.399387607,7.755723012,5.626078155,6.178160372,6.055545414,5.930556545,5.104917384,51.48206449,23.49631045,210.4957341,24.17760819,97.22130416,8.837575752
113.0,4.141067255,14.82379389,7.01793458,3.734558131,0.411487626,7.814820982,5.662519107,6.345860045,6.207841558,6.102189068,5.155628014,52.06722101,23.62132461,209.3373347,24.18691628,95.40568817,8.374490487
114.0,4.159510271,14.76761251,7.017934991,3.734573206,0.424314231,7.885393827,5.700451352,6.526942095,6.371417842,6.284231172,5.201338377,52.71672455,23.7799005,208.1256492,24.25073845,93.51273603,7.857860545
115.0,4.180195816,14.69644745,7.017935351,3.734576811,0.43781263,7.966598225,5.740758681,6.721188613,6.547563342,6.476631246,5.242876697,53.42040507,23.96909224,206.8515988,24.35789738,91.54282568,7.299166645
116.0,4.203609952,14.61513524,7.017935325,3.734573874,0.451929571,8.057345392,5.784357099,6.92818297,6.737556101,6.67928292,5.281543487,54.16626507,24.18494967,205.5118098,24.49512497,89.50029723,6.716683425
117.0,4.230238739,14.52851239,7.01793458,3.734569324,0.466611798,8.156546544,5.832162614,7.147508533,6.942674165,6.892079826,5.31863926,54.94230708,24.4235226,204.102908,24.64915313,87.38949081,6.128685519
118.0,4.260630476,14.44296915,7.017933045,3.734567086,0.481789379,8.263523189,5.885067309,7.378236371,7.163251067,7.114407962,5.355503737,55.74074041,24.68226738,202.6358602,24.80932762,85.22123246,5.551657185
119.0,4.295582404,14.37111068,7.017931702,3.734567069,0.497325672,8.379237999,5.943867583,7.617388356,7.39584229,7.343622796,5.393633473,56.57060163,24.96426642,201.1789957,24.97544965,83.03229198,4.994921164
120.0,4.335953997,14.32709582,7.017931798,3.73456818,0.513067355,8.505063938,6.009335912,7.861474063,7.636058806,7.576572165,5.434564231,57.44513411,25.27400862,199.8149842,25.1499343,80.86592513,4.466009819
121.0,4.382604733,14.32508346,7.01793458,3.734569324,0.528861108,8.642373968,6.082244772,8.107003063,7.879511586,7.810103906,5.479831775,58.37758125,25.61598289,198.6264955,25.33519665,78.76538765,3.972455513
122.0,4.436108713,14.37525943,7.01794031,3.734569673,0.544589283,8.791430987,6.163141194,8.351430333,8.122772492,8.041979478,5.531016538,59.37330607,25.99080329,197.676115,25.53227989,76.7761885,3.520125779
123.0,4.495898541,14.47191743,7.01794532,3.734569457,0.560276921,8.948057626,6.251670427,8.595992457,8.366256951,8.273614832,5.589877637,60.40615026,26.3835844,196.9460897,25.73673965,74.95284954,3.108228831
124.0,4.56112145,14.60537817,7.017944961,3.734569176,0.575984738,9.106966449,6.347252276,8.84287142,8.611341281,8.507339544,5.658218859,61.44207517,26.77556594,196.3985824,25.94275966,73.35214584,2.734308053
125.0,4.630924668,14.76596231,7.01793458,3.734569324,0.591773449,9.262870019,6.449306545,9.094249211,8.8594018,8.745483188,5.73784399,62.44704212,27.14798763,195.9957556,26.14452368,72.03085247,2.395906829
126.0,4.704043722,14.94401988,7.017913195,3.734570168,0.607660094,9.411032654,6.556538986,9.351153616,9.110801353,8.989096395,5.82915087,63.39035865,27.48438866,195.7059629,26.33785162,71.02911785,2.092495679
127.0,4.777567317,15.13001822,7.017894496,3.734571045,0.623487016,9.548925683,6.664799144,9.609995628,9.361848889,9.234114021,5.926913543,64.25471701,27.77750613,195.5223219,26.52510818,70.32058379,1.831253662
128.0,4.848172454,15.31445404,7.017895839,3.734571062,0.639052885,9.674572187,6.769222513,9.866032042,9.607839887,9.475191979,6.024500108,65.02615564,28.0223766,195.4441411,26.71029421,69.86226543,1.62128697
129.0,4.912536132,15.48782402,7.01793458,3.734569324,0.654156371,9.785995248,6.864944586,10.11451965,9.844069822,9.706986182,6.11527866,65.69071298,28.21403666,195.470729,26.89741058,69.61117791,1.471701798
130.0,4.968025661,15.64371321,7.018013852,3.734565019,0.668597637,9.882646206,6.948103493,10.35113305,10.06610789,9.924716052,6.194004019,66.24397547,28.35304206,195.5910998,27.08848659,69.51949693,1.388426022
