#1. Env. stakeholder reference,2. Node,3. Time,4. Impact,5. Bid (USD/impact unit),6. Capacity
V0600,N17077,T0,CO2,0.0,Inf
V0601,N17079,T0,CO2,0.0,Inf
V0602,N17081,T0,CO2,0.0,Inf
V0603,N17083,T0,CO2,0.0,Inf
V0604,N17085,T0,CO2,0.0,Inf
V0605,N17087,T0,CO2,0.0,Inf
V0606,N17089,T0,CO2,0.0,Inf
V0607,N17091,T0,CO2,0.0,Inf
V0608,N17093,T0,CO2,0.0,Inf
V0609,N17095,T0,CO2,0.0,Inf
V0610,N17097,T0,CO2,0.0,Inf
V0611,N17099,T0,CO2,0.0,Inf
V0612,N17101,T0,CO2,0.0,Inf
V0613,N17103,T0,CO2,0.0,Inf
V0614,N17105,T0,CO2,0.0,Inf
V0615,N17107,T0,CO2,0.0,Inf
V0616,N17109,T0,CO2,0.0,Inf
V0617,N17111,T0,CO2,0.0,Inf
V0618,N17113,T0,CO2,0.0,Inf
V0619,N17115,T0,CO2,0.0,Inf
V0620,N17117,T0,CO2,0.0,Inf
V0621,N17119,T0,CO2,0.0,Inf
V0622,N17121,T0,CO2,0.0,Inf
V0623,N17123,T0,CO2,0.0,Inf
V0624,N17125,T0,CO2,0.0,Inf
V0625,N17127,T0,CO2,0.0,Inf
V0626,N17129,T0,CO2,0.0,Inf
V0627,N17131,T0,CO2,0.0,Inf
V0628,N17133,T0,CO2,0.0,Inf
V0629,N17135,T0,CO2,0.0,Inf
V0630,N17137,T0,CO2,0.0,Inf
V0631,N17139,T0,CO2,0.0,Inf
V0632,N17141,T0,CO2,0.0,Inf
V0633,N17143,T0,CO2,0.0,Inf
V0634,N17145,T0,CO2,0.0,Inf
V0635,N17147,T0,CO2,0.0,Inf
V0636,N17149,T0,CO2,0.0,Inf
V0637,N17151,T0,CO2,0.0,Inf
V0638,N17153,T0,CO2,0.0,Inf
V0639,N17155,T0,CO2,0.0,Inf
V0640,N17157,T0,CO2,0.0,Inf
V0641,N17159,T0,CO2,0.0,Inf
V0642,N17161,T0,CO2,0.0,Inf
V0643,N17163,T0,CO2,0.0,Inf
V0644,N17165,T0,CO2,0.0,Inf
V0645,N17167,T0,CO2,0.0,Inf
V0646,N17169,T0,CO2,0.0,Inf
V0647,N17171,T0,CO2,0.0,Inf
V0648,N17173,T0,CO2,0.0,Inf
V0649,N17175,T0,CO2,0.0,Inf
V0650,N17177,T0,CO2,0.0,Inf
V0651,N17179,T0,CO2,0.0,Inf
V0652,N17181,T0,CO2,0.0,Inf
V0653,N17183,T0,CO2,0.0,Inf
V0654,N17185,T0,CO2,0.0,Inf
V0655,N17187,T0,CO2,0.0,Inf
V0656,N17189,T0,CO2,0.0,Inf
V0657,N17191,T0,CO2,0.0,Inf
V0658,N17193,T0,CO2,0.0,Inf
V0659,N17195,T0,CO2,0.0,Inf
V0660,N17197,T0,CO2,0.0,Inf
V0661,N17199,T0,CO2,0.0,Inf
V0662,N17201,T0,CO2,0.0,Inf
V0663,N17203,T0,CO2,0.0,Inf
V0664,N18001,T0,CO2,0.0,Inf
V0665,N18003,T0,CO2,0.0,Inf
V0666,N18005,T0,CO2,0.0,Inf
V0667,N18007,T0,CO2,0.0,Inf
V0668,N18009,T0,CO2,0.0,Inf
V0669,N18011,T0,CO2,0.0,Inf
V0670,N18013,T0,CO2,0.0,Inf
V0671,N18015,T0,CO2,0.0,Inf
V0672,N18017,T0,CO2,0.0,Inf
V0673,N18019,T0,CO2,0.0,Inf
V0674,N18021,T0,CO2,0.0,Inf
V0675,N18023,T0,CO2,0.0,Inf
V0676,N18025,T0,CO2,0.0,Inf
V0677,N18027,T0,CO2,0.0,Inf
V0678,N18029,T0,CO2,0.0,Inf
V0679,N18031,T0,CO2,0.0,Inf
V0680,N18033,T0,CO2,0.0,Inf
V0681,N18035,T0,CO2,0.0,Inf
V0682,N18037,T0,CO2,0.0,Inf
V0683,N18039,T0,CO2,0.0,Inf
V0684,N18041,T0,CO2,0.0,Inf
V0685,N18043,T0,CO2,0.0,Inf
V0686,N18045,T0,CO2,0.0,Inf
V0687,N18047,T0,CO2,0.0,Inf
V0688,N18049,T0,CO2,0.0,Inf
V0689,N18051,T0,CO2,0.0,Inf
V0690,N18053,T0,CO2,0.0,Inf
V0691,N18055,T0,CO2,0.0,Inf
V0692,N18057,T0,CO2,0.0,Inf
V0693,N18059,T0,CO2,0.0,Inf
V0694,N18061,T0,CO2,0.0,Inf
V0695,N18063,T0,CO2,0.0,Inf
V0696,N18065,T0,CO2,0.0,Inf
V0697,N18067,T0,CO2,0.0,Inf
V0698,N18069,T0,CO2,0.0,Inf
V0699,N18071,T0,CO2,0.0,Inf
V0700,N18073,T0,CO2,0.0,Inf
V0701,N18075,T0,CO2,0.0,Inf
V0702,N18077,T0,CO2,0.0,Inf
V0703,N18079,T0,CO2,0.0,Inf
V0704,N18081,T0,CO2,0.0,Inf
V0705,N18083,T0,CO2,0.0,Inf
V0706,N18085,T0,CO2,0.0,Inf
V0707,N18087,T0,CO2,0.0,Inf
V0708,N18089,T0,CO2,0.0,Inf
V0709,N18091,T0,CO2,0.0,Inf
V0710,N18093,T0,CO2,0.0,Inf
V0711,N18095,T0,CO2,0.0,Inf
V0712,N18097,T0,CO2,0.0,Inf
V0713,N18099,T0,CO2,0.0,Inf
V0714,N18101,T0,CO2,0.0,Inf
V0715,N18103,T0,CO2,0.0,Inf
V0716,N18105,T0,CO2,0.0,Inf
V0717,N18107,T0,CO2,0.0,Inf
V0718,N18109,T0,CO2,0.0,Inf
V0719,N18111,T0,CO2,0.0,Inf
V0720,N18113,T0,CO2,0.0,Inf
V0721,N18115,T0,CO2,0.0,Inf
V0722,N18117,T0,CO2,0.0,Inf
V0723,N18119,T0,CO2,0.0,Inf
V0724,N18121,T0,CO2,0.0,Inf
V0725,N18123,T0,CO2,0.0,Inf
V0726,N18125,T0,CO2,0.0,Inf
V0727,N18127,T0,CO2,0.0,Inf
V0728,N18129,T0,CO2,0.0,Inf
V0729,N18131,T0,CO2,0.0,Inf
V0730,N18133,T0,CO2,0.0,Inf
V0731,N18135,T0,CO2,0.0,Inf
V0732,N18137,T0,CO2,0.0,Inf
V0733,N18139,T0,CO2,0.0,Inf
V0734,N18141,T0,CO2,0.0,Inf
V0735,N18143,T0,CO2,0.0,Inf
V0736,N18145,T0,CO2,0.0,Inf
V0737,N18147,T0,CO2,0.0,Inf
V0738,N18149,T0,CO2,0.0,Inf
V0739,N18151,T0,CO2,0.0,Inf
V0740,N18153,T0,CO2,0.0,Inf
V0741,N18155,T0,CO2,0.0,Inf
V0742,N18157,T0,CO2,0.0,Inf
V0743,N18159,T0,CO2,0.0,Inf
V0744,N18161,T0,CO2,0.0,Inf
V0745,N18163,T0,CO2,0.0,Inf
V0746,N18165,T0,CO2,0.0,Inf
V0747,N18167,T0,CO2,0.0,Inf
V0748,N18169,T0,CO2,0.0,Inf
V0749,N18171,T0,CO2,0.0,Inf
V0750,N18173,T0,CO2,0.0,Inf
V0751,N18175,T0,CO2,0.0,Inf
V0752,N18177,T0,CO2,0.0,Inf
V0753,N18179,T0,CO2,0.0,Inf
V0754,N18181,T0,CO2,0.0,Inf
V0755,N18183,T0,CO2,0.0,Inf
V0756,N19001,T0,CO2,0.0,Inf
V0757,N19003,T0,CO2,0.0,Inf
V0758,N19005,T0,CO2,0.0,Inf
V0759,N19007,T0,CO2,0.0,Inf
V0760,N19009,T0,CO2,0.0,Inf
V0761,N19011,T0,CO2,0.0,Inf
V0762,N19013,T0,CO2,0.0,Inf
V0763,N19015,T0,CO2,0.0,Inf
V0764,N19017,T0,CO2,0.0,Inf
V0765,N19019,T0,CO2,0.0,Inf
V0766,N19021,T0,CO2,0.0,Inf
V0767,N19023,T0,CO2,0.0,Inf
V0768,N19025,T0,CO2,0.0,Inf
V0769,N19027,T0,CO2,0.0,Inf
V0770,N19029,T0,CO2,0.0,Inf
V0771,N19031,T0,CO2,0.0,Inf
V0772,N19033,T0,CO2,0.0,Inf
V0773,N19035,T0,CO2,0.0,Inf
V0774,N19037,T0,CO2,0.0,Inf
V0775,N19039,T0,CO2,0.0,Inf
V0776,N19041,T0,CO2,0.0,Inf
V0777,N19043,T0,CO2,0.0,Inf
V0778,N19045,T0,CO2,0.0,Inf
V0779,N19047,T0,CO2,0.0,Inf
V0780,N19049,T0,CO2,0.0,Inf
V0781,N19051,T0,CO2,0.0,Inf
V0782,N19053,T0,CO2,0.0,Inf
V0783,N19055,T0,CO2,0.0,Inf
V0784,N19057,T0,CO2,0.0,Inf
V0785,N19059,T0,CO2,0.0,Inf
V0786,N19061,T0,CO2,0.0,Inf
V0787,N19063,T0,CO2,0.0,Inf
V0788,N19065,T0,CO2,0.0,Inf
V0789,N19067,T0,CO2,0.0,Inf
V0790,N19069,T0,CO2,0.0,Inf
V0791,N19071,T0,CO2,0.0,Inf
V0792,N19073,T0,CO2,0.0,Inf
V0793,N19075,T0,CO2,0.0,Inf
V0794,N19077,T0,CO2,0.0,Inf
V0795,N19079,T0,CO2,0.0,Inf
V0796,N19081,T0,CO2,0.0,Inf
V0797,N19083,T0,CO2,0.0,Inf
V0798,N19085,T0,CO2,0.0,Inf
V0799,N19087,T0,CO2,0.0,Inf
V0800,N19089,T0,CO2,0.0,Inf
V0801,N19091,T0,CO2,0.0,Inf
V0802,N19093,T0,CO2,0.0,Inf
V0803,N19095,T0,CO2,0.0,Inf
V0804,N19097,T0,CO2,0.0,Inf
V0805,N19099,T0,CO2,0.0,Inf
V0806,N19101,T0,CO2,0.0,Inf
V0807,N19103,T0,CO2,0.0,Inf
V0808,N19105,T0,CO2,0.0,Inf
V0809,N19107,T0,CO2,0.0,Inf
V0810,N19109,T0,CO2,0.0,Inf
V0811,N19111,T0,CO2,0.0,Inf
V0812,N19113,T0,CO2,0.0,Inf
V0813,N19115,T0,CO2,0.0,Inf
V0814,N19117,T0,CO2,0.0,Inf
V0815,N19119,T0,CO2,0.0,Inf
V0816,N19121,T0,CO2,0.0,Inf
V0817,N19123,T0,CO2,0.0,Inf
V0818,N19125,T0,CO2,0.0,Inf
V0819,N19127,T0,CO2,0.0,Inf
V0820,N19129,T0,CO2,0.0,Inf
V0821,N19131,T0,CO2,0.0,Inf
V0822,N19133,T0,CO2,0.0,Inf
V0823,N19135,T0,CO2,0.0,Inf
V0824,N19137,T0,CO2,0.0,Inf
V0825,N19139,T0,CO2,0.0,Inf
V0826,N19141,T0,CO2,0.0,Inf
V0827,N19143,T0,CO2,0.0,Inf
V0828,N19145,T0,CO2,0.0,Inf
V0829,N19147,T0,CO2,0.0,Inf
V0830,N19149,T0,CO2,0.0,Inf
V0831,N19151,T0,CO2,0.0,Inf
V0832,N19153,T0,CO2,0.0,Inf
V0833,N19155,T0,CO2,0.0,Inf
V0834,N19157,T0,CO2,0.0,Inf
V0835,N19159,T0,CO2,0.0,Inf
V0836,N19161,T0,CO2,0.0,Inf
V0837,N19163,T0,CO2,0.0,Inf
V0838,N19165,T0,CO2,0.0,Inf
V0839,N19167,T0,CO2,0.0,Inf
V0840,N19169,T0,CO2,0.0,Inf
V0841,N19171,T0,CO2,0.0,Inf
V0842,N19173,T0,CO2,0.0,Inf
V0843,N19175,T0,CO2,0.0,Inf
V0844,N19177,T0,CO2,0.0,Inf
V0845,N19179,T0,CO2,0.0,Inf
V0846,N19181,T0,CO2,0.0,Inf
V0847,N19183,T0,CO2,0.0,Inf
V0848,N19185,T0,CO2,0.0,Inf
V0849,N19187,T0,CO2,0.0,Inf
V0850,N19189,T0,CO2,0.0,Inf
V0851,N19191,T0,CO2,0.0,Inf
V0852,N19193,T0,CO2,0.0,Inf
V0853,N19195,T0,CO2,0.0,Inf
V0854,N19197,T0,CO2,0.0,Inf
V0855,N20001,T0,CO2,0.0,Inf
V0856,N20003,T0,CO2,0.0,Inf
V0857,N20005,T0,CO2,0.0,Inf
V0858,N20007,T0,CO2,0.0,Inf
V0859,N20009,T0,CO2,0.0,Inf
V0860,N20011,T0,CO2,0.0,Inf
V0861,N20013,T0,CO2,0.0,Inf
V0862,N20015,T0,CO2,0.0,Inf
V0863,N20017,T0,CO2,0.0,Inf
V0864,N20019,T0,CO2,0.0,Inf
V0865,N20021,T0,CO2,0.0,Inf
V0866,N20023,T0,CO2,0.0,Inf
V0867,N20025,T0,CO2,0.0,Inf
V0868,N20027,T0,CO2,0.0,Inf
V0869,N20029,T0,CO2,0.0,Inf
V0870,N20031,T0,CO2,0.0,Inf
V0871,N20033,T0,CO2,0.0,Inf
V0872,N20035,T0,CO2,0.0,Inf
V0873,N20037,T0,CO2,0.0,Inf
V0874,N20039,T0,CO2,0.0,Inf
V0875,N20041,T0,CO2,0.0,Inf
V0876,N20043,T0,CO2,0.0,Inf
V0877,N20045,T0,CO2,0.0,Inf
V0878,N20047,T0,CO2,0.0,Inf
V0879,N20049,T0,CO2,0.0,Inf
V0880,N20051,T0,CO2,0.0,Inf
V0881,N20053,T0,CO2,0.0,Inf
V0882,N20055,T0,CO2,0.0,Inf
V0883,N20057,T0,CO2,0.0,Inf
V0884,N20059,T0,CO2,0.0,Inf
V0885,N20061,T0,CO2,0.0,Inf
V0886,N20063,T0,CO2,0.0,Inf
V0887,N20065,T0,CO2,0.0,Inf
V0888,N20067,T0,CO2,0.0,Inf
V0889,N20069,T0,CO2,0.0,Inf
V0890,N20071,T0,CO2,0.0,Inf
V0891,N20073,T0,CO2,0.0,Inf
V0892,N20075,T0,CO2,0.0,Inf
V0893,N20077,T0,CO2,0.0,Inf
V0894,N20079,T0,CO2,0.0,Inf
V0895,N20081,T0,CO2,0.0,Inf
V0896,N20083,T0,CO2,0.0,Inf
V0897,N20085,T0,CO2,0.0,Inf
V0898,N20087,T0,CO2,0.0,Inf
V0899,N20089,T0,CO2,0.0,Inf
V0900,N20091,T0,CO2,0.0,Inf
V0901,N20093,T0,CO2,0.0,Inf
V0902,N20095,T0,CO2,0.0,Inf
V0903,N20097,T0,CO2,0.0,Inf
V0904,N20099,T0,CO2,0.0,Inf
V0905,N20101,T0,CO2,0.0,Inf
V0906,N20103,T0,CO2,0.0,Inf
V0907,N20105,T0,CO2,0.0,Inf
V0908,N20107,T0,CO2,0.0,Inf
V0909,N20109,T0,CO2,0.0,Inf
V0910,N20111,T0,CO2,0.0,Inf
V0911,N20113,T0,CO2,0.0,Inf
V0912,N20115,T0,CO2,0.0,Inf
V0913,N20117,T0,CO2,0.0,Inf
V0914,N20119,T0,CO2,0.0,Inf
V0915,N20121,T0,CO2,0.0,Inf
V0916,N20123,T0,CO2,0.0,Inf
V0917,N20125,T0,CO2,0.0,Inf
V0918,N20127,T0,CO2,0.0,Inf
V0919,N20129,T0,CO2,0.0,Inf
V0920,N20131,T0,CO2,0.0,Inf
V0921,N20133,T0,CO2,0.0,Inf
V0922,N20135,T0,CO2,0.0,Inf
V0923,N20137,T0,CO2,0.0,Inf
V0924,N20139,T0,CO2,0.0,Inf
V0925,N20141,T0,CO2,0.0,Inf
V0926,N20143,T0,CO2,0.0,Inf
V0927,N20145,T0,CO2,0.0,Inf
V0928,N20147,T0,CO2,0.0,Inf
V0929,N20149,T0,CO2,0.0,Inf
V0930,N20151,T0,CO2,0.0,Inf
V0931,N20153,T0,CO2,0.0,Inf
V0932,N20155,T0,CO2,0.0,Inf
V0933,N20157,T0,CO2,0.0,Inf
V0934,N20159,T0,CO2,0.0,Inf
V0935,N20161,T0,CO2,0.0,Inf
V0936,N20163,T0,CO2,0.0,Inf
V0937,N20165,T0,CO2,0.0,Inf
V0938,N20167,T0,CO2,0.0,Inf
V0939,N20169,T0,CO2,0.0,Inf
V0940,N20171,T0,CO2,0.0,Inf
V0941,N20173,T0,CO2,0.0,Inf
V0942,N20175,T0,CO2,0.0,Inf
V0943,N20177,T0,CO2,0.0,Inf
V0944,N20179,T0,CO2,0.0,Inf
V0945,N20181,T0,CO2,0.0,Inf
V0946,N20183,T0,CO2,0.0,Inf
V0947,N20185,T0,CO2,0.0,Inf
V0948,N20187,T0,CO2,0.0,Inf
V0949,N20189,T0,CO2,0.0,Inf
V0950,N20191,T0,CO2,0.0,Inf
V0951,N20193,T0,CO2,0.0,Inf
V0952,N20195,T0,CO2,0.0,Inf
V0953,N20197,T0,CO2,0.0,Inf
V0954,N20199,T0,CO2,0.0,Inf
V0955,N20201,T0,CO2,0.0,Inf
V0956,N20203,T0,CO2,0.0,Inf
V0957,N20205,T0,CO2,0.0,Inf
V0958,N20207,T0,CO2,0.0,Inf
V0959,N20209,T0,CO2,0.0,Inf
V0960,N21001,T0,CO2,0.0,Inf
V0961,N21003,T0,CO2,0.0,Inf
V0962,N21005,T0,CO2,0.0,Inf
V0963,N21007,T0,CO2,0.0,Inf
V0964,N21009,T0,CO2,0.0,Inf
V0965,N21011,T0,CO2,0.0,Inf
V0966,N21013,T0,CO2,0.0,Inf
V0967,N21015,T0,CO2,0.0,Inf
V0968,N21017,T0,CO2,0.0,Inf
V0969,N21019,T0,CO2,0.0,Inf
V0970,N21021,T0,CO2,0.0,Inf
V0971,N21023,T0,CO2,0.0,Inf
V0972,N21025,T0,CO2,0.0,Inf
V0973,N21027,T0,CO2,0.0,Inf
V0974,N21029,T0,CO2,0.0,Inf
V0975,N21031,T0,CO2,0.0,Inf
V0976,N21033,T0,CO2,0.0,Inf
V0977,N21035,T0,CO2,0.0,Inf
V0978,N21037,T0,CO2,0.0,Inf
V0979,N21039,T0,CO2,0.0,Inf
V0980,N21041,T0,CO2,0.0,Inf
V0981,N21043,T0,CO2,0.0,Inf
V0982,N21045,T0,CO2,0.0,Inf
V0983,N21047,T0,CO2,0.0,Inf
V0984,N21049,T0,CO2,0.0,Inf
V0985,N21051,T0,CO2,0.0,Inf
V0986,N21053,T0,CO2,0.0,Inf
V0987,N21055,T0,CO2,0.0,Inf
V0988,N21057,T0,CO2,0.0,Inf
V0989,N21059,T0,CO2,0.0,Inf
V0990,N21061,T0,CO2,0.0,Inf
V0991,N21063,T0,CO2,0.0,Inf
V0992,N21065,T0,CO2,0.0,Inf
V0993,N21067,T0,CO2,0.0,Inf
V0994,N21069,T0,CO2,0.0,Inf
V0995,N21071,T0,CO2,0.0,Inf
V0996,N21073,T0,CO2,0.0,Inf
V0997,N21075,T0,CO2,0.0,Inf
V0998,N21077,T0,CO2,0.0,Inf
V0999,N21079,T0,CO2,0.0,Inf
V1000,N21081,T0,CO2,0.0,Inf
V1001,N21083,T0,CO2,0.0,Inf
V1002,N21085,T0,CO2,0.0,Inf
V1003,N21087,T0,CO2,0.0,Inf
V1004,N21089,T0,CO2,0.0,Inf
V1005,N21091,T0,CO2,0.0,Inf
V1006,N21093,T0,CO2,0.0,Inf
V1007,N21095,T0,CO2,0.0,Inf
V1008,N21097,T0,CO2,0.0,Inf
V1009,N21099,T0,CO2,0.0,Inf
V1010,N21101,T0,CO2,0.0,Inf
V1011,N21103,T0,CO2,0.0,Inf
V1012,N21105,T0,CO2,0.0,Inf
V1013,N21107,T0,CO2,0.0,Inf
V1014,N21109,T0,CO2,0.0,Inf
V1015,N21111,T0,CO2,0.0,Inf
V1016,N21113,T0,CO2,0.0,Inf
V1017,N21115,T0,CO2,0.0,Inf
V1018,N21117,T0,CO2,0.0,Inf
V1019,N21119,T0,CO2,0.0,Inf
V1020,N21121,T0,CO2,0.0,Inf
V1021,N21123,T0,CO2,0.0,Inf
V1022,N21125,T0,CO2,0.0,Inf
V1023,N21127,T0,CO2,0.0,Inf
V1024,N21129,T0,CO2,0.0,Inf
V1025,N21131,T0,CO2,0.0,Inf
V1026,N21133,T0,CO2,0.0,Inf
V1027,N21135,T0,CO2,0.0,Inf
V1028,N21137,T0,CO2,0.0,Inf
V1029,N21139,T0,CO2,0.0,Inf
V1030,N21141,T0,CO2,0.0,Inf
V1031,N21143,T0,CO2,0.0,Inf
V1032,N21145,T0,CO2,0.0,Inf
V1033,N21147,T0,CO2,0.0,Inf
V1034,N21149,T0,CO2,0.0,Inf
V1035,N21151,T0,CO2,0.0,Inf
V1036,N21153,T0,CO2,0.0,Inf
V1037,N21155,T0,CO2,0.0,Inf
V1038,N21157,T0,CO2,0.0,Inf
V1039,N21159,T0,CO2,0.0,Inf
V1040,N21161,T0,CO2,0.0,Inf
V1041,N21163,T0,CO2,0.0,Inf
V1042,N21165,T0,CO2,0.0,Inf
V1043,N21167,T0,CO2,0.0,Inf
V1044,N21169,T0,CO2,0.0,Inf
V1045,N21171,T0,CO2,0.0,Inf
V1046,N21173,T0,CO2,0.0,Inf
V1047,N21175,T0,CO2,0.0,Inf
V1048,N21177,T0,CO2,0.0,Inf
V1049,N21179,T0,CO2,0.0,Inf
V1050,N21181,T0,CO2,0.0,Inf
V1051,N21183,T0,CO2,0.0,Inf
V1052,N21185,T0,CO2,0.0,Inf
V1053,N21187,T0,CO2,0.0,Inf
V1054,N21189,T0,CO2,0.0,Inf
V1055,N21191,T0,CO2,0.0,Inf
V1056,N21193,T0,CO2,0.0,Inf
V1057,N21195,T0,CO2,0.0,Inf
V1058,N21197,T0,CO2,0.0,Inf
V1059,N21199,T0,CO2,0.0,Inf
V1060,N21201,T0,CO2,0.0,Inf
V1061,N21203,T0,CO2,0.0,Inf
V1062,N21205,T0,CO2,0.0,Inf
V1063,N21207,T0,CO2,0.0,Inf
V1064,N21209,T0,CO2,0.0,Inf
V1065,N21211,T0,CO2,0.0,Inf
V1066,N21213,T0,CO2,0.0,Inf
V1067,N21215,T0,CO2,0.0,Inf
V1068,N21217,T0,CO2,0.0,Inf
V1069,N21219,T0,CO2,0.0,Inf
V1070,N21221,T0,CO2,0.0,Inf
V1071,N21223,T0,CO2,0.0,Inf
V1072,N21225,T0,CO2,0.0,Inf
V1073,N21227,T0,CO2,0.0,Inf
V1074,N21229,T0,CO2,0.0,Inf
V1075,N21231,T0,CO2,0.0,Inf
V1076,N21233,T0,CO2,0.0,Inf
V1077,N21235,T0,CO2,0.0,Inf
V1078,N21237,T0,CO2,0.0,Inf
V1079,N21239,T0,CO2,0.0,Inf
V1080,N22001,T0,CO2,0.0,Inf
V1081,N22003,T0,CO2,0.0,Inf
V1082,N22005,T0,CO2,0.0,Inf
V1083,N22007,T0,CO2,0.0,Inf
V1084,N22009,T0,CO2,0.0,Inf
V1085,N22011,T0,CO2,0.0,Inf
V1086,N22013,T0,CO2,0.0,Inf
V1087,N22015,T0,CO2,0.0,Inf
V1088,N22017,T0,CO2,0.0,Inf
V1089,N22019,T0,CO2,0.0,Inf
V1090,N22021,T0,CO2,0.0,Inf
V1091,N22023,T0,CO2,0.0,Inf
V1092,N22025,T0,CO2,0.0,Inf
V1093,N22027,T0,CO2,0.0,Inf
V1094,N22029,T0,CO2,0.0,Inf
V1095,N22031,T0,CO2,0.0,Inf
V1096,N22033,T0,CO2,0.0,Inf
V1097,N22035,T0,CO2,0.0,Inf
V1098,N22037,T0,CO2,0.0,Inf
V1099,N22039,T0,CO2,0.0,Inf
V1100,N22041,T0,CO2,0.0,Inf
V1101,N22043,T0,CO2,0.0,Inf
V1102,N22045,T0,CO2,0.0,Inf
V1103,N22047,T0,CO2,0.0,Inf
V1104,N22049,T0,CO2,0.0,Inf
V1105,N22051,T0,CO2,0.0,Inf
V1106,N22053,T0,CO2,0.0,Inf
V1107,N22055,T0,CO2,0.0,Inf
V1108,N22057,T0,CO2,0.0,Inf
V1109,N22059,T0,CO2,0.0,Inf
V1110,N22061,T0,CO2,0.0,Inf
V1111,N22063,T0,CO2,0.0,Inf
V1112,N22065,T0,CO2,0.0,Inf
V1113,N22067,T0,CO2,0.0,Inf
V1114,N22069,T0,CO2,0.0,Inf
V1115,N22071,T0,CO2,0.0,Inf
V1116,N22073,T0,CO2,0.0,Inf
V1117,N22075,T0,CO2,0.0,Inf
V1118,N22077,T0,CO2,0.0,Inf
V1119,N22079,T0,CO2,0.0,Inf
V1120,N22081,T0,CO2,0.0,Inf
V1121,N22083,T0,CO2,0.0,Inf
V1122,N22085,T0,CO2,0.0,Inf
V1123,N22087,T0,CO2,0.0,Inf
V1124,N22089,T0,CO2,0.0,Inf
V1125,N22091,T0,CO2,0.0,Inf
V1126,N22093,T0,CO2,0.0,Inf
V1127,N22095,T0,CO2,0.0,Inf
V1128,N22097,T0,CO2,0.0,Inf
V1129,N22099,T0,CO2,0.0,Inf
V1130,N22101,T0,CO2,0.0,Inf
V1131,N22103,T0,CO2,0.0,Inf
V1132,N22105,T0,CO2,0.0,Inf
V1133,N22107,T0,CO2,0.0,Inf
V1134,N22109,T0,CO2,0.0,Inf
V1135,N22111,T0,CO2,0.0,Inf
V1136,N22113,T0,CO2,0.0,Inf
V1137,N22115,T0,CO2,0.0,Inf
V1138,N22117,T0,CO2,0.0,Inf
V1139,N22119,T0,CO2,0.0,Inf
V1140,N22121,T0,CO2,0.0,Inf
V1141,N22123,T0,CO2,0.0,Inf
V1142,N22125,T0,CO2,0.0,Inf
V1143,N22127,T0,CO2,0.0,Inf
V1144,N23001,T0,CO2,0.0,Inf
V1145,N23003,T0,CO2,0.0,Inf
V1146,N23005,T0,CO2,0.0,Inf
V1147,N23007,T0,CO2,0.0,Inf
V1148,N23009,T0,CO2,0.0,Inf
V1149,N23011,T0,CO2,0.0,Inf
V1150,N23013,T0,CO2,0.0,Inf
V1151,N23015,T0,CO2,0.0,Inf
V1152,N23017,T0,CO2,0.0,Inf
V1153,N23019,T0,CO2,0.0,Inf
V1154,N23021,T0,CO2,0.0,Inf
V1155,N23023,T0,CO2,0.0,Inf
V1156,N23025,T0,CO2,0.0,Inf
V1157,N23027,T0,CO2,0.0,Inf
V1158,N23029,T0,CO2,0.0,Inf
V1159,N23031,T0,CO2,0.0,Inf
V1160,N24001,T0,CO2,0.0,Inf
V1161,N24003,T0,CO2,0.0,Inf
V1162,N24005,T0,CO2,0.0,Inf
V1163,N24009,T0,CO2,0.0,Inf
V1164,N24011,T0,CO2,0.0,Inf
V1165,N24013,T0,CO2,0.0,Inf
V1166,N24015,T0,CO2,0.0,Inf
V1167,N24017,T0,CO2,0.0,Inf
V1168,N24019,T0,CO2,0.0,Inf
V1169,N24021,T0,CO2,0.0,Inf
V1170,N24023,T0,CO2,0.0,Inf
V1171,N24025,T0,CO2,0.0,Inf
V1172,N24027,T0,CO2,0.0,Inf
V1173,N24029,T0,CO2,0.0,Inf
V1174,N24031,T0,CO2,0.0,Inf
V1175,N24033,T0,CO2,0.0,Inf
V1176,N24035,T0,CO2,0.0,Inf
V1177,N24037,T0,CO2,0.0,Inf
V1178,N24039,T0,CO2,0.0,Inf
V1179,N24041,T0,CO2,0.0,Inf
V1180,N24043,T0,CO2,0.0,Inf
V1181,N24045,T0,CO2,0.0,Inf
V1182,N24047,T0,CO2,0.0,Inf
V1183,N24510,T0,CO2,0.0,Inf
V1184,N25001,T0,CO2,0.0,Inf
V1185,N25003,T0,CO2,0.0,Inf
V1186,N25005,T0,CO2,0.0,Inf
V1187,N25007,T0,CO2,0.0,Inf
V1188,N25009,T0,CO2,0.0,Inf
V1189,N25011,T0,CO2,0.0,Inf
V1190,N25013,T0,CO2,0.0,Inf
V1191,N25015,T0,CO2,0.0,Inf
V1192,N25017,T0,CO2,0.0,Inf
V1193,N25019,T0,CO2,0.0,Inf
V1194,N25021,T0,CO2,0.0,Inf
V1195,N25023,T0,CO2,0.0,Inf
V1196,N25025,T0,CO2,0.0,Inf
V1197,N25027,T0,CO2,0.0,Inf
V1198,N26001,T0,CO2,0.0,Inf
V1199,N26003,T0,CO2,0.0,Inf
V1200,N26005,T0,CO2,0.0,Inf
V1201,N26007,T0,CO2,0.0,Inf
V1202,N26009,T0,CO2,0.0,Inf
V1203,N26011,T0,CO2,0.0,Inf
V1204,N26013,T0,CO2,0.0,Inf
V1205,N26015,T0,CO2,0.0,Inf
