#1. Env. stakeholder reference,2. Node,3. Time,4. Impact,5. Bid (USD/impact unit),6. Capacity
V1812,N36035,T0,CO2,0.0,Inf
V1813,N36037,T0,CO2,0.0,Inf
V1814,N36039,T0,CO2,0.0,Inf
V1815,N36041,T0,CO2,0.0,Inf
V1816,N36043,T0,CO2,0.0,Inf
V1817,N36045,T0,CO2,0.0,Inf
V1818,N36047,T0,CO2,0.0,Inf
V1819,N36049,T0,CO2,0.0,Inf
V1820,N36051,T0,CO2,0.0,Inf
V1821,N36053,T0,CO2,0.0,Inf
V1822,N36055,T0,CO2,0.0,Inf
V1823,N36057,T0,CO2,0.0,Inf
V1824,N36059,T0,CO2,0.0,Inf
V1825,N36061,T0,CO2,0.0,Inf
V1826,N36063,T0,CO2,0.0,Inf
V1827,N36065,T0,CO2,0.0,Inf
V1828,N36067,T0,CO2,0.0,Inf
V1829,N36069,T0,CO2,0.0,Inf
V1830,N36071,T0,CO2,0.0,Inf
V1831,N36073,T0,CO2,0.0,Inf
V1832,N36075,T0,CO2,0.0,Inf
V1833,N36077,T0,CO2,0.0,Inf
V1834,N36079,T0,CO2,0.0,Inf
V1835,N36081,T0,CO2,0.0,Inf
V1836,N36083,T0,CO2,0.0,Inf
V1837,N36085,T0,CO2,0.0,Inf
V1838,N36087,T0,CO2,0.0,Inf
V1839,N36089,T0,CO2,0.0,Inf
V1840,N36091,T0,CO2,0.0,Inf
V1841,N36093,T0,CO2,0.0,Inf
V1842,N36095,T0,CO2,0.0,Inf
V1843,N36097,T0,CO2,0.0,Inf
V1844,N36099,T0,CO2,0.0,Inf
V1845,N36101,T0,CO2,0.0,Inf
V1846,N36103,T0,CO2,0.0,Inf
V1847,N36105,T0,CO2,0.0,Inf
V1848,N36107,T0,CO2,0.0,Inf
V1849,N36109,T0,CO2,0.0,Inf
V1850,N36111,T0,CO2,0.0,Inf
V1851,N36113,T0,CO2,0.0,Inf
V1852,N36115,T0,CO2,0.0,Inf
V1853,N36117,T0,CO2,0.0,Inf
V1854,N36119,T0,CO2,0.0,Inf
V1855,N36121,T0,CO2,0.0,Inf
V1856,N36123,T0,CO2,0.0,Inf
V1857,N37001,T0,CO2,0.0,Inf
V1858,N37003,T0,CO2,0.0,Inf
V1859,N37005,T0,CO2,0.0,Inf
V1860,N37007,T0,CO2,0.0,Inf
V1861,N37009,T0,CO2,0.0,Inf
V1862,N37011,T0,CO2,0.0,Inf
V1863,N37013,T0,CO2,0.0,Inf
V1864,N37015,T0,CO2,0.0,Inf
V1865,N37017,T0,CO2,0.0,Inf
V1866,N37019,T0,CO2,0.0,Inf
V1867,N37021,T0,CO2,0.0,Inf
V1868,N37023,T0,CO2,0.0,Inf
V1869,N37025,T0,CO2,0.0,Inf
V1870,N37027,T0,CO2,0.0,Inf
V1871,N37029,T0,CO2,0.0,Inf
V1872,N37031,T0,CO2,0.0,Inf
V1873,N37033,T0,CO2,0.0,Inf
V1874,N37035,T0,CO2,0.0,Inf
V1875,N37037,T0,CO2,0.0,Inf
V1876,N37039,T0,CO2,0.0,Inf
V1877,N37041,T0,CO2,0.0,Inf
V1878,N37043,T0,CO2,0.0,Inf
V1879,N37045,T0,CO2,0.0,Inf
V1880,N37047,T0,CO2,0.0,Inf
V1881,N37049,T0,CO2,0.0,Inf
V1882,N37051,T0,CO2,0.0,Inf
V1883,N37053,T0,CO2,0.0,Inf
V1884,N37055,T0,CO2,0.0,Inf
V1885,N37057,T0,CO2,0.0,Inf
V1886,N37059,T0,CO2,0.0,Inf
V1887,N37061,T0,CO2,0.0,Inf
V1888,N37063,T0,CO2,0.0,Inf
V1889,N37065,T0,CO2,0.0,Inf
V1890,N37067,T0,CO2,0.0,Inf
V1891,N37069,T0,CO2,0.0,Inf
V1892,N37071,T0,CO2,0.0,Inf
V1893,N37073,T0,CO2,0.0,Inf
V1894,N37075,T0,CO2,0.0,Inf
V1895,N37077,T0,CO2,0.0,Inf
V1896,N37079,T0,CO2,0.0,Inf
V1897,N37081,T0,CO2,0.0,Inf
V1898,N37083,T0,CO2,0.0,Inf
V1899,N37085,T0,CO2,0.0,Inf
V1900,N37087,T0,CO2,0.0,Inf
V1901,N37089,T0,CO2,0.0,Inf
V1902,N37091,T0,CO2,0.0,Inf
V1903,N37093,T0,CO2,0.0,Inf
V1904,N37095,T0,CO2,0.0,Inf
V1905,N37097,T0,CO2,0.0,Inf
V1906,N37099,T0,CO2,0.0,Inf
V1907,N37101,T0,CO2,0.0,Inf
V1908,N37103,T0,CO2,0.0,Inf
V1909,N37105,T0,CO2,0.0,Inf
V1910,N37107,T0,CO2,0.0,Inf
V1911,N37109,T0,CO2,0.0,Inf
V1912,N37111,T0,CO2,0.0,Inf
V1913,N37113,T0,CO2,0.0,Inf
V1914,N37115,T0,CO2,0.0,Inf
V1915,N37117,T0,CO2,0.0,Inf
V1916,N37119,T0,CO2,0.0,Inf
V1917,N37121,T0,CO2,0.0,Inf
V1918,N37123,T0,CO2,0.0,Inf
V1919,N37125,T0,CO2,0.0,Inf
V1920,N37127,T0,CO2,0.0,Inf
V1921,N37129,T0,CO2,0.0,Inf
V1922,N37131,T0,CO2,0.0,Inf
V1923,N37133,T0,CO2,0.0,Inf
V1924,N37135,T0,CO2,0.0,Inf
V1925,N37137,T0,CO2,0.0,Inf
V1926,N37139,T0,CO2,0.0,Inf
V1927,N37141,T0,CO2,0.0,Inf
V1928,N37143,T0,CO2,0.0,Inf
V1929,N37145,T0,CO2,0.0,Inf
V1930,N37147,T0,CO2,0.0,Inf
V1931,N37149,T0,CO2,0.0,Inf
V1932,N37151,T0,CO2,0.0,Inf
V1933,N37153,T0,CO2,0.0,Inf
V1934,N37155,T0,CO2,0.0,Inf
V1935,N37157,T0,CO2,0.0,Inf
V1936,N37159,T0,CO2,0.0,Inf
V1937,N37161,T0,CO2,0.0,Inf
V1938,N37163,T0,CO2,0.0,Inf
V1939,N37165,T0,CO2,0.0,Inf
V1940,N37167,T0,CO2,0.0,Inf
V1941,N37169,T0,CO2,0.0,Inf
V1942,N37171,T0,CO2,0.0,Inf
V1943,N37173,T0,CO2,0.0,Inf
V1944,N37175,T0,CO2,0.0,Inf
V1945,N37177,T0,CO2,0.0,Inf
V1946,N37179,T0,CO2,0.0,Inf
V1947,N37181,T0,CO2,0.0,Inf
V1948,N37183,T0,CO2,0.0,Inf
V1949,N37185,T0,CO2,0.0,Inf
V1950,N37187,T0,CO2,0.0,Inf
V1951,N37189,T0,CO2,0.0,Inf
V1952,N37191,T0,CO2,0.0,Inf
V1953,N37193,T0,CO2,0.0,Inf
V1954,N37195,T0,CO2,0.0,Inf
V1955,N37197,T0,CO2,0.0,Inf
V1956,N37199,T0,CO2,0.0,Inf
V1957,N38001,T0,CO2,0.0,Inf
V1958,N38003,T0,CO2,0.0,Inf
V1959,N38005,T0,CO2,0.0,Inf
V1960,N38007,T0,CO2,0.0,Inf
V1961,N38009,T0,CO2,0.0,Inf
V1962,N38011,T0,CO2,0.0,Inf
V1963,N38013,T0,CO2,0.0,Inf
V1964,N38015,T0,CO2,0.0,Inf
V1965,N38017,T0,CO2,0.0,Inf
V1966,N38019,T0,CO2,0.0,Inf
V1967,N38021,T0,CO2,0.0,Inf
V1968,N38023,T0,CO2,0.0,Inf
V1969,N38025,T0,CO2,0.0,Inf
V1970,N38027,T0,CO2,0.0,Inf
V1971,N38029,T0,CO2,0.0,Inf
V1972,N38031,T0,CO2,0.0,Inf
V1973,N38033,T0,CO2,0.0,Inf
V1974,N38035,T0,CO2,0.0,Inf
V1975,N38037,T0,CO2,0.0,Inf
V1976,N38039,T0,CO2,0.0,Inf
V1977,N38041,T0,CO2,0.0,Inf
V1978,N38043,T0,CO2,0.0,Inf
V1979,N38045,T0,CO2,0.0,Inf
V1980,N38047,T0,CO2,0.0,Inf
V1981,N38049,T0,CO2,0.0,Inf
V1982,N38051,T0,CO2,0.0,Inf
V1983,N38053,T0,CO2,0.0,Inf
V1984,N38055,T0,CO2,0.0,Inf
V1985,N38057,T0,CO2,0.0,Inf
V1986,N38059,T0,CO2,0.0,Inf
V1987,N38061,T0,CO2,0.0,Inf
V1988,N38063,T0,CO2,0.0,Inf
V1989,N38065,T0,CO2,0.0,Inf
V1990,N38067,T0,CO2,0.0,Inf
V1991,N38069,T0,CO2,0.0,Inf
V1992,N38071,T0,CO2,0.0,Inf
V1993,N38073,T0,CO2,0.0,Inf
V1994,N38075,T0,CO2,0.0,Inf
V1995,N38077,T0,CO2,0.0,Inf
V1996,N38079,T0,CO2,0.0,Inf
V1997,N38081,T0,CO2,0.0,Inf
V1998,N38083,T0,CO2,0.0,Inf
V1999,N38085,T0,CO2,0.0,Inf
V2000,N38087,T0,CO2,0.0,Inf
V2001,N38089,T0,CO2,0.0,Inf
V2002,N38091,T0,CO2,0.0,Inf
V2003,N38093,T0,CO2,0.0,Inf
V2004,N38095,T0,CO2,0.0,Inf
V2005,N38097,T0,CO2,0.0,Inf
V2006,N38099,T0,CO2,0.0,Inf
V2007,N38101,T0,CO2,0.0,Inf
V2008,N38103,T0,CO2,0.0,Inf
V2009,N38105,T0,CO2,0.0,Inf
V2010,N39001,T0,CO2,0.0,Inf
V2011,N39003,T0,CO2,0.0,Inf
V2012,N39005,T0,CO2,0.0,Inf
V2013,N39007,T0,CO2,0.0,Inf
V2014,N39009,T0,CO2,0.0,Inf
V2015,N39011,T0,CO2,0.0,Inf
V2016,N39013,T0,CO2,0.0,Inf
V2017,N39015,T0,CO2,0.0,Inf
V2018,N39017,T0,CO2,0.0,Inf
V2019,N39019,T0,CO2,0.0,Inf
V2020,N39021,T0,CO2,0.0,Inf
V2021,N39023,T0,CO2,0.0,Inf
V2022,N39025,T0,CO2,0.0,Inf
V2023,N39027,T0,CO2,0.0,Inf
V2024,N39029,T0,CO2,0.0,Inf
V2025,N39031,T0,CO2,0.0,Inf
V2026,N39033,T0,CO2,0.0,Inf
V2027,N39035,T0,CO2,0.0,Inf
V2028,N39037,T0,CO2,0.0,Inf
V2029,N39039,T0,CO2,0.0,Inf
V2030,N39041,T0,CO2,0.0,Inf
V2031,N39043,T0,CO2,0.0,Inf
V2032,N39045,T0,CO2,0.0,Inf
V2033,N39047,T0,CO2,0.0,Inf
V2034,N39049,T0,CO2,0.0,Inf
V2035,N39051,T0,CO2,0.0,Inf
V2036,N39053,T0,CO2,0.0,Inf
V2037,N39055,T0,CO2,0.0,Inf
V2038,N39057,T0,CO2,0.0,Inf
V2039,N39059,T0,CO2,0.0,Inf
V2040,N39061,T0,CO2,0.0,Inf
V2041,N39063,T0,CO2,0.0,Inf
V2042,N39065,T0,CO2,0.0,Inf
V2043,N39067,T0,CO2,0.0,Inf
V2044,N39069,T0,CO2,0.0,Inf
V2045,N39071,T0,CO2,0.0,Inf
V2046,N39073,T0,CO2,0.0,Inf
V2047,N39075,T0,CO2,0.0,Inf
V2048,N39077,T0,CO2,0.0,Inf
V2049,N39079,T0,CO2,0.0,Inf
V2050,N39081,T0,CO2,0.0,Inf
V2051,N39083,T0,CO2,0.0,Inf
V2052,N39085,T0,CO2,0.0,Inf
V2053,N39087,T0,CO2,0.0,Inf
V2054,N39089,T0,CO2,0.0,Inf
V2055,N39091,T0,CO2,0.0,Inf
V2056,N39093,T0,CO2,0.0,Inf
V2057,N39095,T0,CO2,0.0,Inf
V2058,N39097,T0,CO2,0.0,Inf
V2059,N39099,T0,CO2,0.0,Inf
V2060,N39101,T0,CO2,0.0,Inf
V2061,N39103,T0,CO2,0.0,Inf
V2062,N39105,T0,CO2,0.0,Inf
V2063,N39107,T0,CO2,0.0,Inf
V2064,N39109,T0,CO2,0.0,Inf
V2065,N39111,T0,CO2,0.0,Inf
V2066,N39113,T0,CO2,0.0,Inf
V2067,N39115,T0,CO2,0.0,Inf
V2068,N39117,T0,CO2,0.0,Inf
V2069,N39119,T0,CO2,0.0,Inf
V2070,N39121,T0,CO2,0.0,Inf
V2071,N39123,T0,CO2,0.0,Inf
V2072,N39125,T0,CO2,0.0,Inf
V2073,N39127,T0,CO2,0.0,Inf
V2074,N39129,T0,CO2,0.0,Inf
V2075,N39131,T0,CO2,0.0,Inf
V2076,N39133,T0,CO2,0.0,Inf
V2077,N39135,T0,CO2,0.0,Inf
V2078,N39137,T0,CO2,0.0,Inf
V2079,N39139,T0,CO2,0.0,Inf
V2080,N39141,T0,CO2,0.0,Inf
V2081,N39143,T0,CO2,0.0,Inf
V2082,N39145,T0,CO2,0.0,Inf
V2083,N39147,T0,CO2,0.0,Inf
V2084,N39149,T0,CO2,0.0,Inf
V2085,N39151,T0,CO2,0.0,Inf
V2086,N39153,T0,CO2,0.0,Inf
V2087,N39155,T0,CO2,0.0,Inf
V2088,N39157,T0,CO2,0.0,Inf
V2089,N39159,T0,CO2,0.0,Inf
V2090,N39161,T0,CO2,0.0,Inf
V2091,N39163,T0,CO2,0.0,Inf
V2092,N39165,T0,CO2,0.0,Inf
V2093,N39167,T0,CO2,0.0,Inf
V2094,N39169,T0,CO2,0.0,Inf
V2095,N39171,T0,CO2,0.0,Inf
V2096,N39173,T0,CO2,0.0,Inf
V2097,N39175,T0,CO2,0.0,Inf
V2098,N40001,T0,CO2,0.0,Inf
V2099,N40003,T0,CO2,0.0,Inf
V2100,N40005,T0,CO2,0.0,Inf
V2101,N40007,T0,CO2,0.0,Inf
V2102,N40009,T0,CO2,0.0,Inf
V2103,N40011,T0,CO2,0.0,Inf
V2104,N40013,T0,CO2,0.0,Inf
V2105,N40015,T0,CO2,0.0,Inf
V2106,N40017,T0,CO2,0.0,Inf
V2107,N40019,T0,CO2,0.0,Inf
V2108,N40021,T0,CO2,0.0,Inf
V2109,N40023,T0,CO2,0.0,Inf
V2110,N40025,T0,CO2,0.0,Inf
V2111,N40027,T0,CO2,0.0,Inf
V2112,N40029,T0,CO2,0.0,Inf
V2113,N40031,T0,CO2,0.0,Inf
V2114,N40033,T0,CO2,0.0,Inf
V2115,N40035,T0,CO2,0.0,Inf
V2116,N40037,T0,CO2,0.0,Inf
V2117,N40039,T0,CO2,0.0,Inf
V2118,N40041,T0,CO2,0.0,Inf
V2119,N40043,T0,CO2,0.0,Inf
V2120,N40045,T0,CO2,0.0,Inf
V2121,N40047,T0,CO2,0.0,Inf
V2122,N40049,T0,CO2,0.0,Inf
V2123,N40051,T0,CO2,0.0,Inf
V2124,N40053,T0,CO2,0.0,Inf
V2125,N40055,T0,CO2,0.0,Inf
V2126,N40057,T0,CO2,0.0,Inf
V2127,N40059,T0,CO2,0.0,Inf
V2128,N40061,T0,CO2,0.0,Inf
V2129,N40063,T0,CO2,0.0,Inf
V2130,N40065,T0,CO2,0.0,Inf
V2131,N40067,T0,CO2,0.0,Inf
V2132,N40069,T0,CO2,0.0,Inf
V2133,N40071,T0,CO2,0.0,Inf
V2134,N40073,T0,CO2,0.0,Inf
V2135,N40075,T0,CO2,0.0,Inf
V2136,N40077,T0,CO2,0.0,Inf
V2137,N40079,T0,CO2,0.0,Inf
V2138,N40081,T0,CO2,0.0,Inf
V2139,N40083,T0,CO2,0.0,Inf
V2140,N40085,T0,CO2,0.0,Inf
V2141,N40087,T0,CO2,0.0,Inf
V2142,N40089,T0,CO2,0.0,Inf
V2143,N40091,T0,CO2,0.0,Inf
V2144,N40093,T0,CO2,0.0,Inf
V2145,N40095,T0,CO2,0.0,Inf
V2146,N40097,T0,CO2,0.0,Inf
V2147,N40099,T0,CO2,0.0,Inf
V2148,N40101,T0,CO2,0.0,Inf
V2149,N40103,T0,CO2,0.0,Inf
V2150,N40105,T0,CO2,0.0,Inf
V2151,N40107,T0,CO2,0.0,Inf
V2152,N40109,T0,CO2,0.0,Inf
V2153,N40111,T0,CO2,0.0,Inf
V2154,N40113,T0,CO2,0.0,Inf
V2155,N40115,T0,CO2,0.0,Inf
V2156,N40117,T0,CO2,0.0,Inf
V2157,N40119,T0,CO2,0.0,Inf
V2158,N40121,T0,CO2,0.0,Inf
V2159,N40123,T0,CO2,0.0,Inf
V2160,N40125,T0,CO2,0.0,Inf
V2161,N40127,T0,CO2,0.0,Inf
V2162,N40129,T0,CO2,0.0,Inf
V2163,N40131,T0,CO2,0.0,Inf
V2164,N40133,T0,CO2,0.0,Inf
V2165,N40135,T0,CO2,0.0,Inf
V2166,N40137,T0,CO2,0.0,Inf
V2167,N40139,T0,CO2,0.0,Inf
V2168,N40141,T0,CO2,0.0,Inf
V2169,N40143,T0,CO2,0.0,Inf
V2170,N40145,T0,CO2,0.0,Inf
V2171,N40147,T0,CO2,0.0,Inf
V2172,N40149,T0,CO2,0.0,Inf
V2173,N40151,T0,CO2,0.0,Inf
V2174,N40153,T0,CO2,0.0,Inf
V2175,N41001,T0,CO2,0.0,Inf
V2176,N41003,T0,CO2,0.0,Inf
V2177,N41005,T0,CO2,0.0,Inf
V2178,N41007,T0,CO2,0.0,Inf
V2179,N41009,T0,CO2,0.0,Inf
V2180,N41011,T0,CO2,0.0,Inf
V2181,N41013,T0,CO2,0.0,Inf
V2182,N41015,T0,CO2,0.0,Inf
V2183,N41017,T0,CO2,0.0,Inf
V2184,N41019,T0,CO2,0.0,Inf
V2185,N41021,T0,CO2,0.0,Inf
V2186,N41023,T0,CO2,0.0,Inf
V2187,N41025,T0,CO2,0.0,Inf
V2188,N41027,T0,CO2,0.0,Inf
V2189,N41029,T0,CO2,0.0,Inf
V2190,N41031,T0,CO2,0.0,Inf
V2191,N41033,T0,CO2,0.0,Inf
V2192,N41035,T0,CO2,0.0,Inf
V2193,N41037,T0,CO2,0.0,Inf
V2194,N41039,T0,CO2,0.0,Inf
V2195,N41041,T0,CO2,0.0,Inf
V2196,N41043,T0,CO2,0.0,Inf
V2197,N41045,T0,CO2,0.0,Inf
V2198,N41047,T0,CO2,0.0,Inf
V2199,N41049,T0,CO2,0.0,Inf
V2200,N41051,T0,CO2,0.0,Inf
V2201,N41053,T0,CO2,0.0,Inf
V2202,N41055,T0,CO2,0.0,Inf
V2203,N41057,T0,CO2,0.0,Inf
V2204,N41059,T0,CO2,0.0,Inf
V2205,N41061,T0,CO2,0.0,Inf
V2206,N41063,T0,CO2,0.0,Inf
V2207,N41065,T0,CO2,0.0,Inf
V2208,N41067,T0,CO2,0.0,Inf
V2209,N41069,T0,CO2,0.0,Inf
V2210,N41071,T0,CO2,0.0,Inf
V2211,N42001,T0,CO2,0.0,Inf
V2212,N42003,T0,CO2,0.0,Inf
V2213,N42005,T0,CO2,0.0,Inf
V2214,N42007,T0,CO2,0.0,Inf
V2215,N42009,T0,CO2,0.0,Inf
V2216,N42011,T0,CO2,0.0,Inf
V2217,N42013,T0,CO2,0.0,Inf
V2218,N42015,T0,CO2,0.0,Inf
V2219,N42017,T0,CO2,0.0,Inf
V2220,N42019,T0,CO2,0.0,Inf
V2221,N42021,T0,CO2,0.0,Inf
V2222,N42023,T0,CO2,0.0,Inf
V2223,N42025,T0,CO2,0.0,Inf
V2224,N42027,T0,CO2,0.0,Inf
V2225,N42029,T0,CO2,0.0,Inf
V2226,N42031,T0,CO2,0.0,Inf
V2227,N42033,T0,CO2,0.0,Inf
V2228,N42035,T0,CO2,0.0,Inf
V2229,N42037,T0,CO2,0.0,Inf
V2230,N42039,T0,CO2,0.0,Inf
V2231,N42041,T0,CO2,0.0,Inf
V2232,N42043,T0,CO2,0.0,Inf
V2233,N42045,T0,CO2,0.0,Inf
V2234,N42047,T0,CO2,0.0,Inf
V2235,N42049,T0,CO2,0.0,Inf
V2236,N42051,T0,CO2,0.0,Inf
V2237,N42053,T0,CO2,0.0,Inf
V2238,N42055,T0,CO2,0.0,Inf
V2239,N42057,T0,CO2,0.0,Inf
V2240,N42059,T0,CO2,0.0,Inf
V2241,N42061,T0,CO2,0.0,Inf
V2242,N42063,T0,CO2,0.0,Inf
V2243,N42065,T0,CO2,0.0,Inf
V2244,N42067,T0,CO2,0.0,Inf
V2245,N42069,T0,CO2,0.0,Inf
V2246,N42071,T0,CO2,0.0,Inf
V2247,N42073,T0,CO2,0.0,Inf
V2248,N42075,T0,CO2,0.0,Inf
V2249,N42077,T0,CO2,0.0,Inf
V2250,N42079,T0,CO2,0.0,Inf
V2251,N42081,T0,CO2,0.0,Inf
V2252,N42083,T0,CO2,0.0,Inf
V2253,N42085,T0,CO2,0.0,Inf
V2254,N42087,T0,CO2,0.0,Inf
V2255,N42089,T0,CO2,0.0,Inf
V2256,N42091,T0,CO2,0.0,Inf
V2257,N42093,T0,CO2,0.0,Inf
V2258,N42095,T0,CO2,0.0,Inf
V2259,N42097,T0,CO2,0.0,Inf
V2260,N42099,T0,CO2,0.0,Inf
V2261,N42101,T0,CO2,0.0,Inf
V2262,N42103,T0,CO2,0.0,Inf
V2263,N42105,T0,CO2,0.0,Inf
V2264,N42107,T0,CO2,0.0,Inf
V2265,N42109,T0,CO2,0.0,Inf
V2266,N42111,T0,CO2,0.0,Inf
V2267,N42113,T0,CO2,0.0,Inf
V2268,N42115,T0,CO2,0.0,Inf
V2269,N42117,T0,CO2,0.0,Inf
V2270,N42119,T0,CO2,0.0,Inf
V2271,N42121,T0,CO2,0.0,Inf
V2272,N42123,T0,CO2,0.0,Inf
V2273,N42125,T0,CO2,0.0,Inf
V2274,N42127,T0,CO2,0.0,Inf
V2275,N42129,T0,CO2,0.0,Inf
V2276,N42131,T0,CO2,0.0,Inf
V2277,N42133,T0,CO2,0.0,Inf
V2278,N44001,T0,CO2,0.0,Inf
V2279,N44003,T0,CO2,0.0,Inf
V2280,N44005,T0,CO2,0.0,Inf
V2281,N44007,T0,CO2,0.0,Inf
V2282,N44009,T0,CO2,0.0,Inf
V2283,N45001,T0,CO2,0.0,Inf
V2284,N45003,T0,CO2,0.0,Inf
V2285,N45005,T0,CO2,0.0,Inf
V2286,N45007,T0,CO2,0.0,Inf
V2287,N45009,T0,CO2,0.0,Inf
V2288,N45011,T0,CO2,0.0,Inf
V2289,N45013,T0,CO2,0.0,Inf
V2290,N45015,T0,CO2,0.0,Inf
V2291,N45017,T0,CO2,0.0,Inf
V2292,N45019,T0,CO2,0.0,Inf
V2293,N45021,T0,CO2,0.0,Inf
V2294,N45023,T0,CO2,0.0,Inf
V2295,N45025,T0,CO2,0.0,Inf
V2296,N45027,T0,CO2,0.0,Inf
V2297,N45029,T0,CO2,0.0,Inf
V2298,N45031,T0,CO2,0.0,Inf
V2299,N45033,T0,CO2,0.0,Inf
V2300,N45035,T0,CO2,0.0,Inf
V2301,N45037,T0,CO2,0.0,Inf
V2302,N45039,T0,CO2,0.0,Inf
V2303,N45041,T0,CO2,0.0,Inf
V2304,N45043,T0,CO2,0.0,Inf
V2305,N45045,T0,CO2,0.0,Inf
V2306,N45047,T0,CO2,0.0,Inf
V2307,N45049,T0,CO2,0.0,Inf
V2308,N45051,T0,CO2,0.0,Inf
V2309,N45053,T0,CO2,0.0,Inf
V2310,N45055,T0,CO2,0.0,Inf
V2311,N45057,T0,CO2,0.0,Inf
V2312,N45059,T0,CO2,0.0,Inf
V2313,N45061,T0,CO2,0.0,Inf
V2314,N45063,T0,CO2,0.0,Inf
V2315,N45065,T0,CO2,0.0,Inf
V2316,N45067,T0,CO2,0.0,Inf
V2317,N45069,T0,CO2,0.0,Inf
V2318,N45071,T0,CO2,0.0,Inf
V2319,N45073,T0,CO2,0.0,Inf
V2320,N45075,T0,CO2,0.0,Inf
V2321,N45077,T0,CO2,0.0,Inf
V2322,N45079,T0,CO2,0.0,Inf
V2323,N45081,T0,CO2,0.0,Inf
V2324,N45083,T0,CO2,0.0,Inf
V2325,N45085,T0,CO2,0.0,Inf
V2326,N45087,T0,CO2,0.0,Inf
V2327,N45089,T0,CO2,0.0,Inf
V2328,N45091,T0,CO2,0.0,Inf
V2329,N46003,T0,CO2,0.0,Inf
V2330,N46005,T0,CO2,0.0,Inf
V2331,N46007,T0,CO2,0.0,Inf
V2332,N46009,T0,CO2,0.0,Inf
V2333,N46011,T0,CO2,0.0,Inf
V2334,N46013,T0,CO2,0.0,Inf
V2335,N46015,T0,CO2,0.0,Inf
V2336,N46017,T0,CO2,0.0,Inf
V2337,N46019,T0,CO2,0.0,Inf
V2338,N46021,T0,CO2,0.0,Inf
V2339,N46023,T0,CO2,0.0,Inf
V2340,N46025,T0,CO2,0.0,Inf
V2341,N46027,T0,CO2,0.0,Inf
V2342,N46029,T0,CO2,0.0,Inf
V2343,N46031,T0,CO2,0.0,Inf
V2344,N46033,T0,CO2,0.0,Inf
V2345,N46035,T0,CO2,0.0,Inf
V2346,N46037,T0,CO2,0.0,Inf
V2347,N46039,T0,CO2,0.0,Inf
V2348,N46041,T0,CO2,0.0,Inf
V2349,N46043,T0,CO2,0.0,Inf
V2350,N46045,T0,CO2,0.0,Inf
V2351,N46047,T0,CO2,0.0,Inf
V2352,N46049,T0,CO2,0.0,Inf
V2353,N46051,T0,CO2,0.0,Inf
V2354,N46053,T0,CO2,0.0,Inf
V2355,N46055,T0,CO2,0.0,Inf
V2356,N46057,T0,CO2,0.0,Inf
V2357,N46059,T0,CO2,0.0,Inf
V2358,N46061,T0,CO2,0.0,Inf
V2359,N46063,T0,CO2,0.0,Inf
V2360,N46065,T0,CO2,0.0,Inf
V2361,N46067,T0,CO2,0.0,Inf
V2362,N46069,T0,CO2,0.0,Inf
V2363,N46071,T0,CO2,0.0,Inf
V2364,N46073,T0,CO2,0.0,Inf
V2365,N46075,T0,CO2,0.0,Inf
V2366,N46077,T0,CO2,0.0,Inf
V2367,N46079,T0,CO2,0.0,Inf
V2368,N46081,T0,CO2,0.0,Inf
V2369,N46083,T0,CO2,0.0,Inf
V2370,N46085,T0,CO2,0.0,Inf
V2371,N46087,T0,CO2,0.0,Inf
V2372,N46089,T0,CO2,0.0,Inf
V2373,N46091,T0,CO2,0.0,Inf
V2374,N46093,T0,CO2,0.0,Inf
V2375,N46095,T0,CO2,0.0,Inf
V2376,N46097,T0,CO2,0.0,Inf
V2377,N46099,T0,CO2,0.0,Inf
V2378,N46101,T0,CO2,0.0,Inf
V2379,N46102,T0,CO2,0.0,Inf
V2380,N46103,T0,CO2,0.0,Inf
V2381,N46105,T0,CO2,0.0,Inf
V2382,N46107,T0,CO2,0.0,Inf
V2383,N46109,T0,CO2,0.0,Inf
V2384,N46111,T0,CO2,0.0,Inf
V2385,N46115,T0,CO2,0.0,Inf
V2386,N46117,T0,CO2,0.0,Inf
V2387,N46119,T0,CO2,0.0,Inf
V2388,N46121,T0,CO2,0.0,Inf
V2389,N46123,T0,CO2,0.0,Inf
V2390,N46125,T0,CO2,0.0,Inf
V2391,N46127,T0,CO2,0.0,Inf
V2392,N46129,T0,CO2,0.0,Inf
V2393,N46135,T0,CO2,0.0,Inf
V2394,N46137,T0,CO2,0.0,Inf
V2395,N47001,T0,CO2,0.0,Inf
V2396,N47003,T0,CO2,0.0,Inf
V2397,N47005,T0,CO2,0.0,Inf
V2398,N47007,T0,CO2,0.0,Inf
V2399,N47009,T0,CO2,0.0,Inf
V2400,N47011,T0,CO2,0.0,Inf
V2401,N47013,T0,CO2,0.0,Inf
V2402,N47015,T0,CO2,0.0,Inf
V2403,N47017,T0,CO2,0.0,Inf
V2404,N47019,T0,CO2,0.0,Inf
V2405,N47021,T0,CO2,0.0,Inf
V2406,N47023,T0,CO2,0.0,Inf
V2407,N47025,T0,CO2,0.0,Inf
V2408,N47027,T0,CO2,0.0,Inf
V2409,N47029,T0,CO2,0.0,Inf
V2410,N47031,T0,CO2,0.0,Inf
V2411,N47033,T0,CO2,0.0,Inf
V2412,N47035,T0,CO2,0.0,Inf
V2413,N47037,T0,CO2,0.0,Inf
V2414,N47039,T0,CO2,0.0,Inf
V2415,N47041,T0,CO2,0.0,Inf
V2416,N47043,T0,CO2,0.0,Inf
V2417,N47045,T0,CO2,0.0,Inf
