node,product,amount(tonne/week),time
ag_node1,p1,783.2532628889999,1
ag_node1,p1,783.2532628889999,2
ag_node1,p2,670.2849028990854,1
ag_node1,p2,670.2849028990854,2
ag_node1,p2,1089.3311471449863,3
ag_node1,p2,1089.3311471449863,4
ag_node1,p2,1089.3311471449863,5
ag_node1,p2,1089.3311471449863,6
ag_node1,p2,1089.3311471449863,7
ag_node1,p2,1089.3311471449863,8
ag_node1,p2,1089.3311471449863,9
ag_node1,p3,23.596743869999997,1
ag_node1,p3,23.596743869999997,2
ag_node2,p1,163.59087135599998,3
ag_node2,p1,163.59087135599998,4
ag_node2,p1,163.59087135599998,5
ag_node2,p1,163.59087135599998,6
ag_node2,p1,163.59087135599998,7
ag_node2,p1,163.59087135599998,8
ag_node2,p1,163.59087135599998,9
ag_node2,p1,163.59087135599998,10
ag_node2,p1,163.59087135599998,11
ag_node2,p1,163.59087135599998,12
ag_node2,p1,163.59087135599998,13
ag_node2,p1,163.59087135599998,14
ag_node2,p1,163.59087135599998,15
ag_node2,p2,1380.7718929175599,3
ag_node2,p2,1380.7718929175599,4
ag_node2,p2,1380.7718929175599,5
ag_node2,p2,1380.7718929175599,6
ag_node2,p2,1380.7718929175599,7
ag_node2,p2,1380.7718929175599,8
ag_node2,p2,1380.7718929175599,9
ag_node2,p2,1380.7718929175599,10
ag_node2,p2,1380.7718929175599,11
ag_node2,p2,1380.7718929175599,12
ag_node2,p2,1380.7718929175599,13
ag_node2,p2,1380.7718929175599,14
ag_node2,p2,1380.7718929175599,15
ag_node3,p3,1136.2336367432363,4
ag_node3,p3,1136.2336367432363,5
ag_node3,p3,1136.2336367432363,6
ag_node3,p3,1136.2336367432363,7
ag_node3,p3,1136.2336367432363,8
ag_node3,p3,1136.2336367432363,9
ag_node3,p3,1136.2336367432363,10
ag_node3,p3,1136.2336367432363,11
ag_node4,p2,462.23310811027045,4
ag_node4,p2,462.23310811027045,5
ag_node4,p2,462.23310811027045,6
ag_node4,p2,462.23310811027045,7
ag_node4,p2,462.23310811027045,8
ag_node4,p2,462.23310811027045,9
ag_node4,p2,462.23310811027045,10
ag_node4,p2,462.23310811027045,11
ag_node5,p2,1582.6801954708515,3
ag_node5,p2,256.66631337,4
ag_node5,p2,2215.9616351940713,5
ag_node5,p2,256.66631337,6
ag_node5,p2,332.6624556645056,7
ag_node5,p2,2215.9616351940713,8
ag_node5,p2,2215.9616351940713,9
ag_node5,p2,2172.616383271465,10
ag_node5,p2,481.45762671,11
ag_node5,p2,2149.195695864003,12
ag_node5,p2,2172.616383271465,13
ag_node5,p2,481.45762671,14
ag_node5,p2,1278.5399507099999,15
ag_node5,p3,932.6712490196784,3
ag_node5,p3,2737.344688215903,4
ag_node5,p3,70.79023160999999,5
ag_node5,p3,2737.344688215903,6
ag_node5,p3,2633.9157412557233,7
ag_node5,p3,70.79023160999999,8
ag_node5,p3,70.79023160999999,9
ag_node5,p3,129.78209128499998,10
ag_node5,p3,2431.4090430294373,11
ag_node5,p3,161.65709128499998,12
ag_node5,p3,129.78209128499998,13
ag_node5,p3,2431.4090430294373,14
ag_node5,p3,1346.5989076358514,15
ag_node6,p1,163.590871356,3
ag_node6,p1,163.590871356,4
ag_node6,p1,163.590871356,5
ag_node6,p1,163.590871356,6
ag_node6,p1,163.590871356,7
ag_node6,p1,163.590871356,8
ag_node6,p1,163.590871356,9
ag_node6,p1,163.590871356,10
ag_node6,p1,163.590871356,11
ag_node6,p1,163.590871356,12
ag_node6,p1,163.590871356,13
ag_node6,p1,163.590871356,14
ag_node6,p1,163.590871356,15
ag_node6,p2,1608.709217539929,3
ag_node6,p2,1608.709217539929,4
ag_node6,p2,1608.709217539929,5
ag_node6,p2,293.33292954,6
ag_node6,p2,293.33292954,7
ag_node6,p2,293.33292954,8
ag_node6,p2,1608.709217539929,9
ag_node6,p2,513.33262671,10
ag_node6,p2,482.35844021850596,11
ag_node6,p2,1608.709217539929,12
ag_node6,p2,1608.709217539929,13
ag_node6,p2,649.6179701431656,14
ag_node6,p2,743.7134452168345,15
ag_node6,p3,117.98371934999999,3
ag_node6,p3,117.98371934999999,4
ag_node6,p3,117.98371934999999,5
ag_node6,p3,1908.17964530898,6
ag_node6,p3,1908.17964530898,7
ag_node6,p3,1908.17964530898,8
ag_node6,p3,117.98371934999999,9
ag_node6,p3,1608.7652760680737,10
ag_node6,p3,1650.9204091450733,11
ag_node6,p3,117.98371934999999,12
ag_node6,p3,117.98371934999999,13
ag_node6,p3,1423.2841564768512,14
ag_node6,p3,1295.2224469380626,15
ag_node7,p1,203.24926441499997,1
ag_node7,p1,203.24926441499997,2
ag_node7,p1,24.786495662999997,3
ag_node7,p1,24.786495662999997,4
ag_node7,p1,24.786495662999997,5
ag_node7,p1,24.786495662999997,6
ag_node7,p1,24.786495662999997,7
ag_node7,p1,24.786495662999997,8
ag_node7,p2,73.33323240000001,3
ag_node7,p2,73.33323240000001,4
ag_node7,p2,73.33323240000001,5
ag_node7,p2,73.33323240000001,6
ag_node7,p2,73.33323240000001,7
ag_node7,p2,73.33323240000001,8
ag_node7,p3,9.862186443587346,1
ag_node7,p3,9.862186443587346,2
ag_node8,p1,14.871897396,1
ag_node8,p1,14.871897396,2
ag_node8,p2,701.365828018561,1
ag_node8,p2,697.1408691149501,2
ag_node8,p2,748.2066827812633,3
ag_node8,p2,748.2066827812633,4
ag_node8,p2,748.2066827812633,5
ag_node8,p2,748.2066827812633,6
ag_node8,p2,748.2066827812633,7
ag_node8,p2,748.2066827812633,8
ag_node8,p2,748.2066827812633,9
ag_node8,p3,47.193487739999995,1
