Point,Delivery_date,Delivery_hour,Delivery_interval,Hou_price
N,8/10/20,8.0,2.0,12.71
N,8/10/20,8.0,3.0,12.96
N,8/10/20,8.0,4.0,13.34
N,8/10/20,9.0,1.0,13.87
N,8/10/20,9.0,2.0,12.84
N,8/10/20,9.0,3.0,11.01
N,8/10/20,9.0,4.0,8.71
N,8/10/20,10.0,1.0,7.71
N,8/10/20,10.0,2.0,7.45
N,8/10/20,10.0,3.0,7.45
N,8/10/20,10.0,4.0,7.71
N,8/10/20,11.0,1.0,8.57
N,8/10/20,11.0,2.0,9.76
N,8/10/20,11.0,3.0,10.04
N,8/10/20,11.0,4.0,10.41
N,8/10/20,12.0,1.0,10.48
N,8/10/20,12.0,2.0,11.03
N,8/10/20,12.0,3.0,12.76
N,8/10/20,12.0,4.0,11.84
N,8/10/20,13.0,1.0,12.9
N,8/10/20,13.0,2.0,14.45
N,8/10/20,13.0,3.0,14.47
N,8/10/20,13.0,4.0,15.22
N,8/10/20,14.0,1.0,15.1
N,8/10/20,14.0,2.0,15.57
N,8/10/20,14.0,3.0,16.99
N,8/10/20,14.0,4.0,17.3
N,8/10/20,15.0,1.0,18.05
N,8/10/20,15.0,2.0,17.63
N,8/10/20,15.0,3.0,18.95
N,8/10/20,15.0,4.0,19.9
N,8/10/20,16.0,1.0,19.37
N,8/10/20,16.0,2.0,20.8
N,8/10/20,16.0,3.0,19.54
N,8/10/20,16.0,4.0,20.85
N,8/10/20,17.0,1.0,21.21
N,8/10/20,17.0,2.0,27.01
N,8/10/20,17.0,3.0,25.82
N,8/10/20,17.0,4.0,21.42
N,8/10/20,18.0,1.0,20.6
N,8/10/20,18.0,2.0,19.91
N,8/10/20,18.0,3.0,20.39
N,8/10/20,18.0,4.0,19.91
N,8/10/20,19.0,1.0,18.56
N,8/10/20,19.0,2.0,16.95
N,8/10/20,19.0,3.0,16.78
N,8/10/20,19.0,4.0,17.26
N,8/10/20,20.0,1.0,16.61
N,8/10/20,20.0,2.0,16.28
N,8/10/20,20.0,3.0,17.54
N,8/10/20,20.0,4.0,17.71
N,8/10/20,21.0,1.0,21.16
N,8/10/20,21.0,2.0,21.27
N,8/10/20,21.0,3.0,20.63
N,8/10/20,21.0,4.0,20.59
N,8/10/20,22.0,1.0,18.83
N,8/10/20,22.0,2.0,17.62
N,8/10/20,22.0,3.0,17.53
N,8/10/20,22.0,4.0,15.69
N,8/10/20,23.0,1.0,16.72
N,8/10/20,23.0,2.0,17.28
N,8/10/20,23.0,3.0,15.84
N,8/10/20,23.0,4.0,15.27
N,8/10/20,24.0,1.0,15.05
N,8/10/20,24.0,2.0,15.04
N,8/10/20,24.0,3.0,14.64
N,8/10/20,24.0,4.0,14.78
N,8/11/20,1.0,1.0,13.96
N,8/11/20,1.0,2.0,13.47
N,8/11/20,1.0,3.0,13.28
N,8/11/20,1.0,4.0,12.9
N,8/11/20,2.0,1.0,13.7
N,8/11/20,2.0,2.0,14.32
N,8/11/20,2.0,3.0,14.83
N,8/11/20,2.0,4.0,14.43
N,8/11/20,3.0,1.0,14.41
N,8/11/20,3.0,2.0,15.33
N,8/11/20,3.0,3.0,15.43
N,8/11/20,3.0,4.0,15.59
N,8/11/20,4.0,1.0,15.44
N,8/11/20,4.0,2.0,15.37
N,8/11/20,4.0,3.0,15.45
N,8/11/20,4.0,4.0,15.12
N,8/11/20,5.0,1.0,15.03
N,8/11/20,5.0,2.0,15.08
N,8/11/20,5.0,3.0,15.0
N,8/11/20,5.0,4.0,14.84
N,8/11/20,6.0,1.0,14.77
N,8/11/20,6.0,2.0,14.72
N,8/11/20,6.0,3.0,14.91
N,8/11/20,6.0,4.0,15.18
N,8/11/20,7.0,1.0,15.7
N,8/11/20,7.0,2.0,15.91
N,8/11/20,7.0,3.0,15.68
N,8/11/20,7.0,4.0,15.25
N,8/11/20,8.0,1.0,15.1
N,8/11/20,8.0,2.0,15.24
N,8/11/20,8.0,3.0,15.64
N,8/11/20,8.0,4.0,16.32
N,8/11/20,9.0,1.0,16.77
N,8/11/20,9.0,2.0,16.7
N,8/11/20,9.0,3.0,15.28
N,8/11/20,9.0,4.0,14.79
N,8/11/20,10.0,1.0,14.19
N,8/11/20,10.0,2.0,14.12
N,8/11/20,10.0,3.0,14.51
N,8/11/20,10.0,4.0,14.42
N,8/11/20,11.0,1.0,14.77
N,8/11/20,11.0,2.0,15.52
N,8/11/20,11.0,3.0,16.66
N,8/11/20,11.0,4.0,17.42
N,8/11/20,12.0,1.0,17.13
N,8/11/20,12.0,2.0,20.88
N,8/11/20,12.0,3.0,23.95
N,8/11/20,12.0,4.0,21.55
N,8/11/20,13.0,1.0,20.16
N,8/11/20,13.0,2.0,20.97
N,8/11/20,13.0,3.0,23.72
N,8/11/20,13.0,4.0,25.08
N,8/11/20,14.0,1.0,23.01
N,8/11/20,14.0,2.0,26.76
N,8/11/20,14.0,3.0,49.99
N,8/11/20,14.0,4.0,25.74
N,8/11/20,15.0,1.0,23.3
N,8/11/20,15.0,2.0,24.04
N,8/11/20,15.0,3.0,28.92
N,8/11/20,15.0,4.0,30.85
N,8/11/20,16.0,1.0,32.32
N,8/11/20,16.0,2.0,44.9
N,8/11/20,16.0,3.0,56.28
N,8/11/20,16.0,4.0,61.77
N,8/11/20,17.0,1.0,27.5
N,8/11/20,17.0,2.0,27.94
N,8/11/20,17.0,3.0,31.59
N,8/11/20,17.0,4.0,37.07
N,8/11/20,18.0,1.0,43.08
N,8/11/20,18.0,2.0,46.43
N,8/11/20,18.0,3.0,44.33
N,8/11/20,18.0,4.0,35.71
N,8/11/20,19.0,1.0,32.72
N,8/11/20,19.0,2.0,30.89
N,8/11/20,19.0,3.0,26.26
N,8/11/20,19.0,4.0,27.21
N,8/11/20,20.0,1.0,29.94
N,8/11/20,20.0,2.0,27.72
N,8/11/20,20.0,3.0,27.4
N,8/11/20,20.0,4.0,26.09
N,8/11/20,21.0,1.0,25.73
N,8/11/20,21.0,2.0,26.7
N,8/11/20,21.0,3.0,24.8
N,8/11/20,21.0,4.0,23.22
N,8/11/20,22.0,1.0,13.86
N,8/11/20,22.0,2.0,19.31
N,8/11/20,22.0,3.0,12.07
N,8/11/20,22.0,4.0,11.61
N,8/11/20,23.0,1.0,18.51
N,8/11/20,23.0,2.0,18.87
N,8/11/20,23.0,3.0,16.91
N,8/11/20,23.0,4.0,16.51
N,8/11/20,24.0,1.0,16.47
N,8/11/20,24.0,2.0,16.2
N,8/11/20,24.0,3.0,15.79
N,8/11/20,24.0,4.0,14.64
N,8/12/20,1.0,1.0,15.95
N,8/12/20,1.0,2.0,15.46
N,8/12/20,1.0,3.0,15.32
N,8/12/20,1.0,4.0,15.35
N,8/12/20,2.0,1.0,15.48
N,8/12/20,2.0,2.0,15.41
N,8/12/20,2.0,3.0,14.84
N,8/12/20,2.0,4.0,14.89
N,8/12/20,3.0,1.0,14.47
N,8/12/20,3.0,2.0,14.53
N,8/12/20,3.0,3.0,14.3
N,8/12/20,3.0,4.0,14.22
N,8/12/20,4.0,1.0,14.08
N,8/12/20,4.0,2.0,14.02
N,8/12/20,4.0,3.0,13.84
N,8/12/20,4.0,4.0,13.67
N,8/12/20,5.0,1.0,13.66
N,8/12/20,5.0,2.0,13.57
N,8/12/20,5.0,3.0,13.65
N,8/12/20,5.0,4.0,13.62
N,8/12/20,6.0,1.0,13.79
N,8/12/20,6.0,2.0,13.95
N,8/12/20,6.0,3.0,14.04
N,8/12/20,6.0,4.0,14.04
N,8/12/20,7.0,1.0,14.19
N,8/12/20,7.0,2.0,14.56
N,8/12/20,7.0,3.0,14.76
N,8/12/20,7.0,4.0,14.62
N,8/12/20,8.0,1.0,14.61
N,8/12/20,8.0,2.0,15.0
N,8/12/20,8.0,3.0,15.22
N,8/12/20,8.0,4.0,15.42
N,8/12/20,9.0,1.0,16.02
N,8/12/20,9.0,2.0,16.52
N,8/12/20,9.0,3.0,16.47
N,8/12/20,9.0,4.0,16.29
N,8/12/20,10.0,1.0,15.06
N,8/12/20,10.0,2.0,14.86
N,8/12/20,10.0,3.0,15.67
N,8/12/20,10.0,4.0,17.16
N,8/12/20,11.0,1.0,17.85
N,8/12/20,11.0,2.0,21.7
N,8/12/20,11.0,3.0,42.18
N,8/12/20,11.0,4.0,24.41
N,8/12/20,12.0,1.0,22.77
N,8/12/20,12.0,2.0,40.57
N,8/12/20,12.0,3.0,101.08
N,8/12/20,12.0,4.0,42.17
N,8/12/20,13.0,1.0,25.52
N,8/12/20,13.0,2.0,26.33
N,8/12/20,13.0,3.0,29.22
N,8/12/20,13.0,4.0,43.78
N,8/12/20,14.0,1.0,29.53
N,8/12/20,14.0,2.0,39.08
N,8/12/20,14.0,3.0,84.51
N,8/12/20,14.0,4.0,113.32
N,8/12/20,15.0,1.0,66.58
N,8/12/20,15.0,2.0,71.28
N,8/12/20,15.0,3.0,98.61
N,8/12/20,15.0,4.0,352.03
N,8/12/20,16.0,1.0,191.91
N,8/12/20,16.0,2.0,116.62
N,8/12/20,16.0,3.0,72.35
N,8/12/20,16.0,4.0,74.22
N,8/12/20,17.0,1.0,54.59
N,8/12/20,17.0,2.0,93.73
N,8/12/20,17.0,3.0,50.2
N,8/12/20,17.0,4.0,46.68
N,8/12/20,18.0,1.0,38.44
N,8/12/20,18.0,2.0,42.04
N,8/12/20,18.0,3.0,37.25
N,8/12/20,18.0,4.0,37.91
N,8/12/20,19.0,1.0,33.68
N,8/12/20,19.0,2.0,51.36
N,8/12/20,19.0,3.0,29.28
N,8/12/20,19.0,4.0,27.94
N,8/12/20,20.0,1.0,29.48
N,8/12/20,20.0,2.0,28.28
N,8/12/20,20.0,3.0,26.9
N,8/12/20,20.0,4.0,26.12
N,8/12/20,21.0,1.0,27.51
N,8/12/20,21.0,2.0,27.94
N,8/12/20,21.0,3.0,24.94
N,8/12/20,21.0,4.0,23.11
N,8/12/20,22.0,1.0,22.27
N,8/12/20,22.0,2.0,21.95
N,8/12/20,22.0,3.0,18.65
N,8/12/20,22.0,4.0,17.29
N,8/12/20,23.0,1.0,17.2
N,8/12/20,23.0,2.0,15.44
N,8/12/20,23.0,3.0,14.48
N,8/12/20,23.0,4.0,15.63
N,8/12/20,24.0,1.0,9.28
N,8/12/20,24.0,2.0,14.94
N,8/12/20,24.0,3.0,13.61
N,8/12/20,24.0,4.0,8.29
N,8/13/20,1.0,1.0,7.93
N,8/13/20,1.0,2.0,-4.06
N,8/13/20,1.0,3.0,-5.67
N,8/13/20,1.0,4.0,-6.0
N,8/13/20,2.0,1.0,-6.27
N,8/13/20,2.0,2.0,-6.27
N,8/13/20,2.0,3.0,-6.27
N,8/13/20,2.0,4.0,-6.28
N,8/13/20,3.0,1.0,-6.28
N,8/13/20,3.0,2.0,-6.27
N,8/13/20,3.0,3.0,-6.27
N,8/13/20,3.0,4.0,-6.01
N,8/13/20,4.0,1.0,-6.0
N,8/13/20,4.0,2.0,-6.0
N,8/13/20,4.0,3.0,-6.0
N,8/13/20,4.0,4.0,-6.0
N,8/13/20,5.0,1.0,-6.08
N,8/13/20,5.0,2.0,-6.26
N,8/13/20,5.0,3.0,-6.26
N,8/13/20,5.0,4.0,-6.26
N,8/13/20,6.0,1.0,-18.11
N,8/13/20,6.0,2.0,-18.34
N,8/13/20,6.0,3.0,-14.28
N,8/13/20,6.0,4.0,-6.26
N,8/13/20,7.0,1.0,-6.09
N,8/13/20,7.0,2.0,-6.09
N,8/13/20,7.0,3.0,-5.68
N,8/13/20,7.0,4.0,1.76
N,8/13/20,8.0,1.0,11.98
N,8/13/20,8.0,2.0,12.8
N,8/13/20,8.0,3.0,13.29
N,8/13/20,8.0,4.0,13.05
N,8/13/20,9.0,1.0,12.85
N,8/13/20,9.0,2.0,14.37
N,8/13/20,9.0,3.0,14.44
N,8/13/20,9.0,4.0,13.46
N,8/13/20,10.0,1.0,11.25
N,8/13/20,10.0,2.0,11.34
N,8/13/20,10.0,3.0,12.02
N,8/13/20,10.0,4.0,13.16
N,8/13/20,11.0,1.0,11.78
N,8/13/20,11.0,2.0,12.15
N,8/13/20,11.0,3.0,12.48
N,8/13/20,11.0,4.0,12.63
N,8/13/20,12.0,1.0,13.97
N,8/13/20,12.0,2.0,16.52
N,8/13/20,12.0,3.0,19.39
N,8/13/20,12.0,4.0,21.54
N,8/13/20,13.0,1.0,21.81
N,8/13/20,13.0,2.0,23.8
N,8/13/20,13.0,3.0,23.75
N,8/13/20,13.0,4.0,25.22
N,8/13/20,14.0,1.0,25.35
N,8/13/20,14.0,2.0,25.87
N,8/13/20,14.0,3.0,29.39
N,8/13/20,14.0,4.0,33.24
N,8/13/20,15.0,1.0,25.47
N,8/13/20,15.0,2.0,29.82
N,8/13/20,15.0,3.0,32.17
N,8/13/20,15.0,4.0,38.63
N,8/13/20,16.0,1.0,36.8
N,8/13/20,16.0,2.0,37.22
N,8/13/20,16.0,3.0,33.16
N,8/13/20,16.0,4.0,28.38
N,8/13/20,17.0,1.0,27.75
N,8/13/20,17.0,2.0,31.76
N,8/13/20,17.0,3.0,30.35
N,8/13/20,17.0,4.0,29.83
N,8/13/20,18.0,1.0,25.85
N,8/13/20,18.0,2.0,26.78
N,8/13/20,18.0,3.0,26.48
N,8/13/20,18.0,4.0,26.24
N,8/13/20,19.0,1.0,25.98
N,8/13/20,19.0,2.0,26.02
N,8/13/20,19.0,3.0,26.03
N,8/13/20,19.0,4.0,25.76
N,8/13/20,20.0,1.0,26.93
N,8/13/20,20.0,2.0,26.71
N,8/13/20,20.0,3.0,26.58
N,8/13/20,20.0,4.0,25.64
N,8/13/20,21.0,1.0,25.16
N,8/13/20,21.0,2.0,24.98
N,8/13/20,21.0,3.0,24.38
N,8/13/20,21.0,4.0,22.51
N,8/13/20,22.0,1.0,21.4
N,8/13/20,22.0,2.0,19.61
N,8/13/20,22.0,3.0,18.62
N,8/13/20,22.0,4.0,18.0
N,8/13/20,23.0,1.0,17.69
N,8/13/20,23.0,2.0,17.44
N,8/13/20,23.0,3.0,16.86
N,8/13/20,23.0,4.0,16.3
N,8/13/20,24.0,1.0,16.35
N,8/13/20,24.0,2.0,16.3
N,8/13/20,24.0,3.0,16.07
N,8/13/20,24.0,4.0,15.6
N,8/14/20,1.0,1.0,15.21
N,8/14/20,1.0,2.0,15.55
N,8/14/20,1.0,3.0,15.36
N,8/14/20,1.0,4.0,15.14
N,8/14/20,2.0,1.0,13.88
N,8/14/20,2.0,2.0,13.19
N,8/14/20,2.0,3.0,12.91
N,8/14/20,2.0,4.0,12.47
N,8/14/20,3.0,1.0,12.47
N,8/14/20,3.0,2.0,13.2
N,8/14/20,3.0,3.0,12.46
N,8/14/20,3.0,4.0,11.6
N,8/14/20,4.0,1.0,11.07
N,8/14/20,4.0,2.0,10.89
N,8/14/20,4.0,3.0,11.72
N,8/14/20,4.0,4.0,11.74
N,8/14/20,5.0,1.0,11.85
N,8/14/20,5.0,2.0,11.77
N,8/14/20,5.0,3.0,11.34
N,8/14/20,5.0,4.0,11.32
N,8/14/20,6.0,1.0,12.28
N,8/14/20,6.0,2.0,12.78
N,8/14/20,6.0,3.0,13.02
N,8/14/20,6.0,4.0,12.98
N,8/14/20,7.0,1.0,12.95
N,8/14/20,7.0,2.0,13.15
N,8/14/20,7.0,3.0,13.28
N,8/14/20,7.0,4.0,13.09
N,8/14/20,8.0,1.0,13.08
N,8/14/20,8.0,2.0,13.07
N,8/14/20,8.0,3.0,13.09
N,8/14/20,8.0,4.0,13.59
N,8/14/20,9.0,1.0,14.22
N,8/14/20,9.0,2.0,14.89
N,8/14/20,9.0,3.0,15.16
N,8/14/20,9.0,4.0,15.26
N,8/14/20,10.0,1.0,15.69
N,8/14/20,10.0,2.0,15.61
N,8/14/20,10.0,3.0,15.2
N,8/14/20,10.0,4.0,15.46
N,8/14/20,11.0,1.0,15.96
N,8/14/20,11.0,2.0,16.87
N,8/14/20,11.0,3.0,18.14
N,8/14/20,11.0,4.0,19.42
N,8/14/20,12.0,1.0,21.14
N,8/14/20,12.0,2.0,23.18
N,8/14/20,12.0,3.0,24.65
N,8/14/20,12.0,4.0,25.69
N,8/14/20,13.0,1.0,26.12
N,8/14/20,13.0,2.0,30.18
N,8/14/20,13.0,3.0,31.64
N,8/14/20,13.0,4.0,45.55
N,8/14/20,14.0,1.0,49.57
N,8/14/20,14.0,2.0,43.27
N,8/14/20,14.0,3.0,99.38
N,8/14/20,14.0,4.0,168.64
N,8/14/20,15.0,1.0,340.85
N,8/14/20,15.0,2.0,442.58
N,8/14/20,15.0,3.0,624.62
N,8/14/20,15.0,4.0,1040.5
N,8/14/20,16.0,1.0,857.8
N,8/14/20,16.0,2.0,818.05
N,8/14/20,16.0,3.0,653.15
N,8/14/20,16.0,4.0,740.98
N,8/14/20,17.0,1.0,610.48
N,8/14/20,17.0,2.0,421.63
N,8/14/20,17.0,3.0,227.02
N,8/14/20,17.0,4.0,160.49
N,8/14/20,18.0,1.0,35.72
N,8/14/20,18.0,2.0,40.76
N,8/14/20,18.0,3.0,39.86
N,8/14/20,18.0,4.0,31.94
N,8/14/20,19.0,1.0,26.8
N,8/14/20,19.0,2.0,27.87
N,8/14/20,19.0,3.0,24.8
N,8/14/20,19.0,4.0,18.91
N,8/14/20,20.0,1.0,15.95
N,8/14/20,20.0,2.0,11.4
N,8/14/20,20.0,3.0,6.5
N,8/14/20,20.0,4.0,5.83
N,8/14/20,21.0,1.0,8.28
N,8/14/20,21.0,2.0,8.81
N,8/14/20,21.0,3.0,6.66
N,8/14/20,21.0,4.0,6.13
N,8/14/20,22.0,1.0,18.45
N,8/14/20,22.0,2.0,18.61
N,8/14/20,22.0,3.0,17.31
N,8/14/20,22.0,4.0,17.16
N,8/14/20,23.0,1.0,17.93
N,8/14/20,23.0,2.0,18.14
N,8/14/20,23.0,3.0,18.32
N,8/14/20,23.0,4.0,17.97
N,8/14/20,24.0,1.0,17.64
N,8/14/20,24.0,2.0,17.9
N,8/14/20,24.0,3.0,17.96
N,8/14/20,24.0,4.0,17.95
N,8/15/20,1.0,1.0,17.92
N,8/15/20,1.0,2.0,17.91
N,8/15/20,1.0,3.0,17.8
N,8/15/20,1.0,4.0,17.59
N,8/15/20,2.0,1.0,17.38
N,8/15/20,2.0,2.0,17.5
N,8/15/20,2.0,3.0,17.4
N,8/15/20,2.0,4.0,17.28
N,8/15/20,3.0,1.0,16.84
N,8/15/20,3.0,2.0,16.94
N,8/15/20,3.0,3.0,16.87
N,8/15/20,3.0,4.0,16.69
N,8/15/20,4.0,1.0,16.71
N,8/15/20,4.0,2.0,16.54
N,8/15/20,4.0,3.0,16.32
N,8/15/20,4.0,4.0,16.36
N,8/15/20,5.0,1.0,16.31
N,8/15/20,5.0,2.0,16.12
N,8/15/20,5.0,3.0,16.13
N,8/15/20,5.0,4.0,16.11
N,8/15/20,6.0,1.0,16.08
N,8/15/20,6.0,2.0,16.18
N,8/15/20,6.0,3.0,16.39
N,8/15/20,6.0,4.0,16.62
N,8/15/20,7.0,1.0,16.69
N,8/15/20,7.0,2.0,16.96
N,8/15/20,7.0,3.0,16.99
N,8/15/20,7.0,4.0,16.68
N,8/15/20,8.0,1.0,16.76
N,8/15/20,8.0,2.0,16.96
N,8/15/20,8.0,3.0,17.16
N,8/15/20,8.0,4.0,17.2
N,8/15/20,9.0,1.0,17.51
N,8/15/20,9.0,2.0,17.94
N,8/15/20,9.0,3.0,18.0
N,8/15/20,9.0,4.0,18.21
N,8/15/20,10.0,1.0,18.69
N,8/15/20,10.0,2.0,19.03
N,8/15/20,10.0,3.0,19.77
N,8/15/20,10.0,4.0,20.37
N,8/15/20,11.0,1.0,22.49
N,8/15/20,11.0,2.0,24.87
N,8/15/20,11.0,3.0,29.3
N,8/15/20,11.0,4.0,30.05
N,8/15/20,12.0,1.0,27.86
N,8/15/20,12.0,2.0,32.72
N,8/15/20,12.0,3.0,53.24
N,8/15/20,12.0,4.0,38.07
N,8/15/20,13.0,1.0,29.42
N,8/15/20,13.0,2.0,48.24
N,8/15/20,13.0,3.0,62.17
N,8/15/20,13.0,4.0,66.74
N,8/15/20,14.0,1.0,123.67
N,8/15/20,14.0,2.0,241.3
N,8/15/20,14.0,3.0,469.56
N,8/15/20,14.0,4.0,490.79
N,8/15/20,15.0,1.0,251.6
N,8/15/20,15.0,2.0,881.38
N,8/15/20,15.0,3.0,866.77
N,8/15/20,15.0,4.0,957.81
N,8/15/20,16.0,1.0,1387.78
N,8/15/20,16.0,2.0,2218.81
N,8/15/20,16.0,3.0,1839.75
N,8/15/20,16.0,4.0,1344.22
N,8/15/20,17.0,1.0,812.13
N,8/15/20,17.0,2.0,450.84
N,8/15/20,17.0,3.0,264.36
N,8/15/20,17.0,4.0,83.54
N,8/15/20,18.0,1.0,58.59
N,8/15/20,18.0,2.0,35.19
N,8/15/20,18.0,3.0,28.98
N,8/15/20,18.0,4.0,27.85
N,8/15/20,19.0,1.0,26.72
N,8/15/20,19.0,2.0,27.15
N,8/15/20,19.0,3.0,27.51
N,8/15/20,19.0,4.0,27.34
N,8/15/20,20.0,1.0,35.85
N,8/15/20,20.0,2.0,37.66
N,8/15/20,20.0,3.0,31.28
N,8/15/20,20.0,4.0,27.28
N,8/15/20,21.0,1.0,30.79
N,8/15/20,21.0,2.0,30.27
N,8/15/20,21.0,3.0,30.71
N,8/15/20,21.0,4.0,31.16
N,8/15/20,22.0,1.0,26.39
N,8/15/20,22.0,2.0,24.25
N,8/15/20,22.0,3.0,21.79
N,8/15/20,22.0,4.0,20.81
N,8/15/20,23.0,1.0,20.43
N,8/15/20,23.0,2.0,20.17
N,8/15/20,23.0,3.0,19.11
N,8/15/20,23.0,4.0,18.07
N,8/15/20,24.0,1.0,17.9
N,8/15/20,24.0,2.0,17.58
N,8/15/20,24.0,3.0,17.13
N,8/15/20,24.0,4.0,17.58
N,8/16/20,1.0,1.0,17.58
N,8/16/20,1.0,2.0,17.35
N,8/16/20,1.0,3.0,17.17
N,8/16/20,1.0,4.0,17.09
N,8/16/20,2.0,1.0,17.39
N,8/16/20,2.0,2.0,17.49
N,8/16/20,2.0,3.0,17.57
N,8/16/20,2.0,4.0,17.5
N,8/16/20,3.0,1.0,17.45
N,8/16/20,3.0,2.0,17.3
N,8/16/20,3.0,3.0,16.97
N,8/16/20,3.0,4.0,16.75
N,8/16/20,4.0,1.0,16.35
N,8/16/20,4.0,2.0,16.33
N,8/16/20,4.0,3.0,16.11
N,8/16/20,4.0,4.0,16.18
N,8/16/20,5.0,1.0,16.55
N,8/16/20,5.0,2.0,16.53
N,8/16/20,5.0,3.0,16.67
N,8/16/20,5.0,4.0,16.7
N,8/16/20,6.0,1.0,16.58
N,8/16/20,6.0,2.0,16.49
N,8/16/20,6.0,3.0,16.35
N,8/16/20,6.0,4.0,16.35
N,8/16/20,7.0,1.0,16.17
N,8/16/20,7.0,2.0,16.08
N,8/16/20,7.0,3.0,16.08
N,8/16/20,7.0,4.0,15.93
N,8/16/20,8.0,1.0,15.77
N,8/16/20,8.0,2.0,15.68
N,8/16/20,8.0,3.0,15.77
N,8/16/20,8.0,4.0,16.02
N,8/16/20,9.0,1.0,16.32
N,8/16/20,9.0,2.0,16.6
N,8/16/20,9.0,3.0,17.06
N,8/16/20,9.0,4.0,17.45
N,8/16/20,10.0,1.0,17.95
N,8/16/20,10.0,2.0,18.03
N,8/16/20,10.0,3.0,18.46
N,8/16/20,10.0,4.0,18.46
N,8/16/20,11.0,1.0,19.29
N,8/16/20,11.0,2.0,20.95
N,8/16/20,11.0,3.0,24.29
N,8/16/20,11.0,4.0,24.5
N,8/16/20,12.0,1.0,23.68
N,8/16/20,12.0,2.0,25.92
N,8/16/20,12.0,3.0,27.34
N,8/16/20,12.0,4.0,28.29
N,8/16/20,13.0,1.0,26.81
N,8/16/20,13.0,2.0,27.3
N,8/16/20,13.0,3.0,34.61
N,8/16/20,13.0,4.0,36.95
N,8/16/20,14.0,1.0,52.84
N,8/16/20,14.0,2.0,81.46
N,8/16/20,14.0,3.0,109.77
N,8/16/20,14.0,4.0,106.39
N,8/16/20,15.0,1.0,109.93
N,8/16/20,15.0,2.0,252.69
N,8/16/20,15.0,3.0,447.42
N,8/16/20,15.0,4.0,617.2
N,8/16/20,16.0,1.0,447.39
N,8/16/20,16.0,2.0,360.39
N,8/16/20,16.0,3.0,209.08
N,8/16/20,16.0,4.0,183.8
N,8/16/20,17.0,1.0,191.14
N,8/16/20,17.0,2.0,507.86
N,8/16/20,17.0,3.0,194.68
N,8/16/20,17.0,4.0,78.23
N,8/16/20,18.0,1.0,47.02
N,8/16/20,18.0,2.0,41.73
N,8/16/20,18.0,3.0,28.25
N,8/16/20,18.0,4.0,28.19
N,8/16/20,19.0,1.0,26.71
N,8/16/20,19.0,2.0,26.48
N,8/16/20,19.0,3.0,24.76
N,8/16/20,19.0,4.0,18.55
N,8/16/20,20.0,1.0,17.29
N,8/16/20,20.0,2.0,7.64
N,8/16/20,20.0,3.0,6.32
N,8/16/20,20.0,4.0,8.6
N,8/16/20,21.0,1.0,16.55
N,8/16/20,21.0,2.0,19.72
N,8/16/20,21.0,3.0,17.73
N,8/16/20,21.0,4.0,17.62
N,8/16/20,22.0,1.0,17.26
N,8/16/20,22.0,2.0,17.29
N,8/16/20,22.0,3.0,16.84
N,8/16/20,22.0,4.0,16.02
N,8/16/20,23.0,1.0,15.39
N,8/16/20,23.0,2.0,15.76
N,8/16/20,23.0,3.0,16.27
N,8/16/20,23.0,4.0,14.8
N,8/16/20,24.0,1.0,14.46
N,8/16/20,24.0,2.0,14.07
N,8/16/20,24.0,3.0,13.42
N,8/16/20,24.0,4.0,12.53
N,8/17/20,1.0,1.0,13.53
N,8/17/20,1.0,2.0,13.47
N,8/17/20,1.0,3.0,13.54
N,8/17/20,1.0,4.0,12.97
N,8/17/20,2.0,1.0,12.93
N,8/17/20,2.0,2.0,12.92
N,8/17/20,2.0,3.0,12.75
N,8/17/20,2.0,4.0,12.39
N,8/17/20,3.0,1.0,13.72
N,8/17/20,3.0,2.0,14.01
N,8/17/20,3.0,3.0,13.59
N,8/17/20,3.0,4.0,12.99
N,8/17/20,4.0,1.0,12.89
N,8/17/20,4.0,2.0,-4.09
N,8/17/20,4.0,3.0,13.26
N,8/17/20,4.0,4.0,13.99
N,8/17/20,5.0,1.0,14.46
N,8/17/20,5.0,2.0,15.11
N,8/17/20,5.0,3.0,15.32
N,8/17/20,5.0,4.0,15.26
N,8/17/20,6.0,1.0,15.17
N,8/17/20,6.0,2.0,15.56
N,8/17/20,6.0,3.0,15.51
N,8/17/20,6.0,4.0,15.56
N,8/17/20,7.0,1.0,16.23
N,8/17/20,7.0,2.0,16.72
N,8/17/20,7.0,3.0,16.79
N,8/17/20,7.0,4.0,16.6
N,8/17/20,8.0,1.0,16.75
N,8/17/20,8.0,2.0,16.84
N,8/17/20,8.0,3.0,17.2
N,8/17/20,8.0,4.0,17.25
N,8/17/20,9.0,1.0,17.7
N,8/17/20,9.0,2.0,17.84
N,8/17/20,9.0,3.0,17.89
N,8/17/20,9.0,4.0,17.9
N,8/17/20,10.0,1.0,17.84
N,8/17/20,10.0,2.0,18.06
N,8/17/20,10.0,3.0,17.9
N,8/17/20,10.0,4.0,17.47
N,8/17/20,11.0,1.0,17.44
N,8/17/20,11.0,2.0,17.51
N,8/17/20,11.0,3.0,17.61
N,8/17/20,11.0,4.0,17.89
N,8/17/20,12.0,1.0,18.62
N,8/17/20,12.0,2.0,19.43
N,8/17/20,12.0,3.0,20.1
N,8/17/20,12.0,4.0,20.97
N,8/17/20,13.0,1.0,21.35
N,8/17/20,13.0,2.0,21.29
N,8/17/20,13.0,3.0,23.84
N,8/17/20,13.0,4.0,25.06
N,8/17/20,14.0,1.0,25.15
