,date,secchi_m,chla,TP,Perception
0,1986-04-14,3.6,,,
1,1986-04-21,4.0,,,
2,1986-04-30,4.0,,,
3,1986-05-07,2.4,,,
4,1986-05-12,4.3,,,
5,1986-05-23,4.0,,,1.0
6,1986-06-08,3.6,,,1.0
7,1986-06-20,2.7,,,1.0
8,1986-06-27,2.4,,,1.0
9,1986-07-07,2.7,,,1.0
10,1986-07-15,3.0,,,1.0
11,1986-07-22,3.0,,,1.0
12,1986-08-01,2.7,,,1.0
13,1986-08-08,2.7,,,2.0
14,1986-08-15,2.7,,,2.0
15,1986-08-22,2.4,,,1.0
16,1986-09-06,2.4,,,2.0
17,1986-09-19,2.1,,,2.0
18,1986-09-25,2.1,,,2.0
19,1986-10-10,2.1,,,2.0
20,1986-10-31,2.1,,,
21,1987-06-15,3.1,,,
22,1987-06-23,2.9,,,
23,1987-07-01,3.0,,,
24,1987-07-07,2.9,,,
25,1987-07-14,3.3,,,
26,1987-07-22,3.0,,,
27,1987-07-29,2.9,,,
28,1987-08-07,2.9,,,
29,1987-08-14,3.0,,,
30,1987-08-22,2.8,,,
31,1987-09-02,2.7,,,
32,1987-09-16,2.9,,,
33,1987-09-24,3.0,,,
34,1987-10-08,2.9,,,
35,1987-10-21,3.2,,,
36,1988-06-03,4.7,,,
37,1988-06-05,4.6,,,2.0
38,1988-06-10,4.4,,,
39,1988-06-16,4.6,,,
40,1988-06-23,4.3,,,1.0
41,1988-06-29,4.3,,,2.0
42,1988-07-01,4.4,,,2.0
43,1988-07-09,4.3,,,2.0
44,1988-07-12,2.7,,,2.0
45,1988-07-19,2.9,,,2.0
46,1988-07-22,4.4,,,2.0
47,1988-07-24,2.7,,,2.0
48,1988-07-27,4.1,,,2.0
49,1988-08-10,3.3,,,2.0
50,1988-08-15,3.0,,,2.0
51,1989-07-25,3.8,,,2.0
52,1989-08-04,3.3,,,2.0
53,1989-08-11,3.3,,,2.0
54,1989-08-19,3.2,,,2.0
55,1989-08-25,2.9,,,2.0
56,1989-09-01,2.7,,,2.0
57,1989-09-20,3.0,,,2.0
58,1989-09-28,3.3,,,2.0
59,1992-05-18,3.8,,,2.0
60,1992-05-26,4.5,,,2.0
61,1992-06-01,5.2,,,2.0
62,1992-06-09,4.6,,,2.0
63,1992-06-17,3.3,,,2.0
64,1992-06-22,2.7,,,
65,1992-06-30,2.9,,,2.0
66,1992-07-03,3.0,,,2.0
67,1992-07-15,3.0,,,2.0
68,1992-07-21,3.1,,,2.0
69,1992-08-05,2.9,,,2.0
70,1992-08-13,2.8,,,2.0
71,1992-08-28,3.3,,,1.0
72,1992-09-04,3.3,,,2.0
73,1992-09-11,3.0,,,
74,1992-09-17,3.5,,,
75,1992-09-24,3.3,,,2.0
76,1992-09-30,3.1,,,2.0
77,1993-05-11,5.2,,,1.0
78,1993-05-28,5.4,,,2.0
79,1993-06-04,5.2,,,
80,1993-06-29,5.0,,,1.0
81,1993-07-09,4.9,,,2.0
82,1993-07-15,4.6,,,2.0
83,1993-07-21,4.8,,,2.0
84,1993-07-31,3.3,,,2.0
85,1993-08-10,3.6,,,2.0
86,1993-08-25,4.3,,,2.0
87,1993-09-23,3.5,,,2.0
88,1994-05-10,5.0,,,5.0
89,1994-05-28,5.1,,,
90,1994-06-07,5.0,,,
91,1994-06-15,5.0,,,
92,1994-06-25,4.9,,,
93,1994-07-02,3.9,,,
