# 1. Arc ID| 2. Arc first node| 3. Arc second node| 4. Arc capacity|5. Arc length
A01345|NC021|NC040|1.00E+06|35.92640053
A01346|NC021|NC041|1.00E+06|254.4687696
A01347|NC021|NC042|1.00E+06|293.8329547
A01348|NC021|NC043|1.00E+06|207.8544306
A01349|NC021|NC044|1.00E+06|195.1814572
A01350|NC021|NC045|1.00E+06|215.7997815
A01351|NC021|NC048|1.00E+06|208.5613178
A01352|NC021|NC049|1.00E+06|232.3919297
A01353|NC021|NC050|1.00E+06|208.4815825
A01354|NC021|NC051|1.00E+06|248.5619153
A01355|NC021|NC052|1.00E+06|203.4612255
A01356|NC021|NC054|1.00E+06|180.7689677
A01357|NC021|NC061|1.00E+06|184.0798871
A01358|NC021|NC063|1.00E+06|195.280356
A01359|NC021|NC064|1.00E+06|205.9417792
A01360|NC021|NC065|1.00E+06|114.8248904
A01361|NC021|NC066|1.00E+06|168.1060769
A01362|NC021|NC068|1.00E+06|134.0511308
A01363|NC021|NC069|1.00E+06|140.671674
A01364|NC021|NC070|1.00E+06|35.03381872
A01365|NC021|NC071|1.00E+06|326.9224371
A01366|NC021|NC074|1.00E+06|315.8710562
A01367|NC021|NC076|1.00E+06|83.38046015
A01368|NC021|NC080|1.00E+06|124.9915307
A01369|NC021|NC086|1.00E+06|100.9725068
A01370|NC021|NC089|1.00E+06|98.01911335
A01371|NC021|NC090|1.00E+06|314.7696704
A01372|NC021|NC092|1.00E+06|293.8255982
A01373|NC021|NC093|1.00E+06|278.1765804
A01374|NC021|NC095|1.00E+06|132.6305986
A01375|NC021|NC097|1.00E+06|112.4420754
A01376|NC021|NC101|1.00E+06|245.7545973
A01377|NC021|NC105|1.00E+06|256.1698747
A01378|NC021|NC106|1.00E+06|261.0065744
A01379|NC021|NC107|1.00E+06|186.061134
A01380|NC021|NC109|1.00E+06|167.8786607
A01381|NC021|NC110|1.00E+06|160.3458532
A01382|NC021|NC111|1.00E+06|173.1115639
A01383|NC021|NC115|1.00E+06|18.31664134
A01384|NC021|NC116|1.00E+06|21.59558574
A01385|NC021|NC120|1.00E+06|18.28902221
A01386|NC021|NC121|1.00E+06|16.23741287
A01387|NC021|NC128|1.00E+06|285.5792897
A01388|NC021|NC130|1.00E+06|270.971158
A01389|NC021|NC132|1.00E+06|133.839877
A01390|NC021|NC133|1.00E+06|123.2350892
A01391|NC021|NC136|1.00E+06|43.20149883
A01392|NC021|NC143|1.00E+06|61.10244598
A01393|NC021|NC146|1.00E+06|64.2511069
A01394|NC021|NC150|1.00E+06|32.72999387
A01395|NC021|NC152|1.00E+06|162.5058141
A01396|NC021|NC154|1.00E+06|175.1642302
A01397|NC021|NC157|1.00E+06|191.3072269
A01398|NC021|NC158|1.00E+06|121.140673
A01399|NC021|NC160|1.00E+06|124.364478
A01400|NC021|NC161|1.00E+06|149.135874
A01401|NC021|NC162|1.00E+06|69.09084666
A01402|NC021|NC166|1.00E+06|145.4359554
A01403|NC021|NC167|1.00E+06|227.8120301
A01404|NC021|NC168|1.00E+06|250.5331763
A01405|NC021|NC173|1.00E+06|48.77927084
A01406|NC021|NC174|1.00E+06|68.26116975
A01407|NC021|NC175|1.00E+06|52.12789917
A01408|NC021|NC179|1.00E+06|73.79486802
A01409|NC021|NC189|1.00E+06|321.0025066
A01410|NC021|NC190|1.00E+06|351.9935662
A01411|NC021|NC192|1.00E+06|370.8288769
A01412|NC021|NC193|1.00E+06|381.6980985
A01413|NC021|NC194|1.00E+06|119.3297069
A01414|NC021|NC195|1.00E+06|234.8374516
A01415|NC021|NC196|1.00E+06|245.0829139
A01416|NC021|NC197|1.00E+06|231.5649117
A01417|NC021|NC198|1.00E+06|232.3629275
A01418|NC021|NC199|1.00E+06|298.3997244
A01419|NC021|NC200|1.00E+06|44.12195009
A01420|NC021|NC201|1.00E+06|49.39243812
A01421|NC021|NC202|1.00E+06|74.05509704
A01422|NC021|NC203|1.00E+06|115.1092656
A01423|NC021|NC205|1.00E+06|103.8281867
A01424|NC021|NC206|1.00E+06|52.97406082
A01425|NC021|NC207|1.00E+06|74.31022914
A01426|NC021|NC213|1.00E+06|82.72834926
A01427|NC021|NC215|1.00E+06|103.4142668
A01428|NC021|NC216|1.00E+06|364.4506624
A01429|NC021|NC217|1.00E+06|369.4304686
A01430|NC021|NC219|1.00E+06|355.2638996
A01431|NC021|NC220|1.00E+06|284.41615
A01432|NC021|NC222|1.00E+06|282.7092844
A01433|NC021|NC223|1.00E+06|291.484876
A01434|NC021|NC224|1.00E+06|242.6900663
A01435|NC021|NC227|1.00E+06|249.2755306
A01436|NC021|NC228|1.00E+06|200.6557941
A01437|NC021|NC229|1.00E+06|217.1934539
A01438|NC021|NC230|1.00E+06|225.7320777
A01439|NC021|NC231|1.00E+06|352.4951643
A01440|NC021|NC233|1.00E+06|113.2320756
A01441|NC021|NC234|1.00E+06|128.1199188
A01442|NC021|NC236|1.00E+06|74.49786131
A01443|NC021|NC237|1.00E+06|78.58972234
A01444|NC021|NC238|1.00E+06|94.261034
A01445|NC021|NC240|1.00E+06|98.73195236
A01446|NC021|NC241|1.00E+06|77.90183096
A01447|NC021|NC242|1.00E+06|38.94840731
A01448|NC021|NC243|1.00E+06|89.55657784
A01449|NC021|NC245|1.00E+06|175.0288294
A01450|NC022|NC002|1.00E+06|137.7148961
A01451|NC022|NC003|1.00E+06|13.6456004
A01452|NC022|NC004|1.00E+06|312.0527949
A01453|NC022|NC005|1.00E+06|311.50168
A01454|NC022|NC006|1.00E+06|316.6784034
A01455|NC022|NC007|1.00E+06|328.8434069
A01456|NC022|NC008|1.00E+06|289.8022401
A01457|NC022|NC013|1.00E+06|28.82618383
A01458|NC022|NC015|1.00E+06|6.660817097
A01459|NC022|NC025|1.00E+06|18.11398343
A01460|NC022|NC026|1.00E+06|10.43377746
A01461|NC022|NC029|1.00E+06|304.9447155
A01462|NC022|NC031|1.00E+06|385.4694398
A01463|NC022|NC032|1.00E+06|31.75373005
A01464|NC022|NC034|1.00E+06|33.00699195
A01465|NC022|NC040|1.00E+06|17.58494998
A01466|NC022|NC041|1.00E+06|235.4585398
A01467|NC022|NC042|1.00E+06|273.8876115
A01468|NC022|NC043|1.00E+06|190.1945718
A01469|NC022|NC044|1.00E+06|176.2172889
A01470|NC022|NC045|1.00E+06|194.3883911
A01471|NC022|NC048|1.00E+06|187.9836606
A01472|NC022|NC049|1.00E+06|210.3033392
A01473|NC022|NC050|1.00E+06|190.9556957
A01474|NC022|NC051|1.00E+06|224.6978549
A01475|NC022|NC052|1.00E+06|182.3722533
A01476|NC022|NC054|1.00E+06|156.692101
A01477|NC022|NC061|1.00E+06|161.1520348
A01478|NC022|NC063|1.00E+06|170.999097
A01479|NC022|NC064|1.00E+06|181.7723208
A01480|NC022|NC065|1.00E+06|94.94752243
A01481|NC022|NC066|1.00E+06|145.9056589
A01482|NC022|NC068|1.00E+06|111.5812315
A01483|NC022|NC069|1.00E+06|119.5953085
A01484|NC022|NC070|1.00E+06|59.91069654
A01485|NC022|NC071|1.00E+06|306.008414
A01486|NC022|NC074|1.00E+06|296.3861595
A01487|NC022|NC076|1.00E+06|63.69689127
A01488|NC022|NC080|1.00E+06|101.0077573
A01489|NC022|NC086|1.00E+06|76.48625848
A01490|NC022|NC089|1.00E+06|77.68865912
A01491|NC022|NC090|1.00E+06|289.0593522
A01492|NC022|NC092|1.00E+06|268.3967892
A01493|NC022|NC093|1.00E+06|252.6375892
A01494|NC022|NC095|1.00E+06|107.6985064
A01495|NC022|NC097|1.00E+06|86.70002257
A01496|NC022|NC101|1.00E+06|223.8948668
A01497|NC022|NC105|1.00E+06|232.02449
A01498|NC022|NC106|1.00E+06|238.1986781
A01499|NC022|NC107|1.00E+06|166.2352588
A01500|NC022|NC109|1.00E+06|147.7756784
A01501|NC022|NC110|1.00E+06|141.3460311
A01502|NC022|NC111|1.00E+06|148.8263641
A01503|NC022|NC115|1.00E+06|33.66457224
A01504|NC022|NC116|1.00E+06|47.2481872
A01505|NC022|NC120|1.00E+06|43.66326467
A01506|NC022|NC121|1.00E+06|40.80662329
A01507|NC022|NC128|1.00E+06|261.0271155
A01508|NC022|NC130|1.00E+06|247.5412227
A01509|NC022|NC132|1.00E+06|126.0562006
A01510|NC022|NC133|1.00E+06|115.4962872
A01511|NC022|NC136|1.00E+06|34.94475353
A01512|NC022|NC143|1.00E+06|55.97398699
A01513|NC022|NC146|1.00E+06|54.86577077
A01514|NC022|NC150|1.00E+06|43.00586372
A01515|NC022|NC152|1.00E+06|145.9739404
A01516|NC022|NC154|1.00E+06|157.3343101
A01517|NC022|NC157|1.00E+06|174.5389062
A01518|NC022|NC158|1.00E+06|105.0632757
A01519|NC022|NC160|1.00E+06|110.0704833
A01520|NC022|NC161|1.00E+06|136.2334272
A01521|NC022|NC162|1.00E+06|80.55049804
A01522|NC022|NC166|1.00E+06|119.906671
A01523|NC022|NC167|1.00E+06|202.9032026
A01524|NC022|NC168|1.00E+06|225.115725
A01525|NC022|NC173|1.00E+06|50.14874863
A01526|NC022|NC174|1.00E+06|67.88609506
A01527|NC022|NC175|1.00E+06|30.51158292
A01528|NC022|NC179|1.00E+06|52.95466688
A01529|NC022|NC189|1.00E+06|299.3193094
A01530|NC022|NC190|1.00E+06|330.5394512
A01531|NC022|NC192|1.00E+06|355.0220029
A01532|NC022|NC193|1.00E+06|363.4491562
A01533|NC022|NC194|1.00E+06|97.42115389
A01534|NC022|NC195|1.00E+06|223.5042731
A01535|NC022|NC196|1.00E+06|219.3978558
A01536|NC022|NC197|1.00E+06|209.3927582
A01537|NC022|NC198|1.00E+06|207.0236639
A01538|NC022|NC199|1.00E+06|284.9620271
A01539|NC022|NC200|1.00E+06|33.39114276
A01540|NC022|NC201|1.00E+06|45.74661871
A01541|NC022|NC202|1.00E+06|62.5638755
A01542|NC022|NC203|1.00E+06|101.2357759
A01543|NC022|NC205|1.00E+06|89.73288735
A01544|NC022|NC206|1.00E+06|44.96315724
A01545|NC022|NC207|1.00E+06|58.98319411
A01546|NC022|NC213|1.00E+06|73.31737331
A01547|NC022|NC215|1.00E+06|91.68542207
A01548|NC022|NC216|1.00E+06|344.5595742
A01549|NC022|NC217|1.00E+06|349.0811232
A01550|NC022|NC219|1.00E+06|335.2563265
A01551|NC022|NC220|1.00E+06|260.3355211
A01552|NC022|NC222|1.00E+06|260.8120686
A01553|NC022|NC223|1.00E+06|268.0543577
A01554|NC022|NC224|1.00E+06|216.8995616
A01555|NC022|NC227|1.00E+06|223.6295481
A01556|NC022|NC228|1.00E+06|182.0546476
A01557|NC022|NC229|1.00E+06|201.0372571
A01558|NC022|NC230|1.00E+06|209.3412171
A01559|NC022|NC231|1.00E+06|336.9079828
A01560|NC022|NC233|1.00E+06|98.80830974
A01561|NC022|NC234|1.00E+06|110.1082726
A01562|NC022|NC236|1.00E+06|50.1878128
A01563|NC022|NC237|1.00E+06|59.58670384
A01564|NC022|NC238|1.00E+06|69.60289228
A01565|NC022|NC240|1.00E+06|73.15235769
A01566|NC022|NC241|1.00E+06|52.13522907
A01567|NC022|NC242|1.00E+06|13.55870383
A01568|NC022|NC243|1.00E+06|66.01042013
A01569|NC022|NC245|1.00E+06|153.6461557
A01570|NC023|NC002|1.00E+06|129.508123
A01571|NC023|NC003|1.00E+06|8.009505445
A01572|NC023|NC004|1.00E+06|309.2204475
A01573|NC023|NC005|1.00E+06|307.7435317
A01574|NC023|NC006|1.00E+06|313.7100248
A01575|NC023|NC007|1.00E+06|325.5437086
A01576|NC023|NC008|1.00E+06|286.633103
A01577|NC023|NC013|1.00E+06|37.6493427
A01578|NC023|NC015|1.00E+06|2.895526621
A01579|NC023|NC025|1.00E+06|18.46694016
A01580|NC023|NC026|1.00E+06|5.963728361
A01581|NC023|NC029|1.00E+06|299.2599529
A01582|NC023|NC031|1.00E+06|382.6482811
A01583|NC023|NC032|1.00E+06|26.74225672
A01584|NC023|NC034|1.00E+06|26.26350015
A01585|NC023|NC040|1.00E+06|13.87147437
A01586|NC023|NC041|1.00E+06|231.5155828
A01587|NC023|NC042|1.00E+06|269.4282366
A01588|NC023|NC043|1.00E+06|187.0037536
A01589|NC023|NC044|1.00E+06|172.4420635
A01590|NC023|NC045|1.00E+06|189.2940314
A01591|NC023|NC048|1.00E+06|183.3515283
A01592|NC023|NC049|1.00E+06|204.802692
A01593|NC023|NC050|1.00E+06|187.8253785
A01594|NC023|NC051|1.00E+06|215.7700636
A01595|NC023|NC052|1.00E+06|177.4809597
A01596|NC023|NC054|1.00E+06|147.7530696
A01597|NC023|NC061|1.00E+06|152.3595175
A01598|NC023|NC063|1.00E+06|162.0441907
A01599|NC023|NC064|1.00E+06|172.8236326
A01600|NC023|NC065|1.00E+06|86.97771483
A01601|NC023|NC066|1.00E+06|137.2550342
A01602|NC023|NC068|1.00E+06|102.9123456
A01603|NC023|NC069|1.00E+06|111.2298158
A01604|NC023|NC070|1.00E+06|68.82402868
A01605|NC023|NC071|1.00E+06|301.0258019
A01606|NC023|NC074|1.00E+06|292.1266042
A01607|NC023|NC076|1.00E+06|56.01969587
A01608|NC023|NC080|1.00E+06|92.09231705
A01609|NC023|NC086|1.00E+06|67.53239223
A01610|NC023|NC089|1.00E+06|69.67954781
A01611|NC023|NC090|1.00E+06|280.346842
A01612|NC023|NC092|1.00E+06|259.5251159
A01613|NC023|NC093|1.00E+06|243.8076628
A01614|NC023|NC095|1.00E+06|98.73688913
A01615|NC023|NC097|1.00E+06|78.0348596
A01616|NC023|NC101|1.00E+06|215.2661088
A01617|NC023|NC105|1.00E+06|225.2316487
A01618|NC023|NC106|1.00E+06|232.2454481
A01619|NC023|NC107|1.00E+06|158.1007326
A01620|NC023|NC109|1.00E+06|139.5997796
A01621|NC023|NC110|1.00E+06|133.4697738
A01622|NC023|NC111|1.00E+06|142.036531
A01623|NC023|NC115|1.00E+06|39.92849764
A01624|NC023|NC116|1.00E+06|55.98228266
A01625|NC023|NC120|1.00E+06|52.47607702
A01626|NC023|NC121|1.00E+06|48.8253582
A01627|NC023|NC128|1.00E+06|252.0609698
A01628|NC023|NC130|1.00E+06|238.657193
A01629|NC023|NC132|1.00E+06|127.3479932
A01630|NC023|NC133|1.00E+06|116.9094745
A01631|NC023|NC136|1.00E+06|33.33488891
A01632|NC023|NC143|1.00E+06|54.03214145
A01633|NC023|NC146|1.00E+06|51.34212742
A01634|NC023|NC150|1.00E+06|47.13997057
A01635|NC023|NC152|1.00E+06|143.4943942
A01636|NC023|NC154|1.00E+06|154.1849745
A01637|NC023|NC157|1.00E+06|171.8170601
A01638|NC023|NC158|1.00E+06|103.1190389
A01639|NC023|NC160|1.00E+06|108.8871605
A01640|NC023|NC161|1.00E+06|135.418453
A01641|NC023|NC162|1.00E+06|87.8999204
A01642|NC023|NC166|1.00E+06|112.0225203
A01643|NC023|NC167|1.00E+06|195.5621224
A01644|NC023|NC168|1.00E+06|217.2928073
A01645|NC023|NC173|1.00E+06|55.93181802
A01646|NC023|NC174|1.00E+06|72.58355467
A01647|NC023|NC175|1.00E+06|27.60845298
A01648|NC023|NC179|1.00E+06|49.38291843
A01649|NC023|NC189|1.00E+06|293.9385763
A01650|NC023|NC190|1.00E+06|325.256367
A01651|NC023|NC192|1.00E+06|352.3778465
A01652|NC023|NC193|1.00E+06|359.7103152
A01653|NC023|NC194|1.00E+06|92.43435145
A01654|NC023|NC195|1.00E+06|222.931911
A01655|NC023|NC196|1.00E+06|210.6604258
A01656|NC023|NC197|1.00E+06|200.7113241
A01657|NC023|NC198|1.00E+06|198.1247367
A01658|NC023|NC199|1.00E+06|283.4053996
A01659|NC023|NC200|1.00E+06|36.43921358
A01660|NC023|NC201|1.00E+06|50.33663545
A01661|NC023|NC202|1.00E+06|63.51938767
A01662|NC023|NC203|1.00E+06|100.3426022
A01663|NC023|NC205|1.00E+06|88.90732505
A01664|NC023|NC206|1.00E+06|48.1236687
A01665|NC023|NC207|1.00E+06|52.99410927
A01666|NC023|NC213|1.00E+06|69.18772363
A01667|NC023|NC215|1.00E+06|86.40386109
A01668|NC023|NC216|1.00E+06|340.0574181
A01669|NC023|NC217|1.00E+06|344.3495491
A01670|NC023|NC219|1.00E+06|330.7044948
A01671|NC023|NC220|1.00E+06|253.5662426
A01672|NC023|NC222|1.00E+06|255.3517165
A01673|NC023|NC223|1.00E+06|261.6983091
A01674|NC023|NC224|1.00E+06|208.4710877
A01675|NC023|NC227|1.00E+06|215.5258435
A01676|NC023|NC228|1.00E+06|174.2101113
A01677|NC023|NC229|1.00E+06|193.8274146
A01678|NC023|NC230|1.00E+06|202.0527953
A01679|NC023|NC231|1.00E+06|334.3771252
A01680|NC023|NC233|1.00E+06|92.53127013
A01681|NC023|NC234|1.00E+06|102.6161464
A01682|NC023|NC236|1.00E+06|43.97270124
A01683|NC023|NC237|1.00E+06|56.94596947
A01684|NC023|NC238|1.00E+06|62.81082865
A01685|NC023|NC240|1.00E+06|65.28634381
A01686|NC023|NC241|1.00E+06|43.53596359
A01687|NC023|NC242|1.00E+06|8.166094682
A01688|NC023|NC243|1.00E+06|57.20184433
A01689|NC023|NC245|1.00E+06|148.6762828
A01690|NC024|NC002|1.00E+06|128.0045659
A01691|NC024|NC003|1.00E+06|6.219954071
A01692|NC024|NC004|1.00E+06|307.4114519
A01693|NC024|NC005|1.00E+06|305.9014883
A01694|NC024|NC006|1.00E+06|311.8947738
A01695|NC024|NC007|1.00E+06|323.7151379
A01696|NC024|NC008|1.00E+06|284.8099757
A01697|NC024|NC013|1.00E+06|38.83991508
A01698|NC024|NC015|1.00E+06|4.605535521
A01699|NC024|NC025|1.00E+06|20.27170345
A01700|NC024|NC026|1.00E+06|7.66958699
A01701|NC024|NC029|1.00E+06|297.4293803
A01702|NC024|NC031|1.00E+06|380.8387159
A01703|NC024|NC032|1.00E+06|27.81231009
A01704|NC024|NC034|1.00E+06|26.87380175
A01705|NC024|NC040|1.00E+06|15.36620132
A01706|NC024|NC041|1.00E+06|229.6702679
A01707|NC024|NC042|1.00E+06|267.5764288
A01708|NC024|NC043|1.00E+06|185.1824372
A01709|NC024|NC044|1.00E+06|170.6017161
A01710|NC024|NC045|1.00E+06|187.4455224
A01711|NC024|NC048|1.00E+06|181.4994528
A01712|NC024|NC049|1.00E+06|202.9640879
A01713|NC024|NC050|1.00E+06|186.0065318
A01714|NC024|NC051|1.00E+06|215.0071926
A01715|NC024|NC052|1.00E+06|175.6298923
A01716|NC024|NC054|1.00E+06|146.9691791
A01717|NC024|NC061|1.00E+06|151.7867064
A01718|NC024|NC063|1.00E+06|161.2118554
A01719|NC024|NC064|1.00E+06|172.0115117
A01720|NC024|NC065|1.00E+06|86.95281651
A01721|NC024|NC066|1.00E+06|136.811259
A01722|NC024|NC068|1.00E+06|102.4627659
A01723|NC024|NC069|1.00E+06|110.9851866
A01724|NC024|NC070|1.00E+06|69.92326731
A01725|NC024|NC071|1.00E+06|299.1764157
A01726|NC024|NC074|1.00E+06|290.2761369
A01727|NC024|NC076|1.00E+06|56.16076131
A01728|NC024|NC080|1.00E+06|91.36735732
A01729|NC024|NC086|1.00E+06|66.71915095
A01730|NC024|NC089|1.00E+06|69.65099737
A01731|NC024|NC090|1.00E+06|279.0668562
A01732|NC024|NC092|1.00E+06|258.3775017
A01733|NC024|NC093|1.00E+06|242.6172621
A01734|NC024|NC095|1.00E+06|97.77025737
A01735|NC024|NC097|1.00E+06|76.72046528
A01736|NC024|NC101|1.00E+06|214.8293313
A01737|NC024|NC105|1.00E+06|223.476466
A01738|NC024|NC106|1.00E+06|230.4264785
A01739|NC024|NC107|1.00E+06|157.9686573
A01740|NC024|NC109|1.00E+06|139.4508745
A01741|NC024|NC110|1.00E+06|133.465808
A01742|NC024|NC111|1.00E+06|140.2770982
A01743|NC024|NC115|1.00E+06|41.68255085
A01744|NC024|NC116|1.00E+06|57.23721855
A01745|NC024|NC120|1.00E+06|53.67680502
A01746|NC024|NC121|1.00E+06|50.33721
A01747|NC024|NC128|1.00E+06|251.1521587
A01748|NC024|NC130|1.00E+06|237.9678029
A01749|NC024|NC132|1.00E+06|125.9402945
A01750|NC024|NC133|1.00E+06|115.5227869
A01751|NC024|NC136|1.00E+06|34.90602016
A01752|NC024|NC143|1.00E+06|55.50569913
A01753|NC024|NC146|1.00E+06|52.58562454
A01754|NC024|NC150|1.00E+06|48.99043833
A01755|NC024|NC152|1.00E+06|141.7117093
A01756|NC024|NC154|1.00E+06|152.3671024
A01757|NC024|NC157|1.00E+06|170.018404
A01758|NC024|NC158|1.00E+06|101.3791935
A01759|NC024|NC160|1.00E+06|107.2076385
A01760|NC024|NC161|1.00E+06|133.7656429
A01761|NC024|NC162|1.00E+06|87.8139362
A01762|NC024|NC166|1.00E+06|110.4309026
A01763|NC024|NC167|1.00E+06|193.8747948
A01764|NC024|NC168|1.00E+06|215.6941356
A01765|NC024|NC173|1.00E+06|55.44192666
A01766|NC024|NC174|1.00E+06|71.80963342
A01767|NC024|NC175|1.00E+06|25.87226624
A01768|NC024|NC179|1.00E+06|47.56741976
A01769|NC024|NC189|1.00E+06|292.0974291
A01770|NC024|NC190|1.00E+06|323.4128416
A01771|NC024|NC192|1.00E+06|350.5773385
A01772|NC024|NC193|1.00E+06|357.868356
A01773|NC024|NC194|1.00E+06|90.5829556
A01774|NC024|NC195|1.00E+06|221.29019
A01775|NC024|NC196|1.00E+06|209.3964728
A01776|NC024|NC197|1.00E+06|200.2345014
A01777|NC024|NC198|1.00E+06|197.0114746
A01778|NC024|NC199|1.00E+06|281.6755739
A01779|NC024|NC200|1.00E+06|35.4544647
A01780|NC024|NC201|1.00E+06|49.59002892
A01781|NC024|NC202|1.00E+06|62.11480421
A01782|NC024|NC203|1.00E+06|98.69298397
A01783|NC024|NC205|1.00E+06|87.26965038
A01784|NC024|NC206|1.00E+06|47.10482714
A01785|NC024|NC207|1.00E+06|53.70440203
A01786|NC024|NC213|1.00E+06|70.28848777
A01787|NC024|NC215|1.00E+06|87.24038811
A01788|NC024|NC216|1.00E+06|338.2054081
A01789|NC024|NC217|1.00E+06|342.4979126
A01790|NC024|NC219|1.00E+06|328.8524233
A01791|NC024|NC220|1.00E+06|251.8094145
A01792|NC024|NC222|1.00E+06|253.5125665
A01793|NC024|NC223|1.00E+06|259.9054924
A01794|NC024|NC224|1.00E+06|207.0487197
A01795|NC024|NC227|1.00E+06|213.9962239
A01796|NC024|NC228|1.00E+06|174.2102835
A01797|NC024|NC229|1.00E+06|194.0709028
A01798|NC024|NC230|1.00E+06|202.2670769
A01799|NC024|NC231|1.00E+06|332.5828571
A01800|NC024|NC233|1.00E+06|93.1062995
A01801|NC024|NC234|1.00E+06|102.784497
A01802|NC024|NC236|1.00E+06|42.14901465
A01803|NC024|NC237|1.00E+06|55.17856233
A01804|NC024|NC238|1.00E+06|61.03889081
A01805|NC024|NC240|1.00E+06|63.68102624
A01806|NC024|NC241|1.00E+06|42.17733295
A01807|NC024|NC242|1.00E+06|6.399846213
A01808|NC024|NC243|1.00E+06|56.64449064
A01809|NC024|NC245|1.00E+06|146.8256666
A01810|NC025|NMAD|1.00E+06|174.3778642
A01811|NC026|NMAD|1.00E+06|170.3927366
A01812|NC027|NC002|1.00E+06|140.3317643
A01813|NC027|NC003|1.00E+06|47.9090504
A01814|NC027|NC004|1.00E+06|343.5074459
A01815|NC027|NC005|1.00E+06|339.4417262
A01816|NC027|NC006|1.00E+06|347.6308918
A01817|NC027|NC007|1.00E+06|358.5232049
A01818|NC027|NC008|1.00E+06|320.1229989
A01819|NC027|NC013|1.00E+06|59.90716804
A01820|NC027|NC015|1.00E+06|40.54278497
A01821|NC027|NC025|1.00E+06|27.86247814
A01822|NC027|NC026|1.00E+06|35.63841015
A01823|NC027|NC029|1.00E+06|323.7197102
A01824|NC027|NC031|1.00E+06|416.7597746
A01825|NC027|NC032|1.00E+06|15.17344164
A01826|NC027|NC034|1.00E+06|20.47617887
A01827|NC027|NC040|1.00E+06|27.52407797
A01828|NC027|NC041|1.00E+06|263.0801574
A01829|NC027|NC042|1.00E+06|299.0256944
A01830|NC027|NC043|1.00E+06|221.0506195
A01831|NC027|NC044|1.00E+06|205.0653534
A01832|NC027|NC045|1.00E+06|217.3215659
A01833|NC027|NC048|1.00E+06|213.145257
A01834|NC027|NC049|1.00E+06|230.9760857
A01835|NC027|NC050|1.00E+06|222.0181536
A01836|NC027|NC051|1.00E+06|203.0290793
A01837|NC027|NC052|1.00E+06|206.4374696
A01838|NC027|NC054|1.00E+06|137.3665324
A01839|NC027|NC061|1.00E+06|136.8536459
A01840|NC027|NC063|1.00E+06|152.3146508
A01841|NC027|NC064|1.00E+06|162.2601421
A01842|NC027|NC065|1.00E+06|63.78069795
A01843|NC027|NC066|1.00E+06|119.4882248
A01844|NC027|NC068|1.00E+06|87.36072688
A01845|NC027|NC069|1.00E+06|90.58832842
A01846|NC027|NC070|1.00E+06|87.24572376
A01847|NC027|NC071|1.00E+06|328.4765244
A01848|NC027|NC074|1.00E+06|322.2792497
A01849|NC027|NC076|1.00E+06|35.12169229
A01850|NC027|NC080|1.00E+06|83.99257035
A01851|NC027|NC086|1.00E+06|65.18967452
A01852|NC027|NC089|1.00E+06|49.0712866
A01853|NC027|NC090|1.00E+06|280.4755459
A01854|NC027|NC092|1.00E+06|256.022415
A01855|NC027|NC093|1.00E+06|241.7452311
A01856|NC027|NC095|1.00E+06|95.95397291
A01857|NC027|NC097|1.00E+06|86.80246549
A01858|NC027|NC101|1.00E+06|195.2755064
A01859|NC027|NC105|1.00E+06|244.597311
A01860|NC027|NC106|1.00E+06|256.032649
A01861|NC027|NC107|1.00E+06|133.2118151
A01862|NC027|NC109|1.00E+06|115.6141184
A01863|NC027|NC110|1.00E+06|106.9194213
A01864|NC027|NC111|1.00E+06|163.1624562
A01865|NC027|NC115|1.00E+06|44.75299167
A01866|NC027|NC116|1.00E+06|72.79027947
A01867|NC027|NC120|1.00E+06|71.1425936
A01868|NC027|NC121|1.00E+06|60.32645857
A01869|NC027|NC128|1.00E+06|242.3101008
A01870|NC027|NC130|1.00E+06|223.8321443
A01871|NC027|NC132|1.00E+06|168.1842771
A01872|NC027|NC133|1.00E+06|157.8150313
A01873|NC027|NC136|1.00E+06|12.43982912
A01874|NC027|NC143|1.00E+06|15.31198917
A01875|NC027|NC146|1.00E+06|10.24704988
A01876|NC027|NC150|1.00E+06|37.90842338
A01877|NC027|NC152|1.00E+06|179.6093532
A01878|NC027|NC154|1.00E+06|188.6768632
A01879|NC027|NC157|1.00E+06|207.1265204
A01880|NC027|NC158|1.00E+06|140.7458662
A01881|NC027|NC160|1.00E+06|147.5744454
A01882|NC027|NC161|1.00E+06|174.375433
A01883|NC027|NC162|1.00E+06|122.6551289
A01884|NC027|NC166|1.00E+06|126.8578812
A01885|NC027|NC167|1.00E+06|211.8310806
A01886|NC027|NC168|1.00E+06|229.3389886
A01887|NC027|NC173|1.00E+06|94.63858626
A01888|NC027|NC174|1.00E+06|112.5743389
A01889|NC027|NC175|1.00E+06|66.73271494
A01890|NC027|NC179|1.00E+06|85.93525556
A01891|NC027|NC189|1.00E+06|319.7903504
A01892|NC027|NC190|1.00E+06|351.3364642
A01893|NC027|NC192|1.00E+06|387.0106357
A01894|NC027|NC193|1.00E+06|391.27264
A01895|NC027|NC194|1.00E+06|123.2015195
A01896|NC027|NC195|1.00E+06|261.8535634
A01897|NC027|NC196|1.00E+06|211.3314438
A01898|NC027|NC197|1.00E+06|181.8203864
A01899|NC027|NC198|1.00E+06|194.7159849
A01900|NC027|NC199|1.00E+06|320.5759796
A01901|NC027|NC200|1.00E+06|77.32433924
A01902|NC027|NC201|1.00E+06|90.408232
A01903|NC027|NC202|1.00E+06|104.402227
