-1,0.2369,0,0,0,0,0,0,0,0,0,0,0
0,-1,1,0,0,0,0,0,0,0,0,0,0
0,0,-1,0.7728,0.18,0,0,0,0,0,0,0,0
0,0,0,-1,0,0.2624,0.1601,0.119,0.2163,0.1616,0.0724,0,0
0,0,0,0,0,-1,0,0,0,0,0,0.97,0
0,0,0,0,0,0,-1,0,0,0,0,0,0.96
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Recyclables,Plastic bail,Plastic flake,Pyrolysis oil,Pyrolysis gas,Ethylene,Propylene,C4,Pyrolysis gasoline,Fuel gas,Fuel oil,LDPE,PP
