#Node Number,Latitude,Longitude,Technology,Capacity
n1,43.867771,-88.717945,t18,374600
n2,44.366372,-88.2587304,t18,374600
n3,44.499718,-87.5954299,t18,374600
n4,45.044792,-89.706382,t18,374600
n5,43.9505879,-87.7465309,t18,374600
n6,44.115038,-88.2172159,t18,374600
n7,44.7366839,-87.5027549,t18,374600
n8,44.097001,-88.147437,t18,374600
n9,44.2522468,-89.9621392,t18,374600
n10,43.427712,-87.985899,t18,374600
n11,43.922701,-87.868523,t18,374600
n12,44.6838614,-91.8816514,t18,374600
n13,44.7807238,-88.291793,t18,374600
n14,43.3487533,-88.6550266,t18,374600
n15,44.663093,-87.588472,t18,374600
n17,44.540205,-87.789123,t18,374600
n20,44.9115979,-88.3436306,t18,374600
n21,44.369791,-88.229303,t18,374600
n23,45.330174,-91.543636,t18,374600
n25,44.6407302,-90.3771428,t18,374600
n29,45.115722,-87.965177,t18,374600
n33,44.6760007,-87.4156663,t18,374600
n37,43.563386,-88.3733479,t18,374600
n41,44.203572,-88.106757,t18,374600
n44,44.7341321,-90.5163997,t18,374600
n45,43.8943569,-88.5950853,t18,374600
n49,44.409054,-87.904771,t18,374600
n53,42.5695939,-89.4255293,t18,374600
n57,43.861379,-89.557082,t18,374600
n61,44.146298,-88.651705,t18,374600
n62,45.639964,-90.3406313,t18,374600
n64,45.0086159,-91.7608218,t18,374600
n65,45.0472743,-89.8839076,t18,374600
n69,42.6328184,-89.9460492,t18,374600
n70,43.817701,-88.323724,t18,374600
n72,43.6230688,-90.6908274,t18,374600
n73,45.4788,-91.834341,t18,374600
n77,43.667986,-88.862655,t18,374600
n78,44.597806,-87.731243,t18,374600
n81,44.322784,-87.956543,t18,374600
n85,43.9790956,-87.8015843,t18,374600
n89,44.6969027,-88.3831678,t18,374600
n93,42.868704,-88.868785,t18,374600
n97,43.770841,-87.924136,t18,374600
