Id,Partition,Subpartition
524,1,4
525,2,27
526,1,15
527,1,2
528,3,327
529,1,13
530,2,28
531,3,328
532,4,66
533,3,329
534,3,41
535,4,66
536,13,330
537,3,331
538,4,66
539,2,25
540,3,36
541,3,40
542,4,67
543,3,37
544,4,67
545,3,332
546,4,333
547,4,64
548,4,66
549,9,334
550,4,335
551,4,63
552,4,66
553,3,36
554,4,64
555,4,68
556,3,42
557,2,25
558,4,66
559,4,68
560,3,34
561,4,63
562,3,41
563,3,336
564,4,68
565,4,68
566,4,67
567,3,40
568,9,140
569,4,69
570,4,64
571,4,64
572,13,205
573,4,69
574,2,25
575,4,67
576,4,69
577,4,69
578,3,36
579,3,40
580,4,68
581,3,42
582,4,63
583,4,68
584,4,67
585,4,68
586,2,337
587,4,63
588,4,64
589,2,338
590,8,339
591,4,64
592,3,40
593,4,67
594,4,69
595,3,41
596,4,64
597,4,67
598,4,63
599,4,67
600,3,39
601,4,69
602,4,63
603,3,42
604,4,67
605,4,66
606,3,40
607,3,41
608,4,63
609,4,340
610,2,341
611,4,66
612,4,69
613,3,40
614,4,68
615,4,68
616,4,64
617,4,68
618,14,225
619,14,221
620,14,226
621,9,139
622,14,220
623,14,222
624,2,19
625,8,130
626,14,220
627,2,342
628,14,220
629,14,227
630,8,130
631,14,227
632,8,343
633,8,344
634,2,345
635,14,223
636,14,231
637,14,227
638,8,130
639,2,25
640,14,346
641,14,221
642,9,138
643,2,18
644,14,221
645,14,220
646,14,228
647,9,347
648,8,130
649,9,138
650,14,221
651,2,348
652,14,222
653,14,226
654,8,130
655,14,220
656,14,222
657,7,349
658,14,226
659,16,350
660,14,351
661,2,352
662,14,353
663,14,220
664,14,231
665,2,21
666,9,139
667,9,139
668,2,18
669,14,221
670,14,220
671,9,354
672,14,355
673,9,148
674,14,220
675,14,221
676,14,228
677,14,223
678,9,356
679,14,226
680,8,357
681,14,358
682,14,231
683,14,223
684,14,359
685,2,19
686,9,140
687,9,139
688,9,360
689,14,228
690,14,221
691,14,227
692,9,138
693,14,361
694,2,362
695,9,149
696,14,221
697,14,363
698,14,364
699,2,25
700,9,139
701,8,130
702,14,220
703,8,123
704,14,365
705,14,227
706,9,149
707,14,223
708,14,222
709,9,366
710,8,125
711,9,138
712,14,227
713,14,367
714,9,149
715,8,123
716,2,19
717,14,223
718,2,19
719,14,223
720,8,368
721,14,227
722,8,130
723,14,220
724,14,228
725,14,228
726,14,227
727,14,226
728,8,369
729,9,139
730,14,227
731,14,370
732,9,139
733,14,225
734,2,21
735,14,371
736,14,372
737,14,221
738,14,227
739,14,226
740,9,149
741,2,21
742,14,223
743,14,231
744,2,373
745,9,138
746,12,200
747,12,200
748,12,201
749,12,200
750,12,200
751,12,197
752,12,200
753,12,199
754,12,191
755,12,200
756,12,190
757,12,199
758,12,192
759,12,201
760,12,191
761,12,192
762,12,201
763,12,197
764,12,201
765,12,201
766,12,201
767,12,197
768,12,199
769,12,192
770,12,197
771,12,191
772,12,200
773,12,192
774,11,374
775,12,201
776,12,192
777,12,197
778,12,192
779,12,201
780,12,198
781,12,191
782,12,201
783,12,200
784,12,200
785,12,197
786,12,375
787,12,192
788,12,191
789,12,199
790,12,197
791,12,191
792,12,200
793,12,201
794,12,192
795,12,198
796,16,263
797,16,265
798,16,265
799,16,259
800,16,264
801,16,263
802,14,376
803,16,258
804,16,259
805,16,264
806,16,258
807,16,264
808,16,260
809,16,265
810,16,260
811,16,263
812,16,260
813,16,260
814,16,257
815,16,259
816,16,259
817,16,263
818,16,264
819,16,265
820,16,259
821,16,260
822,16,265
823,9,149
824,16,265
825,16,257
826,16,260
827,16,259
828,16,259
829,16,263
830,16,258
831,16,259
832,16,265
833,16,260
834,16,264
835,16,264
836,16,264
837,16,257
838,16,265
839,16,259
840,16,260
841,16,257
842,16,257
843,16,257
844,16,260
845,16,257
846,16,263
847,16,377
848,16,264
849,16,264
850,16,258
851,16,265
852,16,257
853,9,378
854,16,259
855,16,263
856,16,263
857,16,263
858,16,257
859,16,264
860,16,260
861,16,263
862,9,143
863,9,379
864,9,142
865,10,157
866,3,380
867,9,141
868,9,143
869,4,59
870,10,155
871,9,145
872,9,142
873,9,142
874,9,141
875,10,156
876,9,141
877,9,381
878,9,143
879,9,143
880,10,155
881,10,382
882,4,58
883,10,157
884,9,143
885,9,383
886,4,59
887,10,156
888,9,140
889,4,384
890,10,155
891,10,157
892,9,385
893,4,60
894,10,386
895,9,143
896,10,155
897,4,59
898,10,157
899,4,59
900,10,156
901,9,142
902,10,157
903,3,387
904,9,142
905,4,59
906,4,58
907,10,156
908,9,140
909,4,58
910,4,60
911,10,157
912,9,143
913,4,60
914,10,155
915,4,59
916,10,156
917,4,58
918,4,58
919,4,388
920,4,58
921,4,58
922,9,140
923,10,389
924,4,60
925,9,390
926,4,391
927,9,392
928,4,58
929,9,393
930,9,141
931,9,141
932,9,143
933,9,394
934,4,59
935,10,395
936,9,140
937,4,396
938,9,141
939,9,397
940,9,141
941,9,140
942,4,59
943,10,155
944,4,60
945,4,60
946,10,157
947,9,398
948,10,155
949,4,60
950,10,399
951,4,400
952,10,157
953,9,142
954,10,401
955,9,152
956,9,402
957,9,403
958,9,151
959,9,151
960,9,151
961,9,151
962,9,151
963,9,150
964,9,150
965,9,150
966,9,150
967,9,145
968,9,145
969,9,145
970,9,145
971,9,147
972,9,144
973,9,144
974,9,147
975,9,150
976,9,145
977,9,150
978,9,150
979,9,146
980,9,146
981,9,146
982,9,150
983,9,152
984,9,147
985,9,145
986,12,404
987,9,146
988,9,152
989,9,405
990,9,152
991,9,151
992,9,146
993,9,150
994,9,144
995,9,152
996,9,151
997,9,151
998,9,146
999,9,144
1000,9,147
1001,9,147
1002,9,147
1003,9,152
1004,9,146
1005,9,406
1006,9,147
1007,9,147
1008,9,146
1009,9,152
1010,9,147
1011,9,144
1012,9,152
1013,9,146
1014,9,152
1015,9,144
1016,9,145
1017,9,144
1018,12,185
1019,5,88
1020,6,407
1021,5,73
1022,5,408
1023,6,89
1024,5,409
1025,5,87
1026,5,85
1027,5,86
1028,5,85
1029,5,85
1030,5,85
1031,5,85
1032,5,87
1033,6,410
1034,5,411
1035,5,412
1036,5,85
1037,5,80
1038,5,86
1039,5,86
1040,5,87
1041,5,87
1042,5,86
1043,5,80
1044,5,79
1045,5,413
1046,5,88
1047,5,80
1048,5,87
1049,5,414
1050,5,415
1051,5,416
1052,5,88
1053,5,417
1054,5,80
1055,5,418
1056,5,86
1057,5,419
1058,5,87
1059,5,87
1060,8,420
1061,5,81
1062,5,80
1063,5,80
1064,5,79
1065,5,421
1066,5,422
1067,5,87
1068,5,88
1069,5,79
1070,14,233
1071,14,233
1072,14,233
1073,14,234
1074,14,235
1075,9,148
1076,14,233
1077,14,234
1078,14,235
1079,14,235
1080,14,233
1081,9,148
1082,14,232
1083,14,231
1084,14,235
1085,14,236
1086,14,237
1087,14,234
1088,14,423
1089,9,148
1090,14,236
1091,14,235
1092,14,237
1093,14,233
1094,14,232
1095,14,236
1096,14,236
1097,14,234
1098,14,235
1099,9,148
1100,14,232
1101,9,424
1102,14,232
1103,14,232
1104,14,235
1105,14,232
1106,14,232
1107,14,237
1108,14,237
1109,14,234
1110,14,237
1111,14,235
1112,14,236
1113,14,232
1114,14,234
1115,9,149
1116,9,149
1117,14,235
1118,14,237
1119,14,231
1120,14,233
1121,14,232
1122,14,234
1123,14,236
1124,14,236
1125,14,235
1126,14,234
1127,14,237
1128,14,233
1129,14,233
1130,9,148
1131,14,233
1132,14,234
1133,14,234
1134,14,236
1135,14,237
1136,14,237
1137,9,148
1138,14,231
1139,14,237
1140,15,239
1141,15,240
1142,15,238
1143,15,240
1144,15,238
1145,15,240
1146,15,238
1147,15,239
1148,15,239
1149,15,239
1150,15,238
1151,15,238
1152,15,240
1153,15,243
1154,15,238
1155,15,238
1156,15,239
1157,15,241
1158,15,241
1159,15,238
1160,15,239
1161,15,239
1162,15,240
1163,6,98
1164,4,54
1165,6,91
1166,6,98
1167,4,55
1168,4,54
1169,6,91
1170,4,54
1171,6,91
1172,4,55
1173,4,53
1174,6,92
1175,6,90
1176,5,75
1177,6,91
1178,6,90
1179,6,90
1180,5,75
1181,5,75
1182,6,98
1183,4,53
1184,6,92
1185,6,92
1186,6,91
1187,4,54
1188,6,90
1189,4,55
1190,4,52
1191,6,90
1192,6,91
1193,5,74
1194,4,54
1195,5,74
1196,6,92
1197,5,75
1198,5,74
1199,4,54
1200,5,425
1201,5,75
1202,6,98
1203,4,52
1204,5,75
1205,6,98
1206,6,92
1207,5,74
1208,4,426
1209,6,98
1210,6,90
1211,6,92
1212,4,54
1213,6,91
1214,4,52
1215,4,53
1216,4,53
1217,4,54
1218,6,92
1219,4,53
1220,4,52
1221,6,92
1222,6,98
1223,4,55
1224,4,53
1225,4,52
1226,6,92
1227,6,90
1228,5,75
1229,6,92
1230,4,55
1231,5,75
1232,6,98
1233,6,90
1234,4,55
1235,6,427
1236,4,54
1237,6,98
1238,4,53
1239,4,52
1240,6,91
1241,4,54
1242,6,90
1243,6,90
1244,4,53
1245,4,55
1246,4,55
1247,4,53
1248,5,75
1249,4,52
1250,6,98
1251,5,75
1252,4,52
1253,4,55
1254,4,53
1255,6,428
1256,6,91
1257,7,114
1258,8,133
1259,4,66
1260,4,65
1261,8,429
1262,8,133
1263,7,113
1264,7,113
1265,8,133
1266,7,114
1267,7,430
1268,8,431
1269,4,65
1270,8,133
1271,7,113
1272,4,65
1273,8,432
1274,8,133
1275,4,65
1276,7,113
1277,8,433
1278,8,133
1279,7,113
1280,7,113
1281,7,434
1282,8,133
1283,7,113
1284,8,132
1285,8,133
1286,8,133
1287,8,132
1288,3,435
1289,4,65
1290,8,132
1291,8,132
1292,4,436
1293,4,65
1294,8,132
1295,7,114
1296,8,132
1297,7,113
1298,8,132
1299,4,65
1300,3,40
1301,4,65
1302,8,132
1303,8,132
1304,4,65
1305,8,132
1306,8,132
1307,7,437
1308,8,133
1309,8,132
1310,5,70
1311,5,70
1312,5,88
1313,5,78
1314,5,77
1315,5,71
1316,5,74
1317,5,77
1318,5,77
1319,5,78
1320,5,71
1321,5,76
1322,5,76
1323,5,81
1324,5,78
1325,5,78
1326,5,81
1327,5,70
1328,5,77
1329,5,71
1330,5,71
1331,5,78
1332,5,71
1333,5,71
1334,5,79
1335,5,77
1336,5,79
1337,5,70
1338,5,78
1339,5,78
1340,5,76
1341,5,78
1342,5,77
1343,5,77
1344,5,74
1345,5,78
1346,5,71
1347,5,76
1348,5,81
1349,5,71
1350,5,71
1351,5,78
1352,5,70
1353,5,88
1354,5,77
1355,5,77
1356,5,76
1357,5,76
1358,5,76
1359,5,76
1360,5,76
1361,5,83
1362,5,81
1363,5,85
1364,5,81
1365,5,84
1366,5,83
1367,5,80
1368,5,79
1369,5,82
1370,5,82
1371,5,83
1372,5,70
1373,5,85
1374,5,83
1375,5,438
1376,5,70
1377,5,83
1378,5,83
1379,5,83
1380,5,82
1381,5,83
1382,5,82
1383,5,84
1384,5,82
1385,5,82
1386,5,84
1387,5,84
1388,5,79
1389,5,84
1390,5,82
1391,5,84
1392,5,84
1393,5,70
1394,5,81
1395,5,84
1396,5,83
1397,5,88
1398,5,70
1399,5,82
1400,5,83
1401,5,79
1402,5,88
1403,5,79
1404,5,86
1405,5,81
1406,5,79
1407,5,88
1408,5,81
1409,5,82
1410,5,81
1411,8,119
1412,8,119
1413,8,119
1414,7,439
1415,7,117
1416,7,117
1417,8,440
1418,7,117
1419,7,117
1420,7,118
1421,7,118
1422,7,111
1423,7,111
1424,7,441
1425,7,118
1426,7,442
1427,8,121
1428,8,121
1429,8,121
1430,8,121
1431,8,121
1432,8,121
1433,7,111
1434,8,119
1435,8,120
1436,8,119
1437,8,120
1438,8,120
1439,8,120
1440,8,120
1441,8,119
1442,8,120
1443,8,119
1444,7,111
1445,7,118
1446,8,119
1447,8,120
1448,8,120
1449,7,117
1450,7,118
1451,8,121
1452,8,121
1453,8,121
1454,7,111
1455,8,120
1456,8,121
1457,8,119
1458,7,111
1459,8,120
1460,8,120
1461,7,117
1462,2,21
1463,2,20
1464,2,20
1465,2,21
1466,2,21
1467,2,20
1468,2,21
1469,2,20
1470,2,20
1471,2,20
1472,2,20
1473,2,20
1474,2,20
1475,2,21
1476,6,97
1477,6,95
1478,6,93
1479,6,89
1480,6,94
1481,6,93
1482,6,93
1483,6,95
1484,6,443
1485,6,94
1486,6,94
1487,6,97
1488,6,97
1489,6,96
1490,6,89
1491,6,94
1492,6,96
1493,6,95
1494,5,74
1495,6,444
1496,6,95
1497,6,96
1498,6,97
1499,6,97
1500,6,95
1501,6,96
1502,6,96
1503,6,94
1504,6,94
1505,6,93
1506,6,97
1507,6,96
1508,6,94
1509,6,95
1510,6,95
1511,6,93
1512,6,93
1513,6,93
1514,6,89
1515,6,95
1516,6,89
1517,6,96
1518,6,96
1519,6,97
1520,6,95
1521,6,97
1522,6,97
1523,6,93
1524,6,93
1525,6,93
1526,6,97
1527,6,89
1528,6,94
1529,6,94
1530,5,445
1531,6,95
1532,6,96
1533,6,95
1534,6,94
1535,5,446
1536,15,244
1537,15,244
1538,16,447
1539,15,244
1540,15,244
1541,15,245
1542,15,244
1543,15,244
1544,15,244
1545,15,244
1546,15,246
1547,15,245
1548,15,245
1549,15,246
1550,15,448
1551,15,245
1552,15,246
1553,15,449
1554,15,245
1555,15,245
1556,15,246
1557,15,246
1558,16,275
1559,16,274
1560,15,246
1561,16,450
1562,15,252
1563,15,244
1564,15,246
1565,15,245
1566,16,275
1567,15,246
1568,15,246
1569,16,275
1570,15,242
1571,15,242
1572,15,242
1573,16,274
1574,15,245
1575,15,245
1576,16,274
1577,15,245
1578,3,451
1579,1,8
1580,1,9
1581,1,9
1582,1,452
1583,1,12
1584,3,37
1585,1,9
1586,1,10
1587,1,10
1588,3,34
1589,1,10
1590,3,34
1591,1,11
1592,3,36
1593,1,453
1594,1,12
1595,1,11
1596,1,10
1597,1,11
1598,1,11
1599,1,9
1600,9,454
1601,1,455
1602,1,9
1603,1,12
1604,1,8
1605,1,11
1606,1,11
1607,3,34
1608,3,34
1609,1,456
1610,1,9
1611,3,457
1612,1,8
1613,3,36
1614,1,8
1615,1,458
1616,1,8
1617,1,12
1618,1,10
1619,1,8
1620,1,12
1621,3,37
1622,1,12
1623,1,8
1624,1,10
1625,1,12
1626,1,11
1627,1,9
1628,1,12
1629,3,459
1630,1,11
1631,1,10
1632,1,460
1633,3,34
1634,1,10
1635,1,12
1636,1,10
1637,1,8
1638,9,461
1639,3,34
1640,1,12
1641,3,462
1642,3,36
1643,3,34
1644,3,463
1645,1,9
1646,1,11
1647,1,11
1648,3,37
1649,1,14
1650,11,181
1651,11,182
1652,2,31
1653,11,464
1654,12,199
1655,11,178
1656,12,198
1657,12,184
1658,11,180
1659,11,465
1660,12,466
1661,11,467
1662,1,14
1663,11,182
1664,2,30
1665,12,468
1666,11,469
1667,2,32
1668,11,172
1669,11,181
1670,11,178
1671,2,32
1672,11,179
1673,2,33
1674,11,180
1675,11,470
1676,2,29
1677,12,471
1678,11,183
1679,1,14
1680,11,178
1681,12,472
1682,11,473
1683,10,159
1684,12,198
1685,1,474
1686,10,161
1687,11,182
1688,12,198
1689,11,182
1690,2,31
1691,2,31
1692,10,475
1693,12,198
1694,11,181
1695,11,178
1696,11,476
1697,12,191
1698,1,477
1699,10,478
1700,2,32
1701,12,187
1702,11,179
1703,12,187
1704,1,479
1705,10,480
1706,11,178
1707,11,179
1708,12,188
1709,2,481
1710,2,30
1711,12,482
1712,12,483
1713,11,179
1714,12,187
1715,11,484
1716,11,172
1717,11,183
1718,12,198
1719,11,183
1720,2,31
1721,12,188
1722,2,29
1723,2,485
1724,2,30
1725,10,159
1726,11,180
1727,12,189
1728,11,182
1729,11,181
1730,2,29
1731,11,183
1732,2,33
1733,2,32
1734,11,179
1735,11,183
1736,11,172
1737,11,181
1738,11,486
1739,11,182
1740,12,487
1741,2,488
1742,2,29
1743,2,29
1744,2,29
1745,2,29
1746,2,32
1747,2,32
1748,2,33
1749,12,489
1750,11,490
1751,11,491
1752,2,33
1753,12,184
1754,12,187
1755,2,32
1756,1,14
1757,2,33
1758,10,492
1759,2,493
1760,11,180
1761,11,180
1762,2,30
1763,2,30
1764,2,32
1765,11,178
1766,2,494
1767,11,179
1768,11,182
1769,2,31
1770,12,495
1771,11,180
1772,2,30
1773,2,496
1774,2,30
1775,2,31
1776,11,180
1777,12,497
1778,2,32
1779,2,33
1780,12,498
1781,2,33
1782,11,172
1783,2,33
1784,12,199
1785,2,32
1786,12,499
1787,12,198
1788,11,500
1789,11,179
1790,12,184
1791,12,184
1792,11,183
1793,10,159
1794,12,501
1795,11,502
1796,11,503
1797,11,182
1798,11,183
1799,10,158
1800,12,188
1801,9,504
1802,12,198
1803,11,172
1804,12,189
1805,11,178
1806,2,31
1807,12,505
1808,12,188
1809,12,188
1810,12,188
1811,11,179
1812,11,179
1813,2,506
1814,12,507
1815,2,33
1816,2,29
1817,2,29
1818,12,191
1819,11,182
1820,11,508
1821,11,172
1822,11,172
1823,11,172
1824,11,172
1825,11,169
1826,11,169
1827,11,169
1828,11,169
1829,11,171
1830,11,171
1831,11,171
1832,11,171
1833,11,171
1834,11,171
1835,11,169
1836,11,169
1837,11,170
1838,11,170
1839,11,170
1840,11,509
1841,11,510
1842,11,168
1843,11,168
1844,11,168
1845,11,173
1846,11,173
1847,11,174
1848,11,174
1849,11,173
1850,11,166
1851,11,173
1852,11,173
1853,2,511
1854,2,18
1855,2,20
1856,1,512
1857,11,166
1858,11,173
1859,11,173
1860,11,171
1861,11,174
1862,11,174
1863,2,18
1864,11,167
1865,2,21
1866,11,166
1867,11,167
1868,11,167
1869,11,168
1870,11,168
1871,11,174
1872,1,17
1873,1,16
1874,1,15
1875,1,16
1876,1,16
1877,1,17
1878,1,17
1879,1,16
1880,1,16
1881,1,16
1882,1,16
1883,1,513
1884,1,17
1885,1,17
1886,10,514
1887,10,161
1888,11,174
1889,11,166
1890,11,166
1891,11,171
1892,11,515
1893,1,16
1894,11,168
1895,11,168
1896,11,168
1897,11,173
1898,11,173
1899,11,166
1900,11,173
1901,11,171
1902,11,174
1903,11,174
1904,11,170
1905,2,18
1906,11,166
1907,11,166
1908,11,168
1909,11,168
1910,11,174
1911,11,170
1912,11,167
1913,11,167
1914,11,167
1915,1,17
1916,1,17
1917,1,17
1918,1,16
1919,1,16
1920,1,17
1921,11,174
1922,2,18
1923,11,166
1924,15,238
1925,15,243
1926,16,266
1927,16,268
1928,16,268
1929,15,242
1930,15,241
1931,15,241
1932,16,266
1933,15,242
1934,15,242
1935,15,516
1936,15,240
1937,7,104
1938,16,269
1939,16,269
1940,16,270
1941,16,269
1942,16,268
1943,16,268
1944,16,272
1945,16,272
1946,16,269
1947,16,272
1948,16,272
1949,16,272
1950,16,266
1951,16,266
1952,16,268
1953,16,268
1954,16,270
1955,16,270
1956,15,240
1957,15,240
1958,13,517
1959,13,518
1960,13,519
1961,16,520
1962,16,521
1963,13,522
1964,16,269
1965,8,523
1966,16,267
1967,7,524
1968,13,525
1969,16,266
1970,15,239
1971,15,243
1972,15,239
1973,16,271
1974,16,270
1975,16,271
1976,15,241
1977,15,241
1978,16,272
1979,15,242
1980,15,241
1981,15,242
1982,15,241
1983,7,526
1984,15,527
1985,15,243
1986,16,528
1987,16,529
1988,15,530
1989,15,240
1990,16,269
1991,16,268
1992,16,270
1993,16,272
1994,16,270
1995,16,272
1996,16,269
1997,16,268
1998,16,268
1999,16,267
2000,15,243
2001,16,531
2002,16,271
2003,16,271
2004,16,271
2005,16,269
2006,15,240
2007,16,271
2008,15,241
2009,16,268
2010,16,270
2011,16,269
2012,16,270
2013,15,243
2014,15,243
2015,3,51
2016,3,51
2017,3,51
2018,3,48
2019,3,48
2020,3,48
2021,3,44
2022,3,44
2023,3,47
2024,3,47
2025,3,47
2026,3,45
2027,3,45
2028,3,45
2029,3,47
2030,3,45
2031,3,47
2032,3,532
2033,3,43
2034,3,43
2035,3,43
2036,3,44
2037,3,47
2038,3,44
2039,3,47
2040,3,50
2041,3,50
2042,3,50
2043,3,47
2044,3,50
2045,3,45
2046,3,45
2047,3,50
2048,3,49
2049,2,533
2050,2,26
2051,3,37
2052,3,47
2053,3,50
2054,3,45
2055,3,46
2056,3,43
2057,3,46
2058,3,45
2059,3,534
2060,3,535
2061,3,46
2062,3,51
2063,3,46
2064,3,44
2065,3,536
2066,3,48
2067,3,537
2068,3,49
2069,3,49
2070,3,48
2071,3,49
2072,3,43
2073,3,50
2074,3,538
2075,11,169
2076,4,56
2077,4,539
2078,4,540
2079,4,56
2080,4,57
2081,4,57
2082,4,541
2083,4,542
2084,4,57
2085,11,543
2086,3,43
2087,4,56
2088,4,56
2089,3,51
2090,3,544
2091,1,545
2092,3,50
2093,4,57
2094,4,57
2095,4,57
2096,4,57
2097,2,546
2098,2,547
2099,3,46
2100,3,46
2101,4,57
2102,4,56
2103,4,56
2104,4,56
2105,3,44
2106,3,44
2107,3,46
2108,3,43
2109,3,44
2110,3,44
2111,4,548
2112,4,549
2113,3,46
2114,3,46
2115,3,46
2116,3,48
2117,3,48
2118,3,49
2119,3,48
2120,3,48
2121,3,51
2122,3,46
2123,3,51
2124,3,51
2125,3,49
2126,11,550
2127,4,57
2128,3,49
2129,3,49
2130,3,51
2131,2,551
2132,2,552
2133,4,56
2134,4,56
2135,3,47
2136,2,22
2137,2,22
2138,2,23
2139,2,23
