Id,Partition
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,1
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,2
19,2
20,2
21,2
22,2
23,2
24,2
25,2
26,2
27,2
28,2
29,2
30,2
31,2
32,2
33,2
34,3
35,3
36,3
37,3
38,3
39,3
40,3
41,3
42,3
43,3
44,3
45,3
46,3
47,3
48,3
49,3
50,3
51,3
52,4
53,4
54,4
55,4
56,4
57,4
58,4
59,4
60,4
61,4
62,4
63,4
64,4
65,4
66,4
67,4
68,4
69,4
70,5
71,5
72,5
73,5
74,5
75,5
76,5
77,5
78,5
79,5
80,5
81,5
82,5
83,5
84,5
85,5
86,5
87,5
88,5
89,6
90,6
91,6
92,6
93,6
94,6
95,6
96,6
97,6
98,6
99,6
100,6
101,6
102,7
103,7
104,7
105,7
106,7
107,7
108,7
109,7
110,7
111,7
112,7
113,7
114,7
115,7
116,7
117,7
118,7
119,8
120,8
121,8
122,8
123,8
124,8
125,8
126,8
127,8
128,8
129,8
130,8
131,8
132,8
133,8
134,8
135,9
136,9
137,9
138,9
139,9
140,9
141,9
142,9
143,9
144,9
145,9
146,9
147,9
148,9
149,9
150,9
151,9
152,9
153,10
154,10
155,10
156,10
157,10
158,10
159,10
160,10
161,10
162,10
163,10
164,10
165,10
166,11
167,11
168,11
169,11
170,11
171,11
172,11
173,11
174,11
175,11
176,11
177,11
178,11
179,11
180,11
181,11
182,11
183,11
184,12
185,12
186,12
187,12
188,12
189,12
190,12
191,12
192,12
193,12
194,12
195,12
196,12
197,12
198,12
199,12
200,12
201,12
202,13
203,13
204,13
205,13
206,13
207,13
208,13
209,13
210,13
211,13
212,13
213,13
214,13
215,13
216,13
217,13
218,13
219,13
220,14
221,14
222,14
223,14
224,14
225,14
226,14
227,14
228,14
229,14
230,14
231,14
232,14
233,14
234,14
235,14
236,14
237,14
238,15
239,15
240,15
241,15
242,15
243,15
244,15
245,15
246,15
247,15
248,15
249,15
250,15
251,15
252,15
253,15
254,15
255,15
256,15
257,16
258,16
259,16
260,16
261,16
262,16
263,16
264,16
265,16
266,16
267,16
268,16
269,16
270,16
271,16
272,16
273,16
274,16
275,16
276,16
277,14
278,16
279,16
280,16
281,16
282,14
283,13
284,14
285,10
286,11
287,9
288,12
289,1
290,9
291,9
292,13
293,13
294,14
295,4
296,13
297,13
298,14
299,9
300,7
301,14
302,7
303,9
304,13
305,9
306,13
307,1
308,1
309,2
310,2
311,12
312,1
313,1
314,1
315,1
316,1
317,2
318,1
319,12
320,1
321,3
322,1
323,2
324,1
325,12
326,4
327,3
328,3
329,3
330,13
331,3
332,3
333,4
334,9
335,4
336,3
337,2
338,2
339,8
340,4
341,2
342,2
343,8
344,8
345,2
346,14
347,9
348,2
349,7
350,16
351,14
352,2
353,14
354,9
355,14
356,9
357,8
358,14
359,14
360,9
361,14
362,2
363,14
364,14
365,14
366,9
367,14
368,8
369,8
370,14
371,14
372,14
373,2
374,11
375,12
376,14
377,16
378,9
379,9
380,3
381,9
382,10
383,9
384,4
385,9
386,10
387,3
388,4
389,10
390,9
391,4
392,9
393,9
394,9
395,10
396,4
397,9
398,9
399,10
400,4
401,10
402,9
403,9
404,12
405,9
406,9
407,6
408,5
409,5
410,6
411,5
412,5
413,5
414,5
415,5
416,5
417,5
418,5
419,5
420,8
421,5
422,5
423,14
424,9
425,5
426,4
427,6
428,6
429,8
430,7
431,8
432,8
433,8
434,7
435,3
436,4
437,7
438,5
439,7
440,8
441,7
442,7
443,6
444,6
445,5
446,5
447,16
448,15
449,15
450,16
451,3
452,1
453,1
454,9
455,1
456,1
457,3
458,1
459,3
460,1
461,9
462,3
463,3
464,11
465,11
466,12
467,11
468,12
469,11
470,11
471,12
472,12
473,11
474,1
475,10
476,11
477,1
478,10
479,1
480,10
481,2
482,12
483,12
484,11
485,2
486,11
487,12
488,2
489,12
490,11
491,11
492,10
493,2
494,2
495,12
496,2
497,12
498,12
499,12
500,11
501,12
502,11
503,11
504,9
505,12
506,2
507,12
508,11
509,11
510,11
511,2
512,1
513,1
514,10
515,11
516,15
517,13
518,13
519,13
520,16
521,16
522,13
523,8
524,7
525,13
526,7
527,15
528,16
529,16
530,15
531,16
532,3
533,2
534,3
535,3
536,3
537,3
538,3
539,4
540,4
541,4
542,4
543,11
544,3
545,1
546,2
547,2
548,4
549,4
550,11
551,2
552,2
553,4
554,13
555,14
556,13
557,13
558,14
559,14
560,11
561,9
562,1
563,12
564,11
565,11
566,1
567,11
568,12
569,11
570,12
571,12
572,3
573,14
574,16
575,14
576,14
577,16
578,15
579,2
580,14
581,2
582,15
583,16
584,16
585,15
586,15
587,15
588,5
589,3
590,6
591,3
592,5
593,5
594,4
595,3
596,6
597,6
598,3
599,3
600,3
601,6
602,6
603,8
604,7
605,6
606,8
607,6
608,7
609,8
610,3
611,8
612,8
613,13
614,7
615,7
616,6
617,8
618,7
619,8
620,8
621,8
622,7
623,8
624,8
625,7
626,6
627,7
628,7
629,6
630,8
631,7
