Id,Partition
602,7
603,5
604,14
605,4
606,4
607,6
608,6
609,6
610,5
611,5
612,6
613,8
614,8
615,4
616,4
617,16
618,16
619,5
620,15
621,4
622,4
623,4
624,4
625,4
626,15
627,15
628,6
629,6
630,6
631,6
632,6
633,15
634,15
635,6
636,14
637,14
638,15
639,4
640,8
641,8
642,12
643,6
644,4
645,4
646,4
647,6
648,6
649,6
650,8
651,8
652,5
653,8
654,8
655,15
656,3
657,3
658,3
659,3
660,4
661,4
662,5
663,5
664,3
665,3
666,2
667,5
668,2
669,2
670,12
671,12
672,3
673,3
674,4
675,4
676,4
677,5
678,5
679,2
680,2
681,2
682,3
683,3
684,3
685,2
686,3
687,3
688,9
689,9
690,15
691,6
692,15
693,5
694,5
695,6
696,6
697,15
698,6
699,6
700,8
701,4
702,7
703,7
704,5
705,5
706,5
707,5
708,5
709,6
710,7
711,1
712,5
713,7
714,7
715,5
716,15
717,13
718,13
719,4
720,5
721,4
722,16
723,12
724,16
725,7
726,7
727,5
728,8
729,6
730,4
731,3
732,6
733,8
734,5
735,4
736,10
737,9
738,2
739,2
740,5
741,6
742,3
743,5
744,5
745,2
746,4
747,13
748,13
749,5
750,4
751,4
752,5
753,15
754,2
755,3
756,2
757,5
758,16
759,5
760,8
761,4
762,13
763,4
764,5
765,2
766,2
767,5
768,8
769,6
770,2
771,3
772,8
773,5
774,5
775,6
776,9
777,4
778,15
779,5
780,4
781,15
782,15
783,6
784,8
785,6
786,3
787,3
788,16
789,15
790,15
791,4
792,2
793,6
794,6
795,6
796,15
797,3
798,5
799,6
800,8
801,14
802,3
803,3
804,14
805,9
806,9
807,9
808,9
809,9
810,9
811,10
812,10
813,10
814,3
815,10
816,10
817,3
818,3
819,3
820,4
821,4
822,16
823,4
824,16
825,16
826,16
827,13
828,16
829,9
830,9
831,13
832,13
833,9
834,9
835,13
836,14
837,6
838,6
839,13
840,14
841,14
842,4
843,14
844,6
845,2
846,14
847,14
848,1
849,6
850,14
851,13
852,14
853,6
854,4
855,4
856,1
857,3
858,3
859,7
860,3
861,3
862,4
863,4
864,15
865,15
866,4
867,3
868,7
869,4
870,4
871,2
872,16
873,12
874,10
875,9
876,12
877,12
878,9
879,9
880,9
881,10
882,10
883,10
884,10
885,12
886,10
887,12
888,10
889,10
890,9
891,9
892,10
893,9
894,10
895,10
896,9
897,10
898,9
899,9
900,10
901,9
902,9
903,9
904,9
905,15
906,9
907,9
908,10
909,9
910,9
911,10
912,10
913,10
914,3
915,8
916,15
917,8
918,8
919,8
920,6
921,2
922,6
