Id,Partition
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,1
11,1
12,1
13,1
14,1
15,1
16,2
17,2
18,2
19,2
20,2
21,2
22,2
23,2
24,2
25,2
26,2
27,2
28,2
29,2
30,2
31,3
32,3
33,3
34,3
35,3
36,3
37,3
38,3
39,3
40,3
41,3
42,3
43,3
44,3
45,3
46,4
47,4
48,4
49,4
50,4
51,4
52,4
53,4
54,4
55,4
56,4
57,4
58,4
59,4
60,4
61,5
62,5
63,5
64,5
65,5
66,5
67,5
68,5
69,5
70,5
71,5
72,5
73,5
74,5
75,5
76,6
77,6
78,6
79,6
80,6
81,6
82,6
83,6
84,6
85,6
86,6
87,6
88,6
89,6
90,6
91,7
92,7
93,7
94,7
95,7
96,7
97,7
98,7
99,7
100,7
101,7
102,7
103,7
104,7
105,7
106,8
107,8
108,8
109,8
110,8
111,8
112,8
113,8
114,8
115,8
116,8
117,8
118,8
119,8
120,8
121,9
122,9
123,9
124,9
125,9
126,9
127,9
128,9
129,9
130,9
131,9
132,9
133,9
134,9
135,9
136,10
137,10
138,10
139,10
140,10
141,10
142,10
143,10
144,10
145,10
146,10
147,10
148,10
149,10
150,10
151,11
152,11
153,11
154,11
155,11
156,11
157,11
158,11
159,11
160,11
161,11
162,11
163,11
164,11
165,11
166,12
167,12
168,12
169,12
170,12
171,12
172,12
173,12
174,12
175,12
176,12
177,12
178,12
179,12
180,12
181,13
182,13
183,13
184,13
185,13
186,13
187,13
188,13
189,13
190,13
191,13
192,13
193,13
194,13
195,13
196,14
197,14
198,14
199,14
200,14
201,14
202,14
203,14
204,14
205,14
206,14
207,14
208,14
209,14
210,14
211,15
212,15
213,15
214,15
215,15
216,15
217,15
218,15
219,15
220,15
221,15
222,15
223,15
224,15
225,15
226,16
227,16
228,16
229,16
230,16
231,16
232,16
233,16
234,16
235,16
236,16
237,16
238,16
239,16
240,16
241,6
242,5
243,8
244,5
245,8
246,3
247,8
248,8
249,8
250,3
251,6
252,8
253,3
254,6
255,8
256,8
257,15
258,6
259,6
260,3
261,8
262,8
263,6
264,8
265,7
266,12
267,9
268,10
269,12
270,10
271,10
272,10
273,12
274,9
275,12
276,5
277,9
278,9
279,9
280,1
281,13
282,13
283,13
284,1
285,14
286,1
287,14
288,3
289,8
290,5
291,3
292,3
293,3
294,3
295,3
296,3
297,15
298,3
299,3
300,14
301,2
302,14
303,14
304,3
305,6
306,8
307,6
308,12
309,6
310,14
311,3
312,3
313,2
314,3
315,2
316,2
317,2
318,2
319,2
320,14
321,3
322,3
323,12
324,11
325,6
326,6
327,6
328,5
329,5
330,6
331,5
332,12
333,5
334,2
335,15
336,12
337,15
338,16
339,15
340,15
341,16
342,13
343,15
344,15
345,15
346,15
347,16
348,16
349,2
350,13
351,5
352,3
353,2
354,1
355,4
356,7
357,7
358,15
359,1
360,1
361,3
362,7
363,3
364,7
365,7
366,7
367,3
368,3
369,3
370,2
371,3
372,4
373,4
374,7
375,8
376,8
377,7
378,8
379,8
380,15
381,2
382,5
383,4
384,7
385,3
386,2
387,2
388,7
389,7
390,8
391,3
392,2
393,3
394,16
395,7
396,2
397,2
398,3
399,7
400,7
401,3
402,7
403,8
404,2
405,7
406,7
407,4
408,2
409,8
410,12
411,12
412,12
413,14
414,12
415,14
416,12
417,12
418,11
419,12
420,11
421,11
422,12
423,11
424,11
425,11
426,11
427,12
428,11
429,11
430,12
431,12
432,11
433,11
434,11
435,12
436,16
437,16
438,16
439,16
440,6
441,6
442,15
443,15
444,15
445,15
446,12
447,12
448,16
449,15
450,13
451,16
452,6
453,16
454,13
455,5
456,13
457,15
458,15
459,15
460,15
461,11
462,11
463,15
464,15
465,11
466,11
467,11
468,15
469,2
470,1
471,1
472,1
473,2
474,4
475,14
476,7
477,7
478,13
479,14
480,2
481,14
482,14
483,14
484,14
485,1
486,1
487,1
488,1
489,1
490,2
491,1
492,1
493,1
494,2
495,2
496,2
497,2
498,15
499,3
500,2
501,2
502,2
503,14
504,14
505,13
506,13
507,2
508,2
509,2
510,2
511,11
512,2
513,15
514,2
515,2
516,1
517,1
518,15
519,15
520,2
521,2
522,15
523,2
524,4
525,2
526,13
527,1
528,1
529,1
530,1
531,13
532,1
533,7
534,13
535,6
536,2
537,1
538,1
539,2
540,2
541,13
542,1
543,1
544,15
545,13
546,13
547,6
548,1
549,1
550,1
551,1
552,13
553,6
554,6
555,6
556,13
557,1
558,8
559,4
560,2
561,1
562,6
563,3
564,13
565,2
566,13
567,6
568,15
569,16
570,16
571,13
572,3
573,1
574,4
575,15
576,4
577,2
578,13
579,13
580,6
581,13
582,14
583,16
584,3
585,4
586,15
587,13
588,2
589,5
590,2
591,13
592,12
593,16
594,16
595,16
596,13
597,13
598,5
599,4
600,13
601,13
