Id,Partition,Subpartition
415,15,424
416,1,12
417,1,10
418,13,360
419,11,493
420,3,61
421,13,364
422,12,345
423,11,295
424,3,78
425,4,94
426,5,124
427,15,428
428,9,247
429,16,454
430,9,239
431,4,112
432,6,163
433,3,87
434,12,336
435,12,343
436,11,494
437,7,180
438,2,41
439,2,40
440,15,441
441,15,432
442,15,435
443,16,463
444,6,171
445,16,442
446,8,232
447,9,244
448,16,470
449,5,128
450,13,366
451,2,48
452,8,221
453,6,154
454,12,339
455,5,129
456,10,268
457,11,322
458,1,6
459,1,9
460,10,290
461,14,407
462,13,360
463,10,285
464,1,22
465,9,253
466,13,362
467,11,495
468,10,283
469,14,411
470,13,362
471,6,152
472,3,71
473,16,458
474,8,206
475,2,39
476,4,96
477,15,419
478,2,57
479,9,261
480,11,320
481,16,445
482,10,291
483,15,422
484,2,59
485,7,183
486,4,109
487,11,310
488,8,226
489,16,459
490,5,146
491,2,33
492,7,191
493,8,217
494,14,394
495,2,58
496,3,65
497,12,349
498,9,236
499,4,111
500,1,17
501,1,4
502,6,162
503,2,56
504,8,217
505,12,349
506,5,129
507,9,236
508,10,284
509,16,455
510,6,152
511,2,40
512,10,272
513,6,162
514,8,225
515,8,231
516,5,125
517,14,398
518,8,229
519,15,419
520,16,469
521,12,345
522,14,392
523,3,71
524,12,352
525,3,84
526,7,199
527,16,459
528,7,196
529,1,25
530,11,305
531,6,154
532,4,91
533,10,283
534,12,329
535,8,206
536,15,414
537,14,395
538,14,398
539,4,108
540,3,87
541,12,346
542,11,317
543,11,294
544,15,433
545,10,291
546,14,396
547,7,180
548,3,77
549,6,163
550,15,415
551,13,381
552,15,440
553,12,351
554,5,147
555,8,223
556,5,146
557,11,321
558,3,64
559,3,68
560,10,288
561,6,165
562,8,226
563,14,388
564,5,126
565,7,182
566,10,272
567,8,222
568,12,343
569,8,496
570,13,365
571,3,83
572,11,323
573,8,225
574,9,237
575,6,169
576,10,287
577,3,81
578,4,104
579,16,452
580,7,201
581,11,306
582,1,28
583,1,18
584,4,497
585,3,69
586,13,376
587,4,115
588,10,267
589,9,248
590,2,42
591,8,217
592,4,93
593,4,110
594,5,139
595,15,418
596,10,280
597,15,422
598,13,368
599,8,498
600,2,37
601,6,149
602,16,447
603,13,357
604,6,499
605,12,326
606,3,89
607,8,234
608,16,461
609,1,17
610,15,432
611,1,19
612,1,4
613,12,347
614,14,398
615,5,123
616,6,149
617,10,274
618,16,452
619,5,118
620,10,285
621,15,422
622,2,41
623,12,340
624,1,2
625,8,500
626,14,384
627,14,407
628,15,439
629,1,501
630,2,50
631,14,405
632,13,355
633,10,283
634,12,332
635,3,502
636,12,503
637,12,350
638,4,106
639,6,166
640,2,40
641,1,21
642,16,452
643,3,73
644,11,301
645,12,345
646,13,370
647,2,53
648,2,40
649,16,448
650,3,77
651,2,53
652,1,9
653,9,249
654,1,29
655,12,351
656,3,75
657,4,90
658,5,130
659,4,101
660,7,185
661,4,100
662,3,60
663,13,504
664,1,5
665,9,238
666,1,505
667,7,197
668,12,335
669,14,402
670,14,395
671,14,395
672,7,187
673,4,95
674,11,506
675,10,290
676,3,70
677,10,271
678,6,150
679,6,507
680,4,94
681,8,222
682,6,162
683,3,85
684,7,198
685,7,178
686,16,462
687,6,173
688,1,26
689,8,227
690,1,5
691,12,346
692,7,188
693,15,435
694,9,508
695,15,428
696,13,372
697,7,186
698,15,428
699,16,453
700,10,279
701,8,215
702,15,438
703,14,410
704,6,151
705,12,349
706,15,415
707,16,456
708,7,198
709,15,436
710,15,415
711,4,115
712,3,72
713,9,244
714,8,230
715,12,328
716,12,341
717,10,293
718,16,469
719,10,282
720,6,166
721,1,26
722,3,70
723,12,347
724,7,509
725,14,410
726,6,173
727,11,305
728,12,349
729,14,395
730,8,225
731,15,422
732,2,34
733,3,76
734,4,115
735,12,349
736,2,53
737,10,279
738,8,208
739,16,462
740,14,405
741,9,247
742,6,173
743,13,380
744,13,371
745,7,179
746,10,273
747,5,135
748,7,200
749,16,470
750,5,142
751,16,510
752,7,200
753,9,264
754,16,449
755,11,312
756,10,288
757,5,133
758,14,398
759,7,177
760,9,262
761,11,314
762,13,363
763,7,202
764,4,116
765,7,180
766,6,168
767,16,466
768,11,306
769,6,176
770,4,105
771,8,208
772,1,17
773,9,247
774,12,327
775,3,71
776,6,161
777,11,294
778,6,160
779,2,34
780,15,427
781,8,227
782,1,28
783,14,385
784,3,69
785,15,433
786,1,7
787,11,310
788,10,290
789,1,13
790,3,89
791,4,111
792,4,94
793,12,350
794,8,232
795,1,21
796,8,227
797,15,435
798,3,89
799,10,271
800,6,171
801,9,251
802,7,185
803,16,444
804,6,158
805,1,511
806,3,512
807,16,447
808,15,422
809,6,173
810,14,384
811,1,27
812,13,359
813,11,305
814,16,452
815,12,345
816,8,222
817,7,201
818,2,38
819,6,156
820,12,335
821,14,396
822,1,8
823,5,138
824,12,352
825,8,513
826,7,193
827,1,2
828,12,348
829,3,514
830,7,205
831,9,264
832,7,196
833,13,382
834,7,181
835,6,153
836,11,303
837,7,190
838,3,72
839,6,173
840,13,371
841,10,515
842,1,14
843,8,225
844,8,230
845,13,361
846,8,228
847,12,351
848,2,54
849,16,449
850,10,275
851,6,150
852,11,303
853,1,8
854,15,426
855,8,214
856,11,306
857,10,268
858,6,174
859,13,357
860,12,347
861,8,212
862,9,255
863,12,325
864,10,278
865,13,355
866,2,58
867,1,14
868,11,318
869,16,446
870,5,142
871,6,168
872,11,304
873,4,516
874,14,388
875,7,189
876,9,243
877,9,255
878,3,64
879,8,227
880,7,177
881,13,371
882,7,187
883,6,157
884,12,343
885,14,407
886,4,90
887,9,258
888,9,238
889,9,517
890,10,269
891,5,129
892,5,126
893,7,190
894,9,253
895,9,257
896,12,330
897,11,308
898,3,75
899,7,178
900,6,167
901,14,394
902,10,285
903,5,134
904,7,181
905,1,24
906,14,395
907,6,156
908,6,165
909,13,360
910,11,312
911,7,191
912,13,355
913,4,98
914,14,412
915,9,249
916,15,436
917,13,354
918,9,253
919,3,60
920,5,140
921,11,317
922,9,246
923,5,146
924,7,198
925,9,245
926,11,312
927,7,200
928,4,108
929,16,445
930,15,414
931,14,412
932,15,421
933,1,518
934,10,272
935,5,119
936,13,372
937,14,406
938,2,59
939,6,152
940,9,256
941,10,291
942,9,241
943,1,28
944,11,323
945,8,216
946,7,195
947,16,453
948,15,433
949,10,283
950,4,107
951,1,23
952,13,370
953,5,128
954,5,122
955,4,97
956,8,232
957,16,458
958,8,222
959,1,11
960,5,129
961,16,467
962,15,416
963,8,207
964,5,122
965,8,221
966,4,106
967,9,247
968,12,334
969,2,33
970,15,437
971,9,519
972,1,14
973,14,409
974,8,213
975,13,381
976,16,452
977,4,111
978,10,265
979,11,322
980,5,118
981,16,460
982,12,349
983,2,57
984,7,186
985,7,184
986,15,425
987,15,440
988,15,414
989,9,251
990,14,401
991,10,285
992,1,22
993,4,105
994,3,73
995,8,223
996,9,245
997,13,356
998,14,404
999,3,81
1000,15,429
1001,5,125
1002,5,143
1003,9,257
1004,3,82
1005,5,132
1006,14,406
1007,13,368
1008,10,266
1009,1,3
1010,3,78
1011,3,60
1012,14,400
1013,15,520
1014,13,364
1015,1,13
1016,7,194
1017,1,26
1018,13,377
1019,8,208
1020,3,68
1021,15,416
1022,9,249
1023,16,454
1024,11,308
1025,15,431
1026,16,456
1027,5,139
1028,12,345
1029,2,43
1030,15,441
1031,7,186
1032,6,151
1033,5,142
1034,6,152
1035,5,127
1036,15,429
1037,4,101
1038,10,289
1039,1,16
1040,6,156
1041,8,227
1042,11,312
1043,6,159
1044,12,338
1045,10,275
1046,3,74
1047,10,269
1048,10,274
1049,13,356
1050,4,112
1051,5,131
1052,3,80
1053,10,283
1054,12,336
1055,14,387
1056,13,363
1057,3,81
1058,2,50
1059,14,403
1060,16,451
1061,14,391
1062,1,27
1063,9,252
1064,16,446
1065,15,424
1066,2,35
1067,2,521
1068,8,214
1069,8,231
1070,10,289
1071,14,403
1072,7,182
1073,12,343
1074,16,447
1075,8,232
1076,14,398
1077,6,171
1078,1,13
1079,2,37
1080,11,299
1081,5,122
1082,7,183
1083,1,15
1084,12,342
1085,2,47
1086,15,418
1087,9,257
1088,12,337
1089,13,373
1090,5,137
1091,10,288
1092,7,205
1093,5,122
1094,3,68
1095,11,305
1096,6,155
1097,11,313
1098,11,319
1099,14,408
1100,6,158
1101,1,17
1102,5,139
1103,4,104
1104,10,283
1105,5,135
1106,3,69
1107,11,322
1108,14,400
1109,15,429
1110,4,104
1111,5,139
1112,8,214
1113,12,336
1114,15,435
1115,16,442
1116,3,83
1117,12,331
1118,4,117
1119,9,238
1120,1,8
1121,16,450
1122,1,27
1123,3,63
1124,3,77
1125,8,225
1126,12,332
1127,9,239
1128,1,11
1129,5,137
1130,12,326
1131,7,189
1132,11,522
1133,15,419
1134,11,300
1135,10,277
1136,5,147
1137,5,118
1138,8,228
1139,9,253
1140,7,199
1141,1,20
1142,14,412
1143,9,238
1144,2,31
1145,1,6
1146,1,12
1147,3,85
1148,2,523
1149,14,409
1150,2,35
1151,5,145
1152,12,524
1153,6,173
1154,11,295
1155,15,432
1156,5,147
1157,12,350
1158,10,271
1159,5,125
1160,4,93
1161,2,35
1162,1,28
1163,4,99
1164,14,405
1165,2,34
1166,14,411
1167,14,392
1168,16,449
1169,11,302
1170,7,197
1171,9,525
1172,5,134
1173,15,417
1174,15,440
1175,16,442
1176,10,293
1177,2,41
1178,9,257
1179,4,100
1180,1,5
1181,1,28
1182,9,526
1183,5,125
1184,1,10
1185,15,415
1186,12,338
1187,1,12
1188,5,132
1189,2,33
1190,10,286
1191,12,324
1192,10,284
1193,7,178
1194,5,121
1195,9,260
1196,10,270
1197,10,270
1198,6,527
1199,9,528
1200,16,443
1201,16,444
1202,14,410
1203,11,311
1204,13,366
1205,3,72
1206,14,395
1207,3,68
1208,12,325
1209,7,199
1210,14,395
1211,9,529
1212,13,380
1213,11,313
1214,3,530
1215,13,373
1216,6,176
1217,13,369
1218,8,224
1219,8,215
1220,7,195
1221,3,67
1222,14,393
1223,11,296
1224,7,183
1225,1,27
1226,13,355
1227,3,66
1228,13,375
1229,12,342
1230,11,307
1231,14,385
1232,15,425
1233,5,147
1234,6,150
1235,12,335
1236,7,203
1237,5,128
1238,2,42
1239,15,430
1240,15,415
1241,15,436
1242,2,47
1243,2,40
1244,11,294
1245,10,267
1246,9,254
1247,12,531
1248,5,144
1249,1,19
1250,15,431
1251,5,122
1252,8,207
1253,2,532
1254,10,268
1255,3,70
1256,10,286
1257,7,205
1258,2,31
1259,14,410
1260,3,63
1261,7,533
1262,5,146
1263,11,321
1264,7,183
1265,5,126
1266,8,224
1267,4,104
1268,2,534
1269,7,203
1270,12,341
1271,15,435
1272,13,359
1273,8,207
1274,9,247
1275,5,144
1276,14,394
1277,3,67
1278,1,23
1279,7,198
1280,15,535
1281,11,306
1282,16,446
1283,13,358
1284,9,264
1285,9,262
1286,10,283
1287,2,49
1288,13,365
1289,9,251
1290,8,220
1291,11,308
1292,12,326
1293,4,92
1294,16,461
1295,6,160
1296,14,411
1297,10,292
1298,10,277
1299,8,217
1300,16,466
1301,5,130
1302,10,284
1303,7,184
1304,8,219
1305,16,444
1306,10,279
1307,8,230
1308,6,152
1309,10,291
1310,16,466
1311,5,127
1312,11,308
1313,7,191
1314,11,315
1315,4,112
1316,10,279
1317,4,101
1318,3,84
1319,13,363
1320,7,195
1321,9,536
1322,14,401
1323,2,36
1324,9,238
1325,9,237
1326,5,125
1327,7,203
1328,7,186
1329,12,338
1330,4,107
1331,3,61
1332,14,389
1333,14,401
1334,6,150
1335,13,382
1336,12,326
1337,8,228
1338,3,77
1339,15,439
1340,7,537
1341,1,17
1342,4,113
1343,6,154
1344,16,445
1345,2,54
1346,1,28
1347,15,423
1348,11,312
1349,12,328
1350,3,67
1351,9,245
1352,3,73
1353,11,319
1354,6,162
1355,5,538
1356,7,185
1357,12,338
1358,13,381
1359,1,14
1360,9,258
1361,10,284
1362,3,81
1363,8,231
1364,5,144
1365,7,187
1366,8,224
1367,4,98
1368,14,411
1369,7,539
1370,13,367
1371,12,332
1372,9,251
1373,13,365
1374,14,385
1375,10,273
1376,14,401
1377,9,253
1378,12,329
1379,13,356
1380,16,444
1381,12,337
1382,8,219
1383,1,7
1384,9,243
1385,2,54
1386,14,407
1387,8,226
1388,8,213
1389,14,403
1390,13,378
1391,15,441
1392,3,77
1393,16,462
1394,5,135
1395,1,5
1396,13,359
1397,5,131
1398,6,149
1399,15,422
1400,2,540
1401,5,144
1402,8,233
1403,2,59
1404,12,328
1405,10,282
1406,1,30
1407,15,413
1408,13,376
1409,16,448
1410,9,250
1411,16,459
1412,10,292
1413,13,368
1414,5,133
1415,5,119
1416,12,344
1417,9,245
1418,16,453
1419,8,227
1420,11,301
1421,15,423
1422,5,541
1423,7,180
1424,10,285
1425,1,10
1426,2,48
1427,9,257
1428,8,206
1429,8,224
1430,15,422
1431,16,463
1432,1,8
1433,12,324
1434,13,378
1435,5,137
1436,5,131
1437,15,428
1438,9,542
1439,16,448
1440,11,309
1441,9,255
1442,11,313
1443,4,116
1444,11,300
1445,4,101
1446,10,273
1447,11,323
1448,5,137
1449,14,393
1450,11,318
1451,8,207
1452,2,51
1453,8,215
1454,14,389
1455,10,268
1456,8,212
1457,15,434
1458,15,419
1459,5,121
1460,12,325
1461,16,450
1462,5,131
1463,3,71
1464,4,110
1465,5,143
1466,13,355
1467,14,392
1468,7,179
1469,7,186
1470,7,199
1471,16,451
1472,10,284
1473,9,251
1474,11,543
1475,16,460
1476,16,467
1477,3,66
1478,1,18
1479,16,460
1480,7,194
1481,4,115
1482,13,368
1483,5,128
1484,2,40
1485,1,2
1486,5,147
1487,1,22
1488,7,186
1489,15,427
1490,13,372
1491,16,447
1492,4,113
1493,2,544
1494,1,24
1495,9,239
1496,8,213
1497,3,88
1498,15,415
1499,11,314
1500,11,319
1501,15,426
1502,5,125
1503,16,443
1504,6,172
1505,10,265
1506,9,241
1507,4,105
1508,1,30
1509,9,237
1510,13,368
1511,9,259
1512,7,190
1513,15,434
1514,13,373
1515,12,324
1516,3,73
1517,9,545
1518,13,364
1519,14,395
1520,15,418
1521,14,397
1522,2,35
1523,7,197
1524,3,88
1525,2,56
1526,6,171
1527,8,546
1528,9,255
1529,11,313
1530,14,408
1531,4,99
1532,10,285
1533,14,547
1534,9,250
1535,10,278
1536,10,285
1537,14,399
1538,6,169
1539,5,132
1540,10,287
1541,6,154
1542,8,222
1543,15,430
1544,13,548
1545,5,133
1546,7,190
1547,1,17
1548,9,244
1549,16,452
1550,10,287
1551,5,135
1552,5,129
1553,1,22
1554,6,174
1555,8,230
1556,5,123
1557,1,23
1558,11,297
1559,12,346
1560,11,315
1561,7,190
1562,5,120
1563,9,258
1564,3,66
1565,12,347
1566,5,133
1567,13,379
1568,5,118
1569,14,392
1570,15,428
1571,6,148
1572,14,399
1573,12,353
1574,7,191
1575,8,215
1576,4,95
1577,13,369
1578,6,170
1579,4,94
1580,13,373
1581,2,549
1582,2,43
1583,10,282
1584,5,131
1585,11,320
1586,7,550
1587,2,42
1588,1,10
1589,12,325
1590,11,317
1591,3,60
1592,6,175
1593,2,41
1594,11,551
1595,5,133
1596,2,32
1597,3,79
1598,16,552
1599,16,461
1600,15,424
1601,2,48
1602,16,455
1603,1,30
1604,6,162
1605,5,130
1606,8,229
1607,1,15
1608,14,393
1609,5,122
1610,7,194
1611,4,99
1612,12,339
1613,7,179
1614,4,91
1615,7,200
1616,4,98
1617,11,321
1618,16,553
1619,10,281
1620,7,204
1621,12,325
1622,1,9
1623,2,31
1624,1,24
1625,6,168
1626,12,339
1627,1,11
1628,8,211
1629,6,172
1630,3,84
1631,14,402
1632,15,423
1633,3,63
1634,9,244
1635,3,65
1636,2,53
1637,14,408
1638,15,426
1639,15,421
1640,12,327
1641,9,554
1642,6,174
1643,5,120
1644,1,555
1645,15,420
1646,2,53
1647,11,318
1648,8,234
1649,13,379
1650,14,406
1651,4,102
1652,13,380
1653,7,556
1654,8,557
1655,9,244
1656,6,153
1657,2,558
1658,9,259
1659,11,296
1660,14,387
1661,9,250
1662,5,140
1663,1,11
1664,11,306
1665,9,257
1666,16,459
1667,2,32
1668,9,241
1669,9,239
1670,3,559
1671,8,211
1672,5,123
1673,2,55
1674,8,216
1675,1,9
1676,4,97
1677,11,323
1678,14,396
1679,7,202
1680,5,138
1681,12,560
1682,11,561
1683,8,232
1684,7,205
1685,15,440
1686,9,256
1687,16,464
1688,7,190
1689,4,562
1690,1,25
1691,11,313
1692,6,170
1693,10,278
1694,11,310
1695,10,285
1696,13,358
1697,16,452
1698,11,321
1699,9,239
1700,13,379
1701,16,465
1702,3,69
1703,15,431
1704,6,172
1705,10,278
1706,3,87
1707,3,87
1708,5,121
1709,6,150
1710,13,354
1711,6,166
1712,10,269
1713,10,267
1714,13,375
1715,1,5
1716,16,443
1717,10,284
1718,14,406
1719,4,563
1720,4,95
1721,6,155
1722,4,110
1723,4,117
1724,16,468
1725,14,391
1726,8,231
1727,13,371
1728,16,452
1729,13,368
1730,5,139
1731,13,381
1732,10,269
1733,8,208
1734,15,430
1735,13,370
1736,13,358
1737,11,318
1738,12,564
1739,2,45
1740,10,293
1741,15,441
1742,16,565
1743,7,184
1744,10,270
1745,14,383
1746,5,118
1747,4,110
1748,7,205
1749,14,390
1750,5,141
1751,10,289
1752,15,422
1753,9,255
1754,5,566
1755,10,265
1756,10,278
1757,2,49
1758,5,138
1759,7,186
1760,7,190
1761,14,567
1762,9,263
1763,5,125
1764,10,280
1765,1,2
1766,9,259
1767,5,126
1768,5,144
1769,16,445
1770,15,427
1771,13,365
1772,11,298
1773,3,84
1774,15,431
1775,16,470
1776,2,55
1777,3,79
1778,3,63
1779,9,568
1780,14,389
1781,7,193
1782,11,315
1783,10,276
1784,14,406
1785,9,249
1786,14,409
1787,3,75
1788,3,60
1789,1,18
1790,2,47
1791,13,374
1792,3,86
1793,16,460
1794,5,138
1795,9,253
1796,9,264
1797,10,292
1798,5,145
1799,11,307
1800,11,312
1801,13,369
1802,15,437
1803,5,146
1804,7,180
1805,12,346
1806,13,376
1807,2,33
1808,6,155
1809,8,234
1810,3,79
1811,2,32
1812,12,327
1813,6,162
1814,7,189
1815,4,101
1816,8,230
1817,5,128
1818,14,394
1819,7,178
1820,11,318
1821,9,239
1822,7,190
1823,3,86
1824,13,366
1825,1,10
1826,7,185
1827,11,301
1828,9,261
1829,1,569
1830,13,360
1831,14,390
1832,14,387
1833,5,136
1834,10,285
1835,4,105
1836,3,73
1837,4,114
1838,5,136
1839,1,23
1840,14,386
1841,15,421
1842,4,102
1843,11,316
1844,5,123
1845,11,310
1846,12,351
1847,10,293
1848,15,429
1849,9,244
1850,15,570
1851,5,131
1852,16,456
1853,10,291
1854,2,41
1855,4,91
1856,11,321
1857,6,158
1858,9,247
1859,7,182
1860,16,456
1861,2,34
1862,15,440
1863,2,56
1864,14,408
1865,10,274
1866,16,470
1867,7,190
1868,1,20
1869,16,460
1870,4,107
1871,7,199
1872,15,420
1873,11,316
1874,8,209
1875,14,405
1876,5,121
1877,13,371
1878,9,263
1879,14,409
1880,4,107
1881,11,297
1882,7,181
1883,6,150
1884,8,230
1885,8,218
1886,7,191
1887,12,347
1888,6,175
1889,3,77
1890,3,80
1891,13,361
1892,12,335
1893,2,50
1894,16,445
1895,6,163
1896,6,163
1897,16,455
1898,15,428
1899,15,415
1900,2,40
1901,4,90
1902,7,191
1903,14,390
1904,8,206
1905,11,305
1906,12,351
1907,2,44
1908,10,284
1909,15,437
1910,6,160
1911,12,571
1912,15,441
1913,3,64
1914,16,444
1915,7,204
1916,8,215
1917,5,119
1918,1,572
1919,7,177
1920,7,573
1921,9,261
1922,12,574
1923,5,143
1924,1,29
1925,12,575
1926,8,220
1927,1,9
1928,8,224
1929,12,330
1930,14,576
1931,14,385
1932,8,209
1933,8,222
1934,14,390
1935,12,329
1936,3,71
1937,2,59
1938,12,327
1939,6,152
1940,5,121
1941,11,303
1942,16,455
1943,4,93
1944,2,42
1945,14,398
1946,2,33
1947,16,445
1948,11,310
1949,1,8
1950,2,50
1951,1,7
1952,8,231
1953,2,55
1954,14,384
1955,3,86
1956,3,78
1957,16,445
1958,11,311
1959,5,123
1960,9,254
1961,9,249
1962,2,42
1963,11,319
1964,9,577
1965,5,126
1966,14,409
1967,11,316
1968,4,97
1969,15,423
1970,12,344
1971,2,578
1972,14,410
1973,5,135
1974,15,438
1975,11,297
1976,4,94
1977,7,177
1978,9,240
1979,5,125
1980,5,140
1981,11,323
1982,11,313
1983,11,303
1984,3,68
1985,16,454
1986,13,362
1987,16,468
1988,9,579
1989,3,79
1990,6,152
1991,7,190
1992,2,36
1993,3,86
1994,1,11
1995,11,304
1996,10,277
1997,8,208
1998,5,143
1999,15,439
2000,14,403
2001,11,303
2002,3,80
2003,4,90
2004,8,218
2005,1,26
2006,15,427
2007,11,308
2008,10,271
2009,15,418
2010,16,464
2011,10,265
2012,5,143
2013,4,113
2014,9,239
2015,9,243
2016,2,37
2017,7,204
2018,9,239
2019,5,141
2020,5,118
2021,5,119
2022,12,344
2023,9,242
2024,10,269
2025,7,197
2026,8,223
2027,9,246
2028,11,305
2029,4,580
2030,4,108
2031,15,439
2032,13,361
2033,1,9
2034,6,151
2035,6,173
2036,10,265
2037,13,381
2038,2,34
2039,7,178
2040,7,201
2041,9,581
2042,6,175
2043,5,131
2044,5,124
2045,16,464
2046,2,43
2047,13,362
2048,13,356
2049,11,582
2050,6,159
2051,4,117
2052,14,388
2053,7,200
2054,1,29
2055,3,74
2056,6,165
2057,6,166
2058,15,431
2059,14,409
2060,16,455
2061,9,246
2062,13,358
2063,4,116
2064,12,324
2065,12,333
2066,2,47
2067,13,362
2068,9,241
2069,2,43
2070,12,325
2071,2,38
2072,16,583
2073,13,354
2074,2,51
2075,2,50
2076,12,349
2077,3,62
2078,5,124
2079,1,17
2080,1,584
2081,16,451
2082,12,330
2083,5,147
2084,2,48
2085,4,100
2086,10,277
2087,11,297
2088,1,15
2089,5,120
2090,12,340
2091,15,436
2092,10,286
2093,1,15
2094,2,58
2095,14,392
2096,16,585
2097,1,28
2098,8,228
2099,1,586
2100,7,185
2101,6,587
2102,3,88
2103,6,151
2104,11,297
2105,2,43
2106,9,255
2107,4,98
2108,10,286
2109,7,187
2110,11,316
2111,10,286
2112,4,92
2113,14,410
2114,9,246
2115,10,289
2116,15,417
2117,3,67
2118,8,216
2119,12,325
2120,3,64
2121,7,189
2122,12,336
2123,9,251
2124,2,59
2125,14,397
2126,15,423
2127,12,345
2128,5,146
2129,6,154
2130,9,237
2131,13,355
2132,6,588
2133,2,44
2134,4,102
2135,6,151
2136,12,327
2137,12,333
2138,1,11
2139,7,200
