Id,Partition
602,8
603,2
604,3
605,13
606,13
607,12
608,3
609,7
610,8
611,8
612,6
613,8
614,4
615,4
616,4
617,16
618,16
619,16
620,2
621,1
622,13
623,14
624,13
625,3
626,12
627,10
628,12
629,8
630,7
631,5
632,10
633,10
634,3
635,3
636,11
637,2
638,2
639,2
640,14
641,11
642,6
643,5
644,6
645,14
646,2
647,2
648,5
649,5
650,16
651,12
652,10
653,9
654,10
655,8
656,12
657,13
658,14
659,13
660,3
661,4
662,8
663,16
664,1
665,3
666,16
667,10
668,11
669,3
670,6
671,10
672,14
673,13
674,11
675,16
676,16
677,12
678,6
679,10
680,1
681,3
682,4
683,2
684,13
685,13
686,13
687,9
688,10
689,10
690,4
691,10
692,11
693,3
694,2
695,2
696,1
697,14
698,2
699,3
700,3
701,12
702,12
703,2
704,7
705,14
706,8
707,7
708,7
709,14
710,13
711,4
712,16
713,5
714,6
715,3
716,7
717,13
718,2
719,8
720,8
721,12
722,6
723,1
724,2
725,10
726,9
727,10
728,16
729,16
730,7
731,3
732,15
733,16
734,6
735,2
736,3
737,4
738,10
739,5
740,6
741,6
742,13
743,16
744,14
745,13
746,10
747,13
748,2
749,3
750,8
751,16
752,3
753,16
754,10
755,14
756,8
757,6
758,11
759,1
760,6
761,7
762,10
763,10
764,6
765,15
766,8
767,16
768,11
769,9
770,16
771,16
772,1
773,2
774,10
775,15
776,14
777,1
778,10
779,13
780,2
781,4
782,4
783,9
784,15
785,5
786,5
787,5
788,8
789,14
790,5
791,5
792,2
793,14
794,14
795,11
796,10
797,15
798,16
799,15
800,9
801,13
802,15
803,15
804,13
805,15
806,15
807,4
808,13
809,15
810,15
811,15
812,15
813,15
814,13
815,13
816,13
817,9
818,15
819,15
820,13
