,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,
n11,-9.193961220083564,-12.45900867180796,-9.884097969898983,0.0,-0.0,-0.0,-0.0,798.4758393010561,-7.749167352441194,-11.052705075077796,-8.733398784632051,-15.343218893177255,-16.019806109964843,-11.528285462596152,98.47583930105608,98.47583930105608,98.47583930105608,-0.0,-0.0,-0.0,
n12,-9.150192536628648,-12.35537127020089,-9.739471771276808,0.0,-0.0,-0.0,-0.0,798.507057728507,-7.559293310944308,-10.859309368877696,-8.577783295615255,-15.311974075324827,-16.02909949229386,-11.513086400447529,98.50705772850701,98.50705772850701,98.50705772850701,-0.0,-0.0,-0.0,
n13,-8.981255258773663,-12.528153019740909,-9.83454941298665,0.0,-0.0,-0.0,-0.0,798.109719232489,-7.419152337173375,-11.05503993409829,-8.707831119494243,-15.708044932057273,-16.31357316000099,-11.79105038311488,98.109719232489,98.109719232489,98.109719232489,-0.0,-0.0,-0.0,
n14,-9.575389271168895,-12.774725564848543,-10.011257065080974,0.0,-0.0,-0.0,-0.0,797.6098025931095,-7.428797039187252,-11.432808936450742,-8.913434827092054,-16.17901852471287,-15.917818662391568,-11.367277407702645,97.60980259310956,97.60980259310956,97.60980259310956,-0.0,-0.0,-0.0,
n15,-9.342538017551,-12.288390827602575,-9.652172596243549,0.0,-0.0,-0.0,-0.0,797.891535919738,-7.373354342554487,-11.37086934888134,-8.913487361054038,-15.907687221376804,-16.40103752323176,-11.859538234934256,97.89153591973803,97.89153591973803,97.89153591973803,-0.0,-0.0,-0.0,
n16,-8.555333470480068,-11.781075764365532,-9.38503526068139,0.0,-0.0,-0.0,-0.0,797.3531861961138,-7.322951644178902,-10.709214478541389,-8.415583151246299,-16.4658719981195,-17.23851688580643,-12.665650366257228,97.35318619611384,97.35318619611384,97.35318619611384,-0.0,-0.0,-0.0,
n17,-9.673202058534072,-12.823427779846096,-10.066695339021749,0.0,-0.0,-0.0,-0.0,796.9217768383465,-7.274594311170056,-11.627622934256827,-9.092714732688462,-16.722034191695318,-16.87373434955226,-12.327196519503168,96.92177683834655,96.92177683834655,96.92177683834655,-0.0,-0.0,-0.0,
n18,-9.693759733692202,-12.891323748085297,-10.113324214506408,0.0,-0.0,-0.065299652240005,-0.0,796.7424447599332,-7.376719711572561,-11.571201567365925,-9.040254237975,-16.759897759269556,-17.040532518692586,-12.467533691244745,96.74244475993319,96.74244475993319,96.74244475993319,-0.0,-0.0,-0.0,
n19,-8.696949917629592,-12.437643971041236,-9.648654267539763,0.0,-0.0,-0.0,-0.0,798.2244581457484,-7.589709076251473,-10.886979495612694,-8.534875277220461,-15.594600048484933,-16.29055553592475,-11.795598264744743,98.22445814574841,98.22445814574841,98.22445814574841,-0.0,-0.0,-0.0,
n20,-8.33194401229929,-11.698703858698574,-8.980643691088238,0.0,-0.0,-0.0,-0.0,797.7800282551148,-7.124698478340515,-10.410750778377212,-8.053810747896616,-16.039029939118638,-16.85557200354274,-12.23992075677182,97.7800282551147,97.7800282551147,97.7800282551147,-0.0,-0.0,-0.0,
n21,-9.656415548821405,-12.59748946089984,-9.938475430962695,0.0,-0.0,-0.0,-0.0,797.4439748988905,-7.400203850150751,-11.59953014150367,-9.065224579464317,-16.33404036437402,-16.499092212733334,-11.9486273082352,97.44397489889045,97.44397489889045,97.44397489889045,-0.0,-0.0,-0.0,
n22,-7.864464156155062,-11.26872027023814,-8.984266922132543,0.0,-0.0,-0.0,-0.0,796.4828447493143,-6.302969773109228,-9.417569563368126,-7.330390915267553,-16.04466812927239,-17.688211796637507,-13.048510416572377,96.4828447493143,96.4828447493143,96.4828447493143,-0.0,-0.0,-0.0,
n23,-7.797378848194668,-11.1925967332085,-9.002284443134307,0.0,-0.0,-0.0,-0.0,796.4503925186499,-6.289866348578112,-9.338323201430502,-7.308886601057918,-16.00899915817031,-17.64321202176977,-13.026710347071427,96.45039251864993,96.45039251864993,96.45039251864993,-0.0,-0.0,-0.0,
n24,-7.993198178791333,-11.641475877729615,-9.273188881424366,0.0,-0.0,-0.0,-0.0,796.5969946958633,-6.7143421790519495,-9.825508364812146,-7.659413202451185,-16.27989765046238,-17.918762070459053,-13.227130928696228,96.59699469586329,96.59699469586329,96.59699469586329,-0.0,-0.0,-0.0,
n25,-7.744809989247483,-11.115618261696287,-8.90138338912841,0.0,-0.0,-0.0,-0.0,796.3739214317461,-6.187595519754697,-9.26115984840824,-7.207985547052022,-15.972593441321285,-17.637646988078366,-12.96118852361504,96.37392143174615,96.37392143174615,96.37392143174615,-0.0,-0.0,-0.0,
n26,-7.61638022460575,-10.95727831442907,-8.77359657467906,0.0,-0.0,-0.0,-0.0,796.4098909896128,-6.129003135817841,-9.101920983889759,-7.097359859629743,-15.897242941455193,-17.629081413886826,-12.9526229494235,96.40989098961273,96.40989098961273,96.40989098961273,-0.0,-0.0,-0.0,
n27,-8.01104849963241,-11.307348821230896,-9.07255205540237,0.0,-0.0,-0.0,-0.0,796.2730933868518,-6.519635549587006,-9.607180137696417,-7.551132173022058,-16.045858859607577,-17.938649534981934,-13.137638663732963,96.27309338685171,96.27309338685171,96.27309338685171,-0.0,-0.0,-0.0,
n28,-7.753939628280679,-11.125084102003449,-8.72812296693499,0.0,-0.0,-0.0,-0.0,797.6339544092049,-6.098608853951744,-9.287171419322993,-7.183859169068819,-15.605465500758353,-17.00594193349257,-12.370474515076639,97.63395440920486,97.63395440920486,97.63395440920486,-0.0,-0.0,-0.0,
n29,-7.897215856668011,-11.541753530562737,-9.03136547305603,0.0,-0.0,-0.0,-0.0,797.1306827816518,-6.282347326502612,-9.412020340669507,-7.255216670250722,-15.871579831251253,-17.447360349213312,-12.789444965427451,97.13068278165176,97.13068278165176,97.13068278165176,-0.0,-0.0,-0.0,
n30,-6.857855812401604,-9.97804521707772,-7.7575268654754925,0.0,-0.0,-0.0,-0.0,797.0672058504376,-5.585868808475589,-7.998960105886195,-5.953057822403879,-15.088957782093605,-17.188558149128134,-12.504536755185637,97.06720585043763,97.06720585043763,97.06720585043763,-0.0,-0.0,-0.0,
n31,-6.754592466909892,-9.914135612228968,-7.738493871313219,0.0,-0.0,-0.0,-0.0,796.8483714076314,-5.30619209867045,-7.748197327547401,-5.776908990113891,-15.025253446842457,-17.16702681036346,-12.510598640629993,96.84837140763135,96.84837140763135,96.84837140763135,-0.0,-0.0,-0.0,
n32,-7.447388456687277,-10.797993954975064,-8.58900650241191,0.0,-0.0,-0.0,-0.0,797.7815336196695,-5.902787932384585,-8.89529791542862,-6.8777837759868365,-15.38785192749818,-16.85331011734389,-12.198390740760665,97.78153361966947,97.78153361966947,97.78153361966947,-0.0,-0.0,-0.0,
n33,-6.125432886529467,-8.992027172199002,-7.073841212404292,0.0,-0.0,-0.0,-0.0,797.0700395822051,-4.871148383873663,-7.131736233234865,-5.460606459078824,-14.40205311803668,-17.022316417001125,-12.41684863628433,97.0700395822051,97.0700395822051,97.0700395822051,-0.0,-0.0,-0.0,
n34,-6.588828317048815,-9.621257538328702,-7.527816958619726,0.0,-0.0,-0.0,-0.0,796.7024862428486,-5.226993468794694,-7.651691815251183,-5.765735463025266,-14.932102110490508,-17.201139068556227,-12.494137128625308,96.70248624284864,96.70248624284864,96.70248624284864,-0.0,-0.0,-0.0,
n35,-9.11672649771714,-12.854901377145115,-10.071167088927869,0.0,-0.0,-0.0,-0.0,796.9814357935063,-7.907774759967562,-11.560970105146678,-8.995492421843528,-16.837622400727074,-16.4398921742332,-11.899969209555003,96.98143579350626,96.98143579350626,96.98143579350626,-0.0,-0.0,-0.0,
n36,-9.447891378912114,-13.033933958035343,-10.224054200746316,0.0,-0.0,-0.0,-0.0,797.0284249452955,-7.576609878772588,-11.35204125333688,-8.752870683912546,-16.68549153610235,-16.291254741076305,-11.775926744296743,97.0284249452955,97.0284249452955,97.0284249452955,-0.0,-0.0,-0.0,
n37,-9.605400342569038,-12.810436515959703,-10.026702227742456,0.0,-0.0,-0.0,-0.0,797.2409288943265,-7.520166175011829,-11.54996934897827,-8.9845122421717,-16.559755128797452,-16.35125375166445,-11.803002242280039,97.24092889432654,97.24092889432654,97.24092889432654,-0.0,-0.0,-0.0,
n38,-7.622516214776933,-10.784810853808215,-8.495882279179725,0.0,-0.0,-0.0,-0.0,797.2269782734121,-6.390849988182625,-8.728688842760299,-6.787869242543702,-15.52726269402977,-17.19669927748781,-12.601966379430973,97.22697827341214,97.22697827341214,97.22697827341214,-0.0,-0.0,-0.0,
n39,-9.346579746360137,-12.329899163421569,-9.612016832221759,0.0,-0.0,-0.0,-0.0,797.6588372087996,-7.44510121689537,-11.258929942530806,-8.752618396163914,-16.086184376982892,-16.524066332970992,-11.97299183632614,97.65883720879954,97.65883720879954,97.65883720879954,-0.0,-0.0,-0.0,
n40,-9.007915752669508,-13.371413198898296,-10.42374814720554,0.0,-0.0,-0.0,-0.0,796.4711930398287,-7.135460774249445,-10.815301119858804,-8.427753174225797,-16.689641948701198,-16.264579706815407,-11.727795998512471,96.47119303982869,96.47119303982869,96.47119303982869,-0.0,-0.0,-0.0,
n41,-8.80719573397453,-12.535678576905406,-10.109897395278661,0.0,-0.0,-0.0,-0.0,796.5251299138337,-6.859371060530305,-10.486057692928181,-8.150068886188492,-16.35720741790432,-17.566404190380986,-12.923889391291896,96.52512991383364,96.52512991383364,96.52512991383364,-0.0,-0.0,-0.014187253637162,
n42,-8.577225299929166,-12.57444776992298,-9.889769411055662,0.0,-0.0,-0.0,-0.0,796.4053334177429,-6.815662004986441,-10.251259891827042,-7.914785102991648,-16.287403494811237,-17.662235770788516,-13.030886547604986,96.40533341774285,96.40533341774285,96.40533341774285,-0.0,-0.0,-0.0,
n43,-7.474829835082334,-10.812097631006854,-8.483092578794205,0.0,-0.0,-0.0,-0.0,797.7029228309996,-6.004180267886638,-8.95813300244246,-6.97917611148889,-15.421704775960713,-16.93462915569474,-12.253781046512858,97.7029228309996,97.7029228309996,97.7029228309996,-0.0,-0.0,-0.0,
n44,-7.501937458865896,-10.794405457464173,-8.461833366006143,0.0,-0.0,-0.0,-0.0,797.9626218604701,-5.948474470153982,-8.819675024405733,-6.809302589639776,-15.403570646227845,-16.696340029679,-12.027258287884782,97.9626218604701,97.9626218604701,97.9626218604701,-0.0,-0.0,-0.0,
n45,-7.708170195957538,-11.21132547782788,-8.90566015768212,0.0,-0.0,-0.0,-0.0,796.6878002575878,-6.166193077566515,-9.265895259477091,-7.170838521584297,-15.978427079704232,-17.64744104854126,-12.987520289359624,96.68780025758777,96.68780025758777,96.68780025758777,-0.0,-0.0,-0.0,
n46,-7.922409735236153,-11.276461569465301,-9.147032788045834,0.0,-0.0,-0.0,-0.0,796.4158061761509,-6.375443900075533,-9.531453837710867,-7.414833547240473,-16.121964786259024,-17.76267735141405,-13.10254189363712,96.41580617615092,96.41580617615092,96.41580617615092,-0.0,-0.0,-0.0,
n47,-7.785644374437649,-11.247995555971128,-8.986932527766761,0.0,-0.0,-0.0,-0.0,796.3090499554597,-6.240729517423605,-9.341490508915847,-7.259060969521777,-16.03317577555026,-17.72740214907943,-12.996417192380807,96.30904995545971,96.30904995545971,96.30904995545971,-0.0,-0.0,-0.0,
n48,-6.334644905746069,-9.224594587227186,-7.1513133008275425,0.0,-0.0,-0.0,-0.0,796.2697583857934,-5.065446103612709,-7.365513260348457,-5.517756975808016,-14.85898364358509,-17.192298371886857,-12.475521224204781,96.26975838579338,96.26975838579338,96.26975838579338,-0.0,-0.0,-0.0,
n49,-6.341732511796078,-9.337481675052539,-7.263000935409467,0.0,-0.0,-0.0,-0.0,796.1875095326121,-4.963338796625764,-7.31310598547042,-5.409397096855407,-14.884809864366067,-17.106426092921087,-12.54211008498807,96.18750953261207,96.18750953261207,96.18750953261207,-0.0,-0.0,-0.0,
n50,-6.1127396309272335,-8.989500247760297,-7.037083307596591,0.0,-0.0,-0.0,-0.0,796.1167438145848,-4.880228291467677,-7.214786021132116,-5.424362601883363,-14.723154412034429,-17.142144806419285,-12.54267296575649,96.11674381458477,96.11674381458477,96.11674381458477,-0.0,-0.0,-0.0,
n51,-6.214509779970579,-8.900638339966001,-6.948221399802296,0.0,-0.0,-0.0,-0.0,796.045613357345,-4.749366646084162,-7.083924375748601,-5.368738128597683,-14.699779258022971,-17.103254187693068,-12.519297811745032,96.04561335734506,96.04561335734506,96.04561335734506,-0.0,-0.0,-0.0,
n52,-6.139455332144198,-8.964947293441103,-7.097910428624411,0.0,-0.0,-0.0,-0.0,796.3793632497446,-4.80348138846349,-7.0914888354921795,-5.42829528465347,-14.619505569799788,-17.164237734499203,-12.534467251077983,96.37936324974461,96.37936324974461,96.37936324974461,-0.0,-0.0,-0.0,
n53,-6.509768549587802,-9.597570586388178,-7.4374029666613115,0.0,-0.0,-0.0,-0.0,796.6559715203509,-5.225500241412531,-7.615115242410404,-5.796351863777519,-14.940989407823599,-17.217467815624097,-12.494933516562462,96.65597152035099,96.65597152035099,96.65597152035099,-0.0,-0.0,-0.0,
n54,-6.468611881046823,-9.520880624077696,-7.43033540981243,0.0,-0.0,-0.0,-0.0,796.7409525862626,-5.089532572114963,-7.637228898333356,-5.760402796590605,-14.788400195553777,-17.161830240657164,-12.469060122479993,96.74095258626255,96.74095258626255,96.74095258626255,-0.0,-0.0,-0.0,
n55,-6.237308917795482,-9.082361183541252,-7.107305109262186,0.0,-0.0,-0.0,-0.0,797.0983228999276,-4.916165443053219,-7.257349539012562,-5.578273635231451,-14.491280688265856,-17.07819114792454,-12.472723367207742,97.0983228999275,97.0983228999275,97.0983228999275,-0.0,-0.0,-0.0,
n56,-9.475371434261303,-12.763861738584207,-9.971385600806663,0.0,-0.0,-0.0,-0.0,797.130792149065,-7.67943808578845,-11.57976549426173,-9.002862085466926,-16.528818113897593,-16.07763517810398,-11.545517644708248,97.13079214906496,97.13079214906496,97.13079214906496,-0.0,-0.0,-0.0,
n57,-9.568651763666141,-12.513140435232941,-9.720664297455398,0.0,-0.0,-0.0,-0.0,797.2621425738298,-7.52779548605149,-11.828862388818191,-9.25358338881819,-16.40022405598591,-15.98733894827333,-11.43687392456151,97.2621425738298,97.2621425738298,97.2621425738298,-0.0,-0.0,-0.0,
n58,-9.52301653757326,-12.80234003963436,-10.009863901856818,0.0,-0.0,-0.0,-0.0,797.2289783324758,-7.43943415337048,-11.56039354626515,-9.078586023713555,-16.479592637456356,-16.110950106575316,-11.562777632301119,97.22897833247572,97.22897833247572,97.22897833247572,-0.0,-0.0,-0.0,
n59,-9.478665802139258,-12.53229855995913,-9.750839354037,0.0,-0.0,-0.0,-0.0,797.2487479330243,-7.594430502358727,-11.860007270877071,-9.29710632969138,-16.50548730921629,-15.909476521141027,-11.359011497429208,97.24874793302435,97.24874793302435,97.24874793302435,-0.0,-0.0,-0.0,
n60,-8.976137495855587,-13.648201186505629,-10.684774155239086,0.0,-0.0,-0.0,-0.0,796.6636424155258,-7.308528090975638,-10.797636132161745,-8.499936300941133,-16.792015761655005,-16.298863068441833,-11.756824015932935,96.6636424155258,96.6636424155258,96.6636424155258,-0.0,-0.0,-0.0,
n61,-8.957676379315654,-13.609592627860321,-10.65322194512045,0.0,-0.0,-0.0,-0.0,796.6373555061879,-7.25410446515802,-10.850494142012876,-8.485802177422837,-16.76232379403133,-16.328555036065506,-11.758420782480151,96.63735550618787,96.63735550618787,96.63735550618787,-0.0,-0.0,-0.0,
n62,-9.024790421128948,-13.55749212510882,-10.690175351984747,0.0,-0.0,-0.0,-0.0,796.6378972751814,-7.260442344064054,-10.881103580501659,-8.437521889302593,-16.699379112349423,-16.380622200931548,-11.833728919933344,96.63789727518144,96.63789727518144,96.63789727518144,-0.0,-0.0,-0.0,
n63,-9.229914515017155,-12.950110642231346,-10.161067218140648,0.0,-0.0,-0.0,-0.0,797.5890951702236,-7.8403109822503065,-11.467759580377736,-8.908985901095535,-16.22048283944284,-15.587724153918963,-11.037273698624679,97.58909517022359,97.58909517022359,97.58909517022359,-0.0,-0.0,-0.0,
n64,-9.207299631973632,-12.514199204047479,-9.721723066269938,0.0,-0.0,-0.0,-0.0,797.7612303898222,-7.6222265920667045,-11.907103732248446,-9.331824732248446,-16.024435173349968,-15.363683645113337,-10.813218621401518,97.76123038982223,97.76123038982223,97.76123038982223,-0.0,-0.0,-0.0,
n65,-9.365404844087026,-12.672304416160873,-9.879828278383332,0.0,-0.0,-0.0,-0.0,797.7095782530549,-7.46412137995331,-11.752908388780206,-9.181346355109072,-16.01984838488444,-15.331741268804398,-10.781223613518788,97.7095782530549,97.7095782530549,97.7095782530549,-0.0,-0.0,-0.0,
n66,-9.304844248614529,-12.48493630066149,-9.692460162883947,0.0,-0.0,-0.0,-0.0,797.9092881924305,-7.489631643809697,-11.890846395564749,-9.315567395564749,-15.82597136940633,-15.229153969099224,-10.678688945387405,97.90928819243047,97.90928819243047,97.90928819243047,-0.0,-0.0,-0.0,
n67,-9.47225917900052,-12.46251577519532,-9.670039637417778,0.0,-0.0,-0.0,-0.0,797.8434607353317,-7.32983420710778,-11.880809969527045,-9.305530969527045,-15.794603929616034,-15.10649681353599,-10.556031789824171,97.8434607353318,97.8434607353318,97.8434607353318,-0.0,-0.0,-0.0,
n68,-9.23363347484229,-12.518194716332474,-9.725718578554932,0.0,-0.0,-0.0,-0.0,797.3765669477598,-7.454760933319724,-11.885562344021142,-9.310283344021142,-15.959284028601544,-15.574374271989615,-11.023909248277796,97.3765669477598,97.3765669477598,97.3765669477598,-0.0,-0.0,-0.0,
n69,-9.563961739720327,-12.744053791767287,-9.951577653989744,0.0,-0.0,-0.0,-0.0,798.0416794521582,-7.450311375795913,-11.631801134233546,-9.05661066109634,-15.696054745333397,-15.312596832353869,-10.763109865577498,98.04167945215822,98.04167945215822,98.04167945215822,-0.0,-0.0,-0.0,
n70,-9.593628136969766,-12.738173644342366,-9.974015831417045,0.0,-0.0,-0.0,-0.0,798.1103339705335,-7.547854109965928,-11.537554044755764,-8.936315573805096,-15.644324380402573,-15.38171702937883,-10.831252005667011,98.11033397053347,98.11033397053347,98.11033397053347,-0.0,-0.0,0.05646980055861727,
n71,-9.380172460027183,-12.390015563635915,-9.625857750710594,0.0,-0.0,-0.0,-0.0,798.2325130851352,-7.540774001101463,-11.744472393831275,-9.201010409234824,-15.57810574798774,-15.550694832015006,-11.000229808303187,98.23251308513525,98.23251308513525,98.23251308513525,-0.0,-0.0,-0.0,
n72,-8.996928499186472,-12.444638172469483,-9.697927852419046,0.0,-0.0,-0.0,-0.0,798.5009326376069,-7.370817526575612,-11.759199011892395,-9.235340134204646,-15.31704984180081,-15.928234718161592,-11.377769694449773,98.50093263760681,98.50093263760681,98.50093263760681,-0.0,-0.0,-0.0,
n73,-8.866072942288094,-12.501604667247864,-9.72462283690994,0.0,-0.0,-0.0,-0.0,798.3997091760169,-7.356861286935762,-11.824822187064624,-9.266951795131884,-15.419257306186825,-15.9151342310396,-11.36466920732778,98.39970917601694,98.39970917601694,98.39970917601694,-0.0,-0.0,-0.0,
n74,-9.110681924856888,-12.888316013513228,-10.111334183175304,0.0,-0.0,-0.0,-0.0,798.2093420659384,-7.426539858753068,-11.438966146734424,-8.906173849612339,-15.606699651127466,-15.750268211974577,-11.199824646826302,98.20934206593837,98.20934206593837,98.20934206593837,-0.0,-0.0,-0.0,
n75,-9.245702083574466,-12.807257833198351,-10.01478169542081,0.0,-0.0,-0.0,-0.0,797.8887202035246,-7.641853558193011,-11.614045103097574,-9.095572186306645,-15.929127129280673,-15.434831680166578,-10.884366787724533,97.88872020352454,97.88872020352454,97.88872020352454,-0.0,-0.0,-0.0,
n76,-9.46565353398558,-12.672431798427578,-9.910826718152114,0.0,-0.0,-0.0,-0.0,797.903367193185,-7.568176652223739,-11.523156753757835,-9.038300402151208,-15.908709555810029,-15.616888518584277,-11.06659226179208,97.90336719318496,97.90336719318496,97.90336719318496,-0.0,-0.0,-0.0,
n77,-9.305240163616446,-12.426024084168652,-9.664419003893189,0.0,-0.0,-0.0,-0.0,797.7851403988664,-7.627454225472566,-11.767929083634892,-9.22733521833806,-16.03100618241591,-15.68829759612626,-11.13783257241444,97.78514039886635,97.78514039886635,97.78514039886635,-0.0,-0.0,-0.0,
n78,-9.35202333533124,-12.84420137714344,-10.08073287737587,0.0,-0.0,-0.0,-0.0,797.9850997455517,-7.593203301629553,-11.363333124155846,-8.82064561642102,-15.833958448681656,-15.769675111748803,-11.219023803917224,97.98509974555168,97.98509974555168,97.98509974555168,-0.0,-0.0,-0.0,
n79,-8.991485221930501,-12.541716732375916,-9.832455734857279,0.0,-0.0,-0.0,-0.0,798.2125560326708,-7.488431545465678,-11.503186120809854,-9.021403378559661,-15.605698566631418,-15.966046684735765,-11.415581661023946,98.21255603267088,98.21255603267088,98.21255603267088,-0.0,-0.0,-0.0,
n80,-9.034422073598328,-12.3763640696078,-9.667103072089162,0.0,-0.0,-0.0,-0.0,798.276052018671,-7.594684947470566,-11.66853878357797,-9.186756041327778,-15.542510134726454,-16.041153425425044,-11.490688401713225,98.27605201867097,98.27605201867097,98.27605201867097,-0.0,-0.0,-0.0,
n81,-9.12860602178908,-12.701614087706396,-9.992353090187759,0.0,-0.0,-0.0,-0.0,798.1098640316802,-7.447547653318319,-11.343288765479373,-8.86150602322918,-15.709194162553073,-16.058013941843317,-11.501313815818913,98.10986403168027,98.10986403168027,98.10986403168027,-0.0,-0.0,-0.0,
n82,-8.984294891949274,-12.840349070471873,-10.108973181631788,0.0,-0.0,-0.0,-0.0,798.5230686444861,-7.600765223712614,-11.440471842342777,-8.912904997281185,-15.295989549747224,-15.890694542893957,-11.345885659151575,98.52306864448612,98.52306864448612,98.52306864448612,-0.0,-0.0,-0.0,
n83,-9.145124849416074,-12.702780109159601,-10.007082965470238,0.0,-0.0,-0.0,-0.0,798.0670352771176,-7.302090900632589,-11.174209986731173,-8.693891775998088,-15.746287436746064,-16.17017855844916,-11.616904816639781,98.06703527711763,98.06703527711763,98.06703527711763,-0.0,-0.0,-0.0,
n84,-9.026377204874283,-12.72730972161325,-10.031612577923886,0.0,-0.0,-0.0,-0.0,798.0292351608294,-7.410763254589422,-11.158549081560679,-8.683028035832182,-15.788986073012257,-16.124399943240597,-11.57269555434654,98.02923516082944,98.02923516082944,98.02923516082944,-0.0,-0.0,-0.0,
n85,-9.309318511270899,-12.442941457884784,-9.679472958117215,0.0,-0.0,-0.0,-0.0,797.7862265906107,-7.55290664453517,-11.764593043414502,-9.221905535679676,-16.014127978186828,-15.869145659569512,-11.318680635857692,97.78622659061065,97.78622659061065,97.78622659061065,-0.0,-0.0,-0.0,
n86,-9.310323648311893,-12.49544862961639,-9.727233239790138,0.0,-0.0,-0.0,-0.0,797.6645290185073,-7.443248247369854,-11.793575213361308,-9.245554343751998,-16.150719966590355,-16.11206368156573,-11.56159865785391,97.66452901850735,97.66452901850735,97.66452901850735,-0.0,-0.0,-0.0,
n87,-9.412835972125109,-12.801005713057444,-10.03940063278198,0.0,-0.0,-0.0,-0.0,797.6100179632936,-7.486852148546754,-11.3929474547461,-8.940777137439909,-16.14448639433402,-15.840271405305204,-11.289806381593385,97.61001796329356,97.61001796329356,97.61001796329356,-0.0,-0.0,-0.0,
n88,-9.42580092977591,-12.912767607842289,-10.14929910807472,0.0,-0.0,-0.0,-0.0,797.5414012380495,-7.578385380580236,-11.328491116697842,-8.784972035531435,-16.225932449040865,-15.914601351858613,-11.364114703540341,97.54140123804952,97.54140123804952,97.54140123804952,-0.0,-0.0,-0.0,
n89,-9.421469664357854,-12.974434988942681,-10.181958851165138,0.0,-0.0,-0.0,-0.0,797.4555654536341,-7.527744695492048,-11.369388448833782,-8.851065556561647,-16.308896104301827,-15.969774158812688,-11.419420335252472,97.45556545363411,97.45556545363411,97.45556545363411,-0.0,-0.0,-0.0,
n90,-9.301921668490015,-12.790845965828616,-10.022630576002364,0.0,-0.0,-0.022490512365363258,-0.0,797.5480573630243,-7.394984395244296,-11.498601808915314,-8.950157007539772,-16.26908802125094,-16.067246294478732,-11.516781270766915,97.54805736302431,97.54805736302431,97.54805736302431,-0.0,-0.0,-0.0,
n91,-9.242011171323975,-12.857214425955043,-10.08899903612879,0.0,-0.0,-0.0,-0.0,797.4935680984183,-7.34538846511863,-11.43767717981968,-8.920955116699146,-16.324787033745626,-16.11053014869719,-11.560065124985373,97.49356809841831,97.49356809841831,97.49356809841831,-0.0,-0.0,-0.0,
