node,product,amount(tonne/week),time
beef04,p1,4047.4253871899996,1
beef04,p1,4691.874274379999,2
beef04,p1,4073.8050359502245,3
beef04,p1,3504.242244366553,4
beef04,p1,2934.679452782882,5
beef04,p1,2365.1166611992107,6
beef04,p1,1795.5538696155395,7
beef04,p1,1225.9910780318683,8
beef04,p1,656.428286448197,9
beef04,p1,784.4360990230537,10
beef04,p1,167.63732347168525,12
beef04,p1,365.9292887816853,13
beef04,p1,564.2212540916853,14
beef04,p1,347.24250000000006,15
beef11,p1,175.35401736,1
beef11,p1,274.5,2
beef11,p1,102.39402318794947,3
beef11,p1,99.14598264,5
beef11,p1,198.29196528,6
beef11,p1,71.13962661113652,7
beef11,p1,61.53916701738149,8
beef11,p1,129.70139293745274,9
beef11,p1,228.84737557745274,10
beef11,p1,274.5,11
beef11,p1,274.5,12
beef11,p1,107.70022278770301,13
beef11,p1,206.84620542770304,14
beef11,p1,13.725000000000001,15
beef14,p1,980.1213598769998,1
beef14,p1,1322.175,2
beef14,p1,1322.175,3
beef14,p1,1322.175,4
beef14,p1,507.5726648423877,5
beef14,p1,606.7186474823877,6
beef14,p1,705.8646301223878,7
beef14,p1,805.0106127623878,8
beef14,p1,904.1565954023879,9
beef14,p1,1003.302578042388,10
beef14,p1,1102.448560682388,11
beef14,p1,1201.594543322388,12
beef14,p1,1300.7405259623881,13
beef14,p1,66.10875,15
beef16,p1,3607.6013872199997,1
beef16,p1,4252.05027444,2
beef16,p1,4450.34223975,3
beef16,p1,4284.615675550824,4
beef16,p1,3768.192980575471,5
beef16,p1,3251.7702856001188,6
beef16,p1,3450.0622509101186,7
beef16,p1,2933.639555934766,8
beef16,p1,2417.216860959413,9
beef16,p1,1705.6653151167739,10
beef16,p1,1138.7384080816728,11
beef16,p1,246.07455782622753,12
beef16,p1,444.36652313622756,13
beef16,p1,104.07053469000002,14
beef16,p1,302.3625,15
beef19,p1,1926.8539305,1
beef19,p1,3123.0,2
beef19,p1,2181.740426963443,3
beef19,p1,2578.324357463443,4
beef19,p1,1566.3531431331644,5
beef19,p1,1962.9370736331643,6
beef19,p1,2359.5210041331643,7
beef19,p1,1566.7072118285364,8
beef19,p1,1182.9619018937735,9
beef19,p1,396.5839305,11
beef19,p1,156.15,15
beef20,p1,1043.9517154080002,1
beef20,p1,1399.95,2
beef20,p1,1399.95,3
beef20,p1,1399.95,4
beef20,p1,1399.95,5
beef20,p1,198.29196531,7
beef20,p1,396.58393062,8
beef20,p1,594.87589593,9
beef20,p1,793.16786124,10
beef20,p1,991.45982655,11
beef20,p1,748.9653039768925,12
beef20,p1,947.2572692868926,13
beef20,p1,69.9975,15
beef28,p1,7915.292094675001,1
beef28,p1,9623.131856868,2
beef28,p1,8764.870461410635,3
beef28,p1,8864.016444050636,4
beef28,p1,8226.801733396112,5
beef28,p1,7341.037222460528,6
beef28,p1,6416.719173063442,7
beef28,p1,5492.4011236663555,8
beef28,p1,4858.257041495438,9
beef28,p1,4224.1129593245205,10
beef28,p1,3481.1784373882574,11
beef28,p1,2935.786731254235,12
beef28,p1,2337.4768481255114,13
beef28,p1,1473.8430493970855,14
beef28,p1,549.525,15
beef30,p1,856.1795472899987,1
beef30,p1,1152.9,2
beef30,p1,1152.9,3
beef30,p1,458.5088004199554,4
beef30,p1,656.8007657299554,5
beef30,p1,855.0927310399554,6
beef30,p1,558.02410407,7
beef30,p1,756.31606938,8
beef30,p1,954.6080346900001,9
beef30,p1,1152.9,10
beef30,p1,369.4756670268398,11
beef30,p1,567.7676323368398,12
beef30,p1,766.0595976468398,13
beef30,p1,57.64500000000001,15
beef33,p1,3097.1292065999996,1
beef33,p1,3344.9941631999995,2
beef33,p1,2893.0748669989875,3
beef33,p1,3041.7938409589874,4
